docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,segment1875
mdp.39015006977899,1894,1894,1894.0,elite,164883.0,1937066,"Du Maurier, George",New York;Harper & brothers;1894.,,Trilby,rev,neg,pop,1895,ATL,1834.0,m,uk,,,,mdp/pairtree_root/39/01/50/06/97/78/99/39015006977899/mdp.39015006977899.json.bz2,19,Harper,0.6333547638181982
uiuo.ark+=13960=t4th9616r,1894,1894,,vulgar,,,"Carey, Rosa Nouchette",London;R. Bentley;1894.,,"The old, old story",,,,,,1840.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4t/h9/61/6r/ark+=13960=t4th9616r/uiuo.ark+=13960=t4th9616r.json.bz2,113,Bentley,0.29901800355691727
mdp.39015016768288,1894,1894,1894.0,elite,513550.0,7311970,"Chopin, Kate","Boston;New York;Houghton, Mifflin and company;1894.",,Bayou folk,rev,pos,,1894,ATL,1850.0,f,us,,,,mdp/pairtree_root/39/01/50/16/76/82/88/39015016768288/mdp.39015016768288.json.bz2,3,Houghton Mifflin,0.7739343498405904
mdp.39015063753530,1894,1894,,vulgar,,,"Atherton, Gertrude Franklin Horn",New York;J. Selwin Tait & sons;c1894,,Before the Gringo came,,,,,,1857.0,f,us,,,,mdp/pairtree_root/39/01/50/63/75/35/30/39015063753530/mdp.39015063753530.json.bz2,161,Selwin Tait,0.4157881571372363
uva.x030826018,1894,1894,,vulgar,,,"Townsend, Virginia F",Boston;Lee and Shepard;c1894.,,"""Sirs, only seventeen!""",,,,,,1836.0,f,us,,,,uva/pairtree_root/x0/30/82/60/18/x030826018/uva.x030826018.json.bz2,10,Lee Shepard,0.7405373002572583
uc1.b308297,1895,1895,,vulgar,,,"Freeman, Mary Eleanor Wilkins",New York;Chicago [etc.;Fleming H. Revell Company;1895.,,Comfort Pease and her gold ring,,,,,,1852.0,f,us,,,,uc1/pairtree_root/$b/30/82/97/$b308297/uc1.$b308297.json.bz2,83,Fleming Revell,0.21825563148472132
uc2.ark+=13960=t6xw4n10m,1895,1895,,vulgar,,,"Stables, Gordon",London;Jarrold and Sons;1895.,,Shireen and her friends,,,,,,1840.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/6x/w4/n1/0m/ark+=13960=t6xw4n10m/uc2.ark+=13960=t6xw4n10m.json.bz2,21,Jarrold,0.24849384716633696
mdp.39015001797946,1895,1895,1895.0,elite,3912340.0,6663515,"Grahame, Kenneth",Chicago;Stone & Kimball;1895.,,The golden age,rev,pos,,1897,FR,1859.0,m,uk,,,,mdp/pairtree_root/39/01/50/01/79/79/46/39015001797946/mdp.39015001797946.json.bz2,36,Stone Kimball,0.7975005259603988
uc1.b3325539,1895,1895,1895.0,elite,6131725.0,13322230,"Mallock, W. H",London;Chapman & Hall;1895.,v. 2,The heart of life,pub,,,1894,FR,1849.0,m,uk,,,,uc1/pairtree_root/b3/32/55/39/b3325539/uc1.b3325539.json.bz2,43,Chapman Hall,0.7192056754356063
uc2.ark+=13960=t85h7cw8f,1895,1895,1895.0,elite,6148723.0,1283650,"Wells, H. G",New York;E. P. Dutton;c1895.,,The wonderful visit,rev,,,1895,BM,1866.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/85/h7/cw/8f/ark+=13960=t85h7cw8f/uc2.ark+=13960=t85h7cw8f.json.bz2,154,Dutton,0.8632233891032751
mdp.39015031311684,1895,1895,1896.0,elite,1378158.0,67409910,"Macleod, Fiona","Boston;Roberts bros.; [etc., etc.;1895.",,The mountain lovers,rev,,,1896,BM,1855.0,m,uk,William Sharp,,,mdp/pairtree_root/39/01/50/31/31/16/84/39015031311684/mdp.39015031311684.json.bz2,13,Roberts,0.9101238472387513
nyp.33433075752133,1895,1895,,vulgar,,,"Winter, John Strange",New York and London;F. A. Stokes company;c1895,,Private Tinker,,,,,,1856.0,f ,uk,Henrietta Eliza Vaughan Stannard,,,nyp/pairtree_root/33/43/30/75/75/21/33/33433075752133/nyp.33433075752133.json.bz2,62,Stokes,0.23723414698310785
mdp.39015059502669,1895,1895,,vulgar,,,"Read, Opie Percival",Chicago;Laird & Lee;c1896,,My young master;,,,,,,1852.0,m,us,,,,mdp/pairtree_root/39/01/50/59/50/26/69/39015059502669/mdp.39015059502669.json.bz2,61,Laird Lee,0.3786655704260956
uc2.ark+=13960=t9n29z109,1895,1895,,vulgar,,,"Roberts, Morley",London;Downey & Co.;1895.,,The degradation of Geoffrey Alwith,,,,,,1857.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9n/29/z1/09/ark+=13960=t9n29z109/uc2.ark+=13960=t9n29z109.json.bz2,41,Downey,0.6095319603945294
uc1.b3325538,1895,1895,1895.0,elite,6131725.0,13322230,"Mallock, W. H",London;Chapman & Hall;1895.,v. 1,The heart of life,pub,,,1894,FR,1849.0,m,uk,,,,uc1/pairtree_root/b3/32/55/38/b3325538/uc1.b3325538.json.bz2,43,Chapman Hall,0.7117671212824597
mdp.39015063547809,1895,1895,1895.0,elite,320371.0,2415313,"Hobbes, John Oliver",London;Henry;1895.,,"The gods, some mortals and Lord Wickenham",rev,neg,,1895,YB,1867.0,f,us,Pearl Mary Teresa Craigie,,,mdp/pairtree_root/39/01/50/63/54/78/09/39015063547809/mdp.39015063547809.json.bz2,41,Henry,0.6934984124871567
mdp.39015023133641,1895,1895,1895.0,elite,438888.0,421784,"D'Arcy, Ella",London;John Lane;1895.,,Monochromes,rev,,,1895,YB,1856.0,f,uk,,,,mdp/pairtree_root/39/01/50/23/13/36/41/39015023133641/mdp.39015023133641.json.bz2,3,John Lane,0.714849911755697
uc2.ark+=13960=t0vq30t72,1895,1895,1895.0,elite,7687035.0,3025162,"Crackanthorpe, Hubert",London;Heinemann;1895.,,"Sentimental studies, and A set of village tales",rev,,,1895,YB,1870.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0v/q3/0t/72/ark+=13960=t0vq30t72/uc2.ark+=13960=t0vq30t72.json.bz2,9,William Heinemann,0.8847203552888592
njp.32101063606774,1895,1895,,presentaselite,,,"Crockett, S. R",New York;London;Frederick A. Stokes Company;c1895.,,Sweetheart travellers,,,,,,1859.0,m,uk,,,,njp/pairtree_root/32/10/10/63/60/67/74/32101063606774/njp.32101063606774.json.bz2,146,Frederick Stokes,0.533752564976344
mdp.39015063541273,1895,1895,,vulgar,,,"Burnham, Clara Louise","Boston;New York;Houghton, Mifflin and company;1895.",,The wise woman,,,,,,1854.0,f,us,,,,mdp/pairtree_root/39/01/50/63/54/12/73/39015063541273/mdp.39015063541273.json.bz2,50,Houghton Mifflin,0.3202872286365245
uiuo.ark+=13960=t4kk9x89j,1895,1895,,vulgar,,,"Robinson, F. W",London;Chatto & Windus ...;1895.,,The woman in the dark,,,,,,1830.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4k/k9/x8/9j/ark+=13960=t4kk9x89j/uiuo.ark+=13960=t4kk9x89j.json.bz2,55,Chatto Windus,0.32425449375311616
uc1.$b684700,1896,1896,1896.0,elite,9977378.0,,"O'Grady, Standish",London;Downey & Co.;1896.,,Ulrick the Ready,sel,,,1911,FR,1869.0,m,ir,,,,uc1/pairtree_root/$b/68/47/00/$b684700/uc1.$b684700.json.bz2,12,Downey,0.6564441387241288
mdp.39015055066743,1896,1896,1896.0,elite,242096.0,3337012,"Morrison, Arthur",Chicago;H. S. Stone;1896.,,A child of the Jago,rev,,,1897,FR,1863.0,m,uk,,,,mdp/pairtree_root/39/01/50/55/06/67/43/39015055066743/mdp.39015055066743.json.bz2,39,Stone,0.9018568295915266
njp.32101065701169,1896,1896,,vulgar,,,"Poole, Mary Belle","New Orleans, La.;Men and Matters Magazine;1896.",,Down fate's walk;,,,,,,0.0,,,,,,njp/pairtree_root/32/10/10/65/70/11/69/32101065701169/njp.32101065701169.json.bz2,1,Orleans La Men Matters Magazine,0.1623468072542816
nyp.33433075767198,1896,1896,,vulgar,,,"Whishaw, Frederick","New York [etc.;Longmans, Green, and co.;1896.",,A boyar of the Terrible;,,,,,,1854.0,m,uk,,,,nyp/pairtree_root/33/43/30/75/76/71/98/33433075767198/nyp.33433075767198.json.bz2,8,Longmans Green,0.2027194738783968
wu.89098022577,1896,1896,1896.0,vulgar,,,"Dumond, Annie Nelles,",St. Louis;The author;1896.,,Christlike,,,,,,1837.0,f,us,,,,wu/pairtree_root/89/09/80/22/57/7/89098022577/wu.89098022577.json.bz2,5,St Louis Author,0.056658074947401466
uc2.ark+=13960=t8pc2vb7z,1896,1896,1897.0,elite,1027243.0,2004399,"Crane, Stephen",New York;E. Arnold;1896.,,George's mother,rev,pos,,1897,FR,1871.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8p/c2/vb/7z/ark+=13960=t8pc2vb7z/uc2.ark+=13960=t8pc2vb7z.json.bz2,41,Arnold,0.8641587649012253
njp.32101065845917,1896,1896,1896.0,elite,9405681.0,5715772,"Munro, Neil",Edinburgh;W. Blackwood;1896.,,The lost Pibroch,rev,pos,,1896,BM,1864.0,m,uk,,,,njp/pairtree_root/32/10/10/65/84/59/17/32101065845917/njp.32101065845917.json.bz2,21,Blackwood,0.8908030160419068
nyp.33433076073125,1896,1896,,vulgar,,,"Train, Elizabeth Phipps",Philadelphia;J.B. Lippincott company;1896.,,A social highwayman,,,,,,1856.0,f,us,,,,nyp/pairtree_root/33/43/30/76/07/31/25/33433076073125/nyp.33433076073125.json.bz2,8,Lippincott,0.2871937643476808
mdp.39015030995818,1897,1897,,vulgar,,,"Porter, Charlotte Endymion",Boston;Copeland & Day;1897.,,Clever tales,,,,,,1857.0,f,us,,,,mdp/pairtree_root/39/01/50/30/99/58/18/39015030995818/mdp.39015030995818.json.bz2,1,Copeland Day,0.35838851269333777
nyp.33433076021751,1897,1897,,vulgar,,,"Stephens, Robert Neilson",Boston;L.C. Page and company;c1897,,An enemy to the king;,,,,,,1867.0,m,us,,,,nyp/pairtree_root/33/43/30/76/02/17/51/33433076021751/nyp.33433076021751.json.bz2,28,Page,0.27881672087314163
uc1.b4104262,1897,1897,1897.0,vulgar,394601.0,30328058,"Freeman, Mary Eleanor Wilkins",New York;London;Harper & brothers;1897.,,"Jerome, a poor man;",rev,,,1897,ATL,1852.0,f,us,,,,uc1/pairtree_root/b4/10/42/62/b4104262/uc1.b4104262.json.bz2,83,Harper,0.58676778858697
uc1.b3325372,1897,1897,1897.0,elite,6131639.0,272031,"Davis, Richard Harding",New York;C. Scribner's sons;1897.,,Soldiers of fortune,rev,pos,,1897,ATL,1864.0,m,us,,,,uc1/pairtree_root/b3/32/53/72/b3325372/uc1.b3325372.json.bz2,213,Scribner,0.7729835180674263
mdp.39015078546390,1898,1898,,vulgar,,,anonymous5,"London;E. Lloyd, limited;1898.",,Grien on Rougemont;,,,,,,1864.0,,,,,,mdp/pairtree_root/39/01/50/78/54/63/90/39015078546390/mdp.39015078546390.json.bz2,0,Lloyd,0.2417742389259446
uc1.$b471567,1898,1898,,vulgar,,,"Post, Helen (Wilmans)","Sea Breeze, Fla.;Freedom Publishing Co.;1898.",,A search for freedom,,,,,,1831.0,f,us,,,,uc1/pairtree_root/$b/47/15/67/$b471567/uc1.$b471567.json.bz2,2,Sea Breeze Fla Freedom,0.28823180959741995
nyp.33433076050818,1904,1898,1898.0,elite,8663815.0,37141645,"Peattie, Elia Wilkinson",New York;Macmillan;1904.,,"The shape of fear, and other ghostly tales",rev,,,1899,ATL,1862.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/08/18/33433076050818/nyp.33433076050818.json.bz2,17,Macmillan,0.8466041418837665
uc1.b243629,1899,1898,1898.0,elite,6498261.0,10522443,"Ollivant, Alfred",New York;Doubleday & McClure;1899.,,"Bob, son of Battle",rev,,,1899,ATL,1874.0,m,uk,,,,uc1/pairtree_root/$b/24/36/29/$b243629/uc1.$b243629.json.bz2,21,Doubleday Mcclure,0.8868823186227374
nyp.33433076043433,1898,1898,,vulgar,,,"Ross, Clinton",New York;D. Appleton and Company;1898.,,A trooper of the empress,,,,,,1861.0,m,us,,,,nyp/pairtree_root/33/43/30/76/04/34/33/33433076043433/nyp.33433076043433.json.bz2,10,Appleton,0.31552116412715775
uc1.b249543,1898,1898,,vulgar,,,"Barr, Amelia Edith Huddleston","New York;Dodd, Mead;1898, c1885.",,The lost silver of Briffault,,,,,,1831.0,f,uk,,,,uc1/pairtree_root/$b/24/95/43/$b249543/uc1.$b249543.json.bz2,144,Dodd Mead,0.25798319244812545
nyp.33433076051303,1900,1898,1898.0,vulgar,,,"Major, Charles","Indianapolis, Ind.;Bowen-Merrill company;c1898].",,When knighthood was in flower,,,,,,1856.0,m,us,,,,nyp/pairtree_root/33/43/30/76/05/13/03/33433076051303/nyp.33433076051303.json.bz2,21,Indianapolis Ind Bowen Merrill,0.21799789724433358
uc2.ark+=13960=t3tt4h41b,1898,1898,,vulgar,,,"Noble, Annette Lucile",Philadelphia;Presbyterian Board of Publication and Sabbath-School Work;1898.,,The silent man's legacy,,,,,,1844.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3t/t4/h4/1b/ark+=13960=t3tt4h41b/uc2.ark+=13960=t3tt4h41b.json.bz2,11,Presbyterian Board Publication Sabbath School Work,0.25860420753751695
mdp.39015039396083,1899,1898,1898.0,elite,249158.0,2461099,"Von Arnim, Elizabeth","London;Macmillan and co., limited;New York;The Macmillan company;1899.",,Elizabeth and her German garden,ntd,,pop,1912,FR,1866.0,f,uk,,,,mdp/pairtree_root/39/01/50/39/39/60/83/39015039396083/mdp.39015039396083.json.bz2,63,Macmillan,0.7269966733405403
nyp.33433074870829,1898,1898,,vulgar,,,"Hocking, Joseph",New York;Doubleday & McClure co.;1898.,,Mistress Nancy Molesworth;,,,,,,1860.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/87/08/29/33433074870829/nyp.33433074870829.json.bz2,15,Doubleday Mcclure,0.15650292830733267
uc1.b3326036,1898,1898,1898.0,elite,6538767.0,378249,"Slosson, Annie Trumbull",New York and;London;Harper & brothers;1898.,,Dumb foxglove,rev,,,1899,ATL,1838.0,f,us,,,,uc1/pairtree_root/b3/32/60/36/b3326036/uc1.b3326036.json.bz2,17,Harper,0.7514443667544235
mdp.39015063551504,1898,1898,1898.0,elite,286433.0,3805017,"Crockett, S. R","London;Smith, Elder and co.;1898.",,The red axe,rev,,,1899,ATL,1859.0,m,uk,,,,mdp/pairtree_root/39/01/50/63/55/15/04/39015063551504/mdp.39015063551504.json.bz2,146,Smith Elder,0.6991062007640998
uc2.ark+=13960=t9w08x645,1898,1898,1898.0,elite,7650366.0,1629161,"Altsheler, Joseph A",New York;D. Appleton and company;1898.,,A herald of the West;,rev,,,1899,ATL,1862.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9w/08/x6/45/ark+=13960=t9w08x645/uc2.ark+=13960=t9w08x645.json.bz2,35,Appleton,0.7271099925322759
nyp.33433076059462,1898,1898,1898.0,elite,8660087.0,1637309,"Pool, Maria Louise",Chicago;New York;H. S. Stone & Company;1898.,,A golden sorrow,rev,pos,,1899,ATL,1841.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/94/62/33433076059462/nyp.33433076059462.json.bz2,28,Stone,0.8203582046276803
uc1.b242928,1898,1898,1898.0,elite,432668.0,601928,"Glasgow, Ellen Anderson Gholson",New York;London;Harper & Brothers;1898.,,Phases of an inferior planet,rev,,,1899,ATL,1873.0,f,us,,,,uc1/pairtree_root/$b/24/29/28/$b242928/uc1.$b242928.json.bz2,102,Harper,0.7846880950857464
njp.32101066458629,1898,1898,,vulgar,,,"Ellis, Edward Sylvester",London;New York;Cassell;1898.,,Cowmen and rustlers,,,,,,1840.0,m,us,,,,njp/pairtree_root/32/10/10/66/45/86/29/32101066458629/njp.32101066458629.json.bz2,103,Cassell,0.260918291965152
nyp.33433076050768,1898,1898,1898.0,elite,8659094.0,5349379,"Payne, Will",Chicago;H. S. Stone;1898.,,The money captain,rev,,,1899,ATL,1865.0,,,,,,nyp/pairtree_root/33/43/30/76/05/07/68/33433076050768/nyp.33433076050768.json.bz2,10,Stone,0.8627742303171009
nyp.33433076065980,1899,1899,1899.0,elite,8689733.0,2231759,"Ford, Paul Leicester","New York;Dodd, Mead & Co.;1899;(New York;Press of J. J. Little).",v. 2,Janice Meredith,rev,pos,,1900,ATL,1865.0,m,us,,,,nyp/pairtree_root/33/43/30/76/06/59/80/33433076065980/nyp.33433076065980.json.bz2,47,Dodd Mead Little,0.365263244903783
uc2.ark+=13960=t2m61fk5s,1900,1899,1899.0,vulgar,,,"Palacio Valdés, Armando",New York;Brentano's;1900.,,The joy of Captain Ribot;,,,,,,1853.0,m,spanish,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2m/61/fk/5s/ark+=13960=t2m61fk5s/uc2.ark+=13960=t2m61fk5s.json.bz2,14,Brentano,0.3375648787870005
uc1.b301202,1899,1899,,vulgar,,,"Lust, Adelina Cohnfeldt","Boston;New York;Houghton, Mifflin and Company;1899.",,A tent of grace,,,,,,1860.0,f,,,,,uc1/pairtree_root/$b/30/12/02/$b301202/uc1.$b301202.json.bz2,2,Houghton Mifflin,0.2507027240848551
wu.89099220006,1899,1899,,vulgar,,,"Taylor, Bayard",New York;Putnam;1899.,,John Godfrey's fortunes,,,,,,1825.0,m,us,,,,wu/pairtree_root/89/09/92/20/00/6/89099220006/wu.89099220006.json.bz2,27,Putnam,0.3756555239068747
uc1.b3327365,1899,1899,1899.0,elite,7690627.0,2721217,"Merriman, Henry Seton","New York;Dodd, Mead & Co.;1900, c1899.",,The isle of unrest,rev,,,1900,FR,1862.0,m,uk,Hugh Stowell Scott,,,uc1/pairtree_root/b3/32/73/65/b3327365/uc1.b3327365.json.bz2,54,Dodd Mead,0.8603789877503915
uc2.ark+=13960=t2h70896n,1899,1899,0.0,vulgar,,,"Weyman, Stanley John",Boston;Brown and Company;1899.,,When love calls,,,,,,1855.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2h/70/89/6n/ark+=13960=t2h70896n/uc2.ark+=13960=t2h70896n.json.bz2,116,Brown,0.1054978737509899
uc2.ark+=13960=t6639nr4d,1899,1899,1899.0,elite,7679378.0,5632831,"Dowson, Ernest Christopher",London;Methuen;1899.,,Adrian Rome,sel,pos,,1900,FR,1867.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/66/39/nr/4d/ark+=13960=t6639nr4d/uc2.ark+=13960=t6639nr4d.json.bz2,10,Methuen,0.8399540291927265
uc1.b248533,1899,1899,1899.0,presentaselite,,,"Besant, Walter","New York;Dodd, Mead & co.;1899.",,The orange girl;,,,,,,1836.0,m,uk,,,,uc1/pairtree_root/$b/24/85/33/$b248533/uc1.$b248533.json.bz2,203,Dodd Mead,0.421813266318177
nc01.ark+=13960=t6m04wk2w,1899,1899,1899.0,vulgar,,,"Banks, Charles Eugene","Chicago;Rand, McNally;1899",,In Hampton Roads;,,,,,,1852.0,m,us,,,,nc01/pairtree_root/ar/k+/=1/39/60/=t/6m/04/wk/2w/ark+=13960=t6m04wk2w/nc01.ark+=13960=t6m04wk2w.json.bz2,4,Rand Mcnally,0.5148721809512271
yale.39002030972336,1900,1899,1899.0,vulgar,,,"Kennedy, Bart",Chicago;Herbert S. Stone & Company;1900.,,A man adrift,,,,,,1861.0,m,uk,,"a little autobiographical, but ok",,yale/pairtree_root/39/00/20/30/97/23/36/39002030972336/yale.39002030972336.json.bz2,5,Herbert Stone,0.548000803743209
mdp.39015004288042,1901,1899,1899.0,presentaselite,,,"Johnston, Mary",New York;Grosset & Dunlap;c1900,,To have and to hold,,,,,,1870.0,f,us,,,,mdp/pairtree_root/39/01/50/04/28/80/42/39015004288042/mdp.39015004288042.json.bz2,56,Grosset Dunlap,0.6247974060749278
uc2.ark+=13960=t3pv6nz42,1900,1900,1900.0,elite,784781.0,887709,"Ward, Mary Augusta",New York;London;Harper & brothers;1900.,,Eleanor;,rev,pos,,1900,FR,1851.0,f,uk,"Ward, Humphry, Mrs",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3p/v6/nz/42/ark+=13960=t3pv6nz42/uc2.ark+=13960=t3pv6nz42.json.bz2,0,Harper,0.8474942780372442
uc1.b3327221,1900,1900,1900.0,elite,1189277.0,729589,"Zangwill, Israel",New York;Harper;1900,,The mantle of Elijah,rev,,,1900,FR,1864.0,m,uk,,,,uc1/pairtree_root/b3/32/72/21/b3327221/uc1.b3327221.json.bz2,71,Harper,0.6055845463271301
njp.32101038161400,1900,1900,1900.0,elite,7695132.0,5163767,"Morrison, Arthur","New York;Doubleday, Page;1900.",,Cunning Murrell,rev,neg,,1900,FR,1863.0,m,uk,,,,njp/pairtree_root/32/10/10/38/16/14/00/32101038161400/njp.32101038161400.json.bz2,39,Doubleday Page,0.8620195510918567
nyp.33433076090970,1900,1900,1900.0,vulgar,,,"Freeman, Mary Eleanor Wilkins",New York;A. L. Burt Company;c1900.,,The heart's highway,,,,,,1852.0,f,us,,,,nyp/pairtree_root/33/43/30/76/09/09/70/33433076090970/nyp.33433076090970.json.bz2,83,Burt,0.46104960168744574
mdp.39015005148344,1900,1900,1900.0,elite,5262003.0,913934,"Grant, Robert",New York;C. Scribner's Sons;1900.,,Unleavened bread,rev,,,1900,ATL,1852.0,m,us,,,,mdp/pairtree_root/39/01/50/05/14/83/44/39015005148344/mdp.39015005148344.json.bz2,47,Scribner,0.4052836660711895
uc2.ark+=13960=t5x63jg14,1900,1900,1900.0,elite,7688947.0,4118090,"Hewlett, Maurice",London;Macmillan;c1900.,,The life and death of Richard Yea-and-Nay,rev,pos,,1900,FR,1861.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/jg/14/ark+=13960=t5x63jg14/uc2.ark+=13960=t5x63jg14.json.bz2,142,Macmillan,0.5884241092300214
uc2.ark+=13960=t6h12wz10,1900,1900,,vulgar,,,"Chipman, William P",New York;A.L. Burt Co.;c1900.,,A yankee lad's pluck,,,,,,1854.0,m,us,,probably juvenile -- not yet removed,,uc2/pairtree_root/ar/k+/=1/39/60/=t/6h/12/wz/10/ark+=13960=t6h12wz10/uc2.ark+=13960=t6h12wz10.json.bz2,2,Burt,0.26656855357947423
inu.32000000320673,1900,1900,1900.0,elite,8566395.0,13588977,"Barrie, J. M",New York;C. Scribner's sons;1900,,Tommy and Grizel,rev,pos,,1900,FR,1860.0,m,uk,,,,inu/pairtree_root/32/00/00/00/32/06/73/32000000320673/inu.32000000320673.json.bz2,178,Scribner,0.6959158667035089
uc2.ark+=13960=t4fn12c70,1901,1900,1900.0,vulgar,,,"Von Hutten, Bettina Riddle",Philadelphia;J.B. Lippincott;1901.,,Marr'd in making,,,,,,1874.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4f/n1/2c/70/ark+=13960=t4fn12c70/uc2.ark+=13960=t4fn12c70.json.bz2,13,Lippincott,0.6559963581398077
uc2.ark+=13960=t5z60cq78,1900,1900,1900.0,elite,481358.0,1897459,"Malet, Lucas","N. Y.;Dodd, Mead;1900",,The gateless barrier,rev,,,1900,FR,1852.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5z/60/cq/78/ark+=13960=t5z60cq78/uc2.ark+=13960=t5z60cq78.json.bz2,46,Dodd Mead,0.7930111430854869
uc2.ark+=13960=t86h4dn5f,1900,1900,1900.0,elite,1028597.0,172039,"Glasgow, Ellen Anderson Gholson","New York;Doubleday, Page;1900.",,The voice of the people,rev,,,1900,ATL,1873.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/86/h4/dn/5f/ark+=13960=t86h4dn5f/uc2.ark+=13960=t86h4dn5f.json.bz2,102,Doubleday Page,0.7615483223690291
uc1.b3329009,1901,1900,1900.0,vulgar,,,"Thompson, Maurice",Indianapolis;Bobbs-Merrill;c1900.,,Alice of Old Vincennes,,,,,,1844.0,m,us,,,,uc1/pairtree_root/b3/32/90/09/b3329009/uc1.b3329009.json.bz2,28,Indianapolis Bobbs Merrill,0.6069135165194095
nyp.33433076049232,1900,1900,,vulgar,,,"Pidgin, Charles Felton",Boston;C.M. Clark;1900.,,Quincy Adams Sawyer and Mason's corner folks;,,,,,,1844.0,m,us,,,,nyp/pairtree_root/33/43/30/76/04/92/32/33433076049232/nyp.33433076049232.json.bz2,27,Clark,0.17341485585844058
uc2.ark+=13960=t5gb2142w,1900,1900,1900.0,elite,7664800.0,11248261,"Lawson, Henry",Sydney;Angus and Robertson;1900.,,On the track,rev,,,1900,FR,1867.0,m,au,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5g/b2/14/2w/ark+=13960=t5gb2142w/uc2.ark+=13960=t5gb2142w.json.bz2,18,Sydney Angus Robertson,0.5939615504303636
uc1.b102395,1900,1900,1900.0,elite,6601802.0,1248709,"Johnston, Mary","Boston;and New York;Houghton, Mifflin and company;1900.",,To have and to hold,rev,pos,,1900,ATL,1870.0,f,us,,,,uc1/pairtree_root/$b/10/23/95/$b102395/uc1.$b102395.json.bz2,56,Houghton Mifflin,0.6258810509106543
uc2.ark+=13960=t8bg2qv8f,1900,1900,1900.0,elite,7689106.0,239049,"Hope, Anthony",London;Methuen;1900.,,QuisantÃ©,rev,neg,,1900,FR,1863.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/qv/8f/ark+=13960=t8bg2qv8f/uc2.ark+=13960=t8bg2qv8f.json.bz2,147,Methuen,0.7914644190298379
nyp.33433074857016,1900,1900,,vulgar,,,"Garnett, Olive","Boston;and New York;Houghton, Mifflin and co.;1900.",,Petersburg tales,,,,,,1871.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/85/70/16/33433074857016/nyp.33433074857016.json.bz2,1,Houghton Mifflin,0.6830020880683375
mdp.39015063938164,1900,1900,,vulgar,,,"Matthews, Brander",New York;London;Harper & brothers;1900.,,The action and the word;,,,,,,1852.0,m,us,,,,mdp/pairtree_root/39/01/50/63/93/81/64/39015063938164/mdp.39015063938164.json.bz2,44,Harper,0.32670333641577226
nyp.33433076074297,1900,1900,1900.0,vulgar,,,"Flynt, Josiah","New York;McClure, Phillips & co.;1900.",,The powers that prey,,,,,,1869.0,m,us,,,,nyp/pairtree_root/33/43/30/76/07/42/97/33433076074297/nyp.33433076074297.json.bz2,8,Mcclure Phillips,0.344355172349583
uc2.ark+=13960=t1sf2nz58,1901,1901,1901.0,elite,7666640.0,8717825,"Marriott, Charles",London;New York;John Lane;1901.,,The column,rev,,,1901,FR,1869.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1s/f2/nz/58/ark+=13960=t1sf2nz58/uc2.ark+=13960=t1sf2nz58.json.bz2,17,John Lane,0.7027565423560164
nyp.33433074893409,1901,1901,,vulgar,,,"Mason, A. E. W",New York;F. Stokes;c1901.,,Ensign Knightley,,,,,,1865.0,m ,uk,,,,nyp/pairtree_root/33/43/30/74/89/34/09/33433074893409/nyp.33433074893409.json.bz2,48,Stokes,0.8673833337786302
uc2.ark+=13960=t0bv7gg7m,1901,1901,1901.0,elite,1024215.0,169519,"Parker, Gilbert",New York;Harper & brothers;1901.,,The right of way,rev,pos,,1901,ATL,1862.0,m,ca,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0b/v7/gg/7m/ark+=13960=t0bv7gg7m/uc2.ark+=13960=t0bv7gg7m.json.bz2,156,Harper,0.7544065103885169
