docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,segment1900
njp.32101065701169,1896,1896,,vulgar,,,"Poole, Mary Belle","New Orleans, La.;Men and Matters Magazine;1896.",,Down fate's walk;,,,,,,0.0,,,,,,njp/pairtree_root/32/10/10/65/70/11/69/32101065701169/njp.32101065701169.json.bz2,1,Orleans La Men Matters Magazine,0.5025653707040335
nyp.33433075767198,1896,1896,,vulgar,,,"Whishaw, Frederick","New York [etc.;Longmans, Green, and co.;1896.",,A boyar of the Terrible;,,,,,,1854.0,m,uk,,,,nyp/pairtree_root/33/43/30/75/76/71/98/33433075767198/nyp.33433075767198.json.bz2,8,Longmans Green,0.3137120931848031
wu.89098022577,1896,1896,1896.0,vulgar,,,"Dumond, Annie Nelles,",St. Louis;The author;1896.,,Christlike,,,,,,1837.0,f,us,,,,wu/pairtree_root/89/09/80/22/57/7/89098022577/wu.89098022577.json.bz2,5,St Louis Author,0.3504663324755734
uc2.ark+=13960=t8pc2vb7z,1896,1896,1897.0,elite,1027243.0,2004399,"Crane, Stephen",New York;E. Arnold;1896.,,George's mother,rev,pos,,1897,FR,1871.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8p/c2/vb/7z/ark+=13960=t8pc2vb7z/uc2.ark+=13960=t8pc2vb7z.json.bz2,41,Arnold,0.46465196856716645
njp.32101065845917,1896,1896,1896.0,elite,9405681.0,5715772,"Munro, Neil",Edinburgh;W. Blackwood;1896.,,The lost Pibroch,rev,pos,,1896,BM,1864.0,m,uk,,,,njp/pairtree_root/32/10/10/65/84/59/17/32101065845917/njp.32101065845917.json.bz2,21,Blackwood,0.6586976799251651
nyp.33433076073125,1896,1896,,vulgar,,,"Train, Elizabeth Phipps",Philadelphia;J.B. Lippincott company;1896.,,A social highwayman,,,,,,1856.0,f,us,,,,nyp/pairtree_root/33/43/30/76/07/31/25/33433076073125/nyp.33433076073125.json.bz2,8,Lippincott,0.14568317725873756
mdp.39015030995818,1897,1897,,vulgar,,,"Porter, Charlotte Endymion",Boston;Copeland & Day;1897.,,Clever tales,,,,,,1857.0,f,us,,,,mdp/pairtree_root/39/01/50/30/99/58/18/39015030995818/mdp.39015030995818.json.bz2,1,Copeland Day,0.3497843462937477
nyp.33433076021751,1897,1897,,vulgar,,,"Stephens, Robert Neilson",Boston;L.C. Page and company;c1897,,An enemy to the king;,,,,,,1867.0,m,us,,,,nyp/pairtree_root/33/43/30/76/02/17/51/33433076021751/nyp.33433076021751.json.bz2,28,Page,0.16882307322161322
uc1.b4104262,1897,1897,1897.0,vulgar,394601.0,30328058,"Freeman, Mary Eleanor Wilkins",New York;London;Harper & brothers;1897.,,"Jerome, a poor man;",rev,,,1897,ATL,1852.0,f,us,,,,uc1/pairtree_root/b4/10/42/62/b4104262/uc1.b4104262.json.bz2,83,Harper,0.44821941505681473
uc1.b3325372,1897,1897,1897.0,elite,6131639.0,272031,"Davis, Richard Harding",New York;C. Scribner's sons;1897.,,Soldiers of fortune,rev,pos,,1897,ATL,1864.0,m,us,,,,uc1/pairtree_root/b3/32/53/72/b3325372/uc1.b3325372.json.bz2,213,Scribner,0.30722995537016345
mdp.39015078546390,1898,1898,,vulgar,,,anonymous5,"London;E. Lloyd, limited;1898.",,Grien on Rougemont;,,,,,,1864.0,,,,,,mdp/pairtree_root/39/01/50/78/54/63/90/39015078546390/mdp.39015078546390.json.bz2,0,Lloyd,0.37331936473767996
uc1.$b471567,1898,1898,,vulgar,,,"Post, Helen (Wilmans)","Sea Breeze, Fla.;Freedom Publishing Co.;1898.",,A search for freedom,,,,,,1831.0,f,us,,,,uc1/pairtree_root/$b/47/15/67/$b471567/uc1.$b471567.json.bz2,2,Sea Breeze Fla Freedom,0.6625961415567447
nyp.33433076050818,1904,1898,1898.0,elite,8663815.0,37141645,"Peattie, Elia Wilkinson",New York;Macmillan;1904.,,"The shape of fear, and other ghostly tales",rev,,,1899,ATL,1862.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/08/18/33433076050818/nyp.33433076050818.json.bz2,17,Macmillan,0.8297514344113524
uc1.b243629,1899,1898,1898.0,elite,6498261.0,10522443,"Ollivant, Alfred",New York;Doubleday & McClure;1899.,,"Bob, son of Battle",rev,,,1899,ATL,1874.0,m,uk,,,,uc1/pairtree_root/$b/24/36/29/$b243629/uc1.$b243629.json.bz2,21,Doubleday Mcclure,0.37856355371727923
nyp.33433076043433,1898,1898,,vulgar,,,"Ross, Clinton",New York;D. Appleton and Company;1898.,,A trooper of the empress,,,,,,1861.0,m,us,,,,nyp/pairtree_root/33/43/30/76/04/34/33/33433076043433/nyp.33433076043433.json.bz2,10,Appleton,0.43241906100139466
uc1.b249543,1898,1898,,vulgar,,,"Barr, Amelia Edith Huddleston","New York;Dodd, Mead;1898, c1885.",,The lost silver of Briffault,,,,,,1831.0,f,uk,,,,uc1/pairtree_root/$b/24/95/43/$b249543/uc1.$b249543.json.bz2,144,Dodd Mead,0.34696968008830265
nyp.33433076051303,1900,1898,1898.0,vulgar,,,"Major, Charles","Indianapolis, Ind.;Bowen-Merrill company;c1898].",,When knighthood was in flower,,,,,,1856.0,m,us,,,,nyp/pairtree_root/33/43/30/76/05/13/03/33433076051303/nyp.33433076051303.json.bz2,21,Indianapolis Ind Bowen Merrill,0.2528423859339854
uc2.ark+=13960=t3tt4h41b,1898,1898,,vulgar,,,"Noble, Annette Lucile",Philadelphia;Presbyterian Board of Publication and Sabbath-School Work;1898.,,The silent man's legacy,,,,,,1844.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3t/t4/h4/1b/ark+=13960=t3tt4h41b/uc2.ark+=13960=t3tt4h41b.json.bz2,11,Presbyterian Board Publication Sabbath School Work,0.4957869333598236
mdp.39015039396083,1899,1898,1898.0,elite,249158.0,2461099,"Von Arnim, Elizabeth","London;Macmillan and co., limited;New York;The Macmillan company;1899.",,Elizabeth and her German garden,ntd,,pop,1912,FR,1866.0,f,uk,,,,mdp/pairtree_root/39/01/50/39/39/60/83/39015039396083/mdp.39015039396083.json.bz2,63,Macmillan,0.7493961033813937
nyp.33433074870829,1898,1898,,vulgar,,,"Hocking, Joseph",New York;Doubleday & McClure co.;1898.,,Mistress Nancy Molesworth;,,,,,,1860.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/87/08/29/33433074870829/nyp.33433074870829.json.bz2,15,Doubleday Mcclure,0.08886698656471738
uc1.b3326036,1898,1898,1898.0,elite,6538767.0,378249,"Slosson, Annie Trumbull",New York and;London;Harper & brothers;1898.,,Dumb foxglove,rev,,,1899,ATL,1838.0,f,us,,,,uc1/pairtree_root/b3/32/60/36/b3326036/uc1.b3326036.json.bz2,17,Harper,0.5926224362161431
mdp.39015063551504,1898,1898,1898.0,elite,286433.0,3805017,"Crockett, S. R","London;Smith, Elder and co.;1898.",,The red axe,rev,,,1899,ATL,1859.0,m,uk,,,,mdp/pairtree_root/39/01/50/63/55/15/04/39015063551504/mdp.39015063551504.json.bz2,146,Smith Elder,0.6349548732524474
uc2.ark+=13960=t9w08x645,1898,1898,1898.0,elite,7650366.0,1629161,"Altsheler, Joseph A",New York;D. Appleton and company;1898.,,A herald of the West;,rev,,,1899,ATL,1862.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9w/08/x6/45/ark+=13960=t9w08x645/uc2.ark+=13960=t9w08x645.json.bz2,35,Appleton,0.40004280658314006
nyp.33433076059462,1898,1898,1898.0,elite,8660087.0,1637309,"Pool, Maria Louise",Chicago;New York;H. S. Stone & Company;1898.,,A golden sorrow,rev,pos,,1899,ATL,1841.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/94/62/33433076059462/nyp.33433076059462.json.bz2,28,Stone,0.28981574984813435
uc1.b242928,1898,1898,1898.0,elite,432668.0,601928,"Glasgow, Ellen Anderson Gholson",New York;London;Harper & Brothers;1898.,,Phases of an inferior planet,rev,,,1899,ATL,1873.0,f,us,,,,uc1/pairtree_root/$b/24/29/28/$b242928/uc1.$b242928.json.bz2,102,Harper,0.5672424937371326
njp.32101066458629,1898,1898,,vulgar,,,"Ellis, Edward Sylvester",London;New York;Cassell;1898.,,Cowmen and rustlers,,,,,,1840.0,m,us,,,,njp/pairtree_root/32/10/10/66/45/86/29/32101066458629/njp.32101066458629.json.bz2,103,Cassell,0.06547944716195893
nyp.33433076050768,1898,1898,1898.0,elite,8659094.0,5349379,"Payne, Will",Chicago;H. S. Stone;1898.,,The money captain,rev,,,1899,ATL,1865.0,,,,,,nyp/pairtree_root/33/43/30/76/05/07/68/33433076050768/nyp.33433076050768.json.bz2,10,Stone,0.6108961122880641
nyp.33433076065980,1899,1899,1899.0,elite,8689733.0,2231759,"Ford, Paul Leicester","New York;Dodd, Mead & Co.;1899;(New York;Press of J. J. Little).",v. 2,Janice Meredith,rev,pos,,1900,ATL,1865.0,m,us,,,,nyp/pairtree_root/33/43/30/76/06/59/80/33433076065980/nyp.33433076065980.json.bz2,47,Dodd Mead Little,0.10741962353063508
uc2.ark+=13960=t2m61fk5s,1900,1899,1899.0,vulgar,,,"Palacio Valdés, Armando",New York;Brentano's;1900.,,The joy of Captain Ribot;,,,,,,1853.0,m,spanish,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2m/61/fk/5s/ark+=13960=t2m61fk5s/uc2.ark+=13960=t2m61fk5s.json.bz2,14,Brentano,0.5208958339910335
uc1.b301202,1899,1899,,vulgar,,,"Lust, Adelina Cohnfeldt","Boston;New York;Houghton, Mifflin and Company;1899.",,A tent of grace,,,,,,1860.0,f,,,,,uc1/pairtree_root/$b/30/12/02/$b301202/uc1.$b301202.json.bz2,2,Houghton Mifflin,0.42824878661168675
wu.89099220006,1899,1899,,vulgar,,,"Taylor, Bayard",New York;Putnam;1899.,,John Godfrey's fortunes,,,,,,1825.0,m,us,,,,wu/pairtree_root/89/09/92/20/00/6/89099220006/wu.89099220006.json.bz2,27,Putnam,0.4282066331795397
uc1.b3327365,1899,1899,1899.0,elite,7690627.0,2721217,"Merriman, Henry Seton","New York;Dodd, Mead & Co.;1900, c1899.",,The isle of unrest,rev,,,1900,FR,1862.0,m,uk,Hugh Stowell Scott,,,uc1/pairtree_root/b3/32/73/65/b3327365/uc1.b3327365.json.bz2,54,Dodd Mead,0.4737209294154494
uc2.ark+=13960=t2h70896n,1899,1899,0.0,vulgar,,,"Weyman, Stanley John",Boston;Brown and Company;1899.,,When love calls,,,,,,1855.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2h/70/89/6n/ark+=13960=t2h70896n/uc2.ark+=13960=t2h70896n.json.bz2,116,Brown,0.12589853093487816
uc2.ark+=13960=t6639nr4d,1899,1899,1899.0,elite,7679378.0,5632831,"Dowson, Ernest Christopher",London;Methuen;1899.,,Adrian Rome,sel,pos,,1900,FR,1867.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/66/39/nr/4d/ark+=13960=t6639nr4d/uc2.ark+=13960=t6639nr4d.json.bz2,10,Methuen,0.7065295086725124
uc1.b248533,1899,1899,1899.0,presentaselite,,,"Besant, Walter","New York;Dodd, Mead & co.;1899.",,The orange girl;,,,,,,1836.0,m,uk,,,,uc1/pairtree_root/$b/24/85/33/$b248533/uc1.$b248533.json.bz2,203,Dodd Mead,0.4854410272944046
nc01.ark+=13960=t6m04wk2w,1899,1899,1899.0,vulgar,,,"Banks, Charles Eugene","Chicago;Rand, McNally;1899",,In Hampton Roads;,,,,,,1852.0,m,us,,,,nc01/pairtree_root/ar/k+/=1/39/60/=t/6m/04/wk/2w/ark+=13960=t6m04wk2w/nc01.ark+=13960=t6m04wk2w.json.bz2,4,Rand Mcnally,0.20478679795434584
yale.39002030972336,1900,1899,1899.0,vulgar,,,"Kennedy, Bart",Chicago;Herbert S. Stone & Company;1900.,,A man adrift,,,,,,1861.0,m,uk,,"a little autobiographical, but ok",,yale/pairtree_root/39/00/20/30/97/23/36/39002030972336/yale.39002030972336.json.bz2,5,Herbert Stone,0.592620254692508
mdp.39015004288042,1901,1899,1899.0,presentaselite,,,"Johnston, Mary",New York;Grosset & Dunlap;c1900,,To have and to hold,,,,,,1870.0,f,us,,,,mdp/pairtree_root/39/01/50/04/28/80/42/39015004288042/mdp.39015004288042.json.bz2,56,Grosset Dunlap,0.6016923898954616
uc2.ark+=13960=t3pv6nz42,1900,1900,1900.0,elite,784781.0,887709,"Ward, Mary Augusta",New York;London;Harper & brothers;1900.,,Eleanor;,rev,pos,,1900,FR,1851.0,f,uk,"Ward, Humphry, Mrs",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3p/v6/nz/42/ark+=13960=t3pv6nz42/uc2.ark+=13960=t3pv6nz42.json.bz2,0,Harper,0.7995023238880169
uc1.b3327221,1900,1900,1900.0,elite,1189277.0,729589,"Zangwill, Israel",New York;Harper;1900,,The mantle of Elijah,rev,,,1900,FR,1864.0,m,uk,,,,uc1/pairtree_root/b3/32/72/21/b3327221/uc1.b3327221.json.bz2,71,Harper,0.7409167013236092
njp.32101038161400,1900,1900,1900.0,elite,7695132.0,5163767,"Morrison, Arthur","New York;Doubleday, Page;1900.",,Cunning Murrell,rev,neg,,1900,FR,1863.0,m,uk,,,,njp/pairtree_root/32/10/10/38/16/14/00/32101038161400/njp.32101038161400.json.bz2,39,Doubleday Page,0.793614416652488
nyp.33433076090970,1900,1900,1900.0,vulgar,,,"Freeman, Mary Eleanor Wilkins",New York;A. L. Burt Company;c1900.,,The heart's highway,,,,,,1852.0,f,us,,,,nyp/pairtree_root/33/43/30/76/09/09/70/33433076090970/nyp.33433076090970.json.bz2,83,Burt,0.3130484689882789
mdp.39015005148344,1900,1900,1900.0,elite,5262003.0,913934,"Grant, Robert",New York;C. Scribner's Sons;1900.,,Unleavened bread,rev,,,1900,ATL,1852.0,m,us,,,,mdp/pairtree_root/39/01/50/05/14/83/44/39015005148344/mdp.39015005148344.json.bz2,47,Scribner,0.7611749282354475
uc2.ark+=13960=t5x63jg14,1900,1900,1900.0,elite,7688947.0,4118090,"Hewlett, Maurice",London;Macmillan;c1900.,,The life and death of Richard Yea-and-Nay,rev,pos,,1900,FR,1861.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/jg/14/ark+=13960=t5x63jg14/uc2.ark+=13960=t5x63jg14.json.bz2,142,Macmillan,0.7420024076792289
uc2.ark+=13960=t6h12wz10,1900,1900,,vulgar,,,"Chipman, William P",New York;A.L. Burt Co.;c1900.,,A yankee lad's pluck,,,,,,1854.0,m,us,,probably juvenile -- not yet removed,,uc2/pairtree_root/ar/k+/=1/39/60/=t/6h/12/wz/10/ark+=13960=t6h12wz10/uc2.ark+=13960=t6h12wz10.json.bz2,2,Burt,0.04607819794027587
inu.32000000320673,1900,1900,1900.0,elite,8566395.0,13588977,"Barrie, J. M",New York;C. Scribner's sons;1900,,Tommy and Grizel,rev,pos,,1900,FR,1860.0,m,uk,,,,inu/pairtree_root/32/00/00/00/32/06/73/32000000320673/inu.32000000320673.json.bz2,178,Scribner,0.7361928430064559
uc2.ark+=13960=t4fn12c70,1901,1900,1900.0,vulgar,,,"Von Hutten, Bettina Riddle",Philadelphia;J.B. Lippincott;1901.,,Marr'd in making,,,,,,1874.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4f/n1/2c/70/ark+=13960=t4fn12c70/uc2.ark+=13960=t4fn12c70.json.bz2,13,Lippincott,0.31150526461415906
uc2.ark+=13960=t5z60cq78,1900,1900,1900.0,elite,481358.0,1897459,"Malet, Lucas","N. Y.;Dodd, Mead;1900",,The gateless barrier,rev,,,1900,FR,1852.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5z/60/cq/78/ark+=13960=t5z60cq78/uc2.ark+=13960=t5z60cq78.json.bz2,46,Dodd Mead,0.8369046748478677
uc2.ark+=13960=t86h4dn5f,1900,1900,1900.0,elite,1028597.0,172039,"Glasgow, Ellen Anderson Gholson","New York;Doubleday, Page;1900.",,The voice of the people,rev,,,1900,ATL,1873.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/86/h4/dn/5f/ark+=13960=t86h4dn5f/uc2.ark+=13960=t86h4dn5f.json.bz2,102,Doubleday Page,0.639871756755389
uc1.b3329009,1901,1900,1900.0,vulgar,,,"Thompson, Maurice",Indianapolis;Bobbs-Merrill;c1900.,,Alice of Old Vincennes,,,,,,1844.0,m,us,,,,uc1/pairtree_root/b3/32/90/09/b3329009/uc1.b3329009.json.bz2,28,Indianapolis Bobbs Merrill,0.20387972585857386
nyp.33433076049232,1900,1900,,vulgar,,,"Pidgin, Charles Felton",Boston;C.M. Clark;1900.,,Quincy Adams Sawyer and Mason's corner folks;,,,,,,1844.0,m,us,,,,nyp/pairtree_root/33/43/30/76/04/92/32/33433076049232/nyp.33433076049232.json.bz2,27,Clark,0.14183389973173802
uc2.ark+=13960=t5gb2142w,1900,1900,1900.0,elite,7664800.0,11248261,"Lawson, Henry",Sydney;Angus and Robertson;1900.,,On the track,rev,,,1900,FR,1867.0,m,au,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5g/b2/14/2w/ark+=13960=t5gb2142w/uc2.ark+=13960=t5gb2142w.json.bz2,18,Sydney Angus Robertson,0.6359493091639461
uc1.b102395,1900,1900,1900.0,elite,6601802.0,1248709,"Johnston, Mary","Boston;and New York;Houghton, Mifflin and company;1900.",,To have and to hold,rev,pos,,1900,ATL,1870.0,f,us,,,,uc1/pairtree_root/$b/10/23/95/$b102395/uc1.$b102395.json.bz2,56,Houghton Mifflin,0.5996570624214117
uc2.ark+=13960=t8bg2qv8f,1900,1900,1900.0,elite,7689106.0,239049,"Hope, Anthony",London;Methuen;1900.,,QuisantÃ©,rev,neg,,1900,FR,1863.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/qv/8f/ark+=13960=t8bg2qv8f/uc2.ark+=13960=t8bg2qv8f.json.bz2,147,Methuen,0.7489005229058312
nyp.33433074857016,1900,1900,,vulgar,,,"Garnett, Olive","Boston;and New York;Houghton, Mifflin and co.;1900.",,Petersburg tales,,,,,,1871.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/85/70/16/33433074857016/nyp.33433074857016.json.bz2,1,Houghton Mifflin,0.42628953768373007
mdp.39015063938164,1900,1900,,vulgar,,,"Matthews, Brander",New York;London;Harper & brothers;1900.,,The action and the word;,,,,,,1852.0,m,us,,,,mdp/pairtree_root/39/01/50/63/93/81/64/39015063938164/mdp.39015063938164.json.bz2,44,Harper,0.16731128441842374
nyp.33433076074297,1900,1900,1900.0,vulgar,,,"Flynt, Josiah","New York;McClure, Phillips & co.;1900.",,The powers that prey,,,,,,1869.0,m,us,,,,nyp/pairtree_root/33/43/30/76/07/42/97/33433076074297/nyp.33433076074297.json.bz2,8,Mcclure Phillips,0.25682805008014326
uc2.ark+=13960=t1sf2nz58,1901,1901,1901.0,elite,7666640.0,8717825,"Marriott, Charles",London;New York;John Lane;1901.,,The column,rev,,,1901,FR,1869.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1s/f2/nz/58/ark+=13960=t1sf2nz58/uc2.ark+=13960=t1sf2nz58.json.bz2,17,John Lane,0.7609411911388178
nyp.33433074893409,1901,1901,,vulgar,,,"Mason, A. E. W",New York;F. Stokes;c1901.,,Ensign Knightley,,,,,,1865.0,m ,uk,,,,nyp/pairtree_root/33/43/30/74/89/34/09/33433074893409/nyp.33433074893409.json.bz2,48,Stokes,0.29756715629181146
uc2.ark+=13960=t0bv7gg7m,1901,1901,1901.0,elite,1024215.0,169519,"Parker, Gilbert",New York;Harper & brothers;1901.,,The right of way,rev,pos,,1901,ATL,1862.0,m,ca,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0b/v7/gg/7m/ark+=13960=t0bv7gg7m/uc2.ark+=13960=t0bv7gg7m.json.bz2,156,Harper,0.6245733588621967
nyp.33433074866710,1901,1901,1901.0,elite,8665724.0,15492090,"Kipling, Rudyard","Garden City, N.Y.;Doubleday, Page & company;1913 [c1901",,Kim,rev,pos,,1901,ATL,1865.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/86/67/10/33433074866710/nyp.33433074866710.json.bz2,540,Garden City Doubleday Page,0.6894541125868796
inu.32000007094677,1901,1901,1901.0,elite,8566413.0,21058074,"Brown, George Douglas",London;J. MacQueen;1901.,,The house with the green shutters,rev,pos,pop,1902,ATL,1869.0,m,uk,,,,inu/pairtree_root/32/00/00/07/09/46/77/32000007094677/inu.32000007094677.json.bz2,9,Macqueen,0.804680117338779
nyp.33433075746648,1901,1901,1901.0,vulgar,,,"Sergeant, Adeline",New York;F.M. Buckles & co.;1901.,,My lady's diamonds,,,,,,1851.0,f,uk,,,,nyp/pairtree_root/33/43/30/75/74/66/48/33433075746648/nyp.33433075746648.json.bz2,20,Buckles,0.2603854124926182
uc2.ark+=13960=t5m904803,1901,1901,1901.0,elite,663882.0,757330,"Churchill, Winston","New York;The Macmillan company;London;Macmillan & co., ltd.;1901.",,The crisis,rev,pos,,1901,FR,1871.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5m/90/48/03/ark+=13960=t5m904803/uc2.ark+=13960=t5m904803.json.bz2,67,Macmillan,0.6078820874546174
uc2.ark+=13960=t27943w01,1901,1901,,vulgar,,,"Colton, Arthur Willis",New York;C. Scribner's Sons;1901.,,The delectable mountains,,,,,,1868.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/27/94/3w/01/ark+=13960=t27943w01/uc2.ark+=13960=t27943w01.json.bz2,12,Scribner,0.46972802269414404
nyp.33433074852884,1901,1901,,vulgar,,,"Harband, Beatrice M",Melbourne;Religious Tract Society and Sunday School Union of Victoria;1901?,,Under the shadow of Durgamma;,,,,,,,f,,,,,nyp/pairtree_root/33/43/30/74/85/28/84/33433074852884/nyp.33433074852884.json.bz2,6,Melbourne Religious Tract Society Sunday School Union Victoria,0.1718678306695612
uc2.ark+=13960=t0tq5rf85,1901,1901,1901.0,elite,114404.0,4801039,"Cable, George Washington",New York;C. Scribner's sons;1901.,,The cavalier,rev,pos,,1901,ATL,1844.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0t/q5/rf/85/ark+=13960=t0tq5rf85/uc2.ark+=13960=t0tq5rf85.json.bz2,63,Scribner,0.5664680258655912
chi.35738102,1901,1901,1901.0,vulgar,,,"White, Matthew Jr","New York: Street & Smith, 1901",,"Guy Hammersley; or, Clearing His Name",,,,,,1857.0,m,us,,pulp,,,0,Street Smith,
uc1.b3387887,1907,1901,1901.0,vulgar,,,"Flandrau, Charles Macomb",New York;A. Wessels company;1907.,,The diary of a freshman,,,,,,1871.0,m,us,,,,uc1/pairtree_root/b3/38/78/87/b3387887/uc1.b3387887.json.bz2,9,Wessels,0.37880024229106024
uc2.ark+=13960=t4qj7cg1w,1901,1901,,vulgar,,,"Irvine, Leigh Hadley","London;T. Fisher Unwin;San Francisco, Calif.;Payot Upham & co.;1901.",,An affair in the South seas; a story of romantic adventure,,,,,,1863.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4q/j7/cg/1w/ark+=13960=t4qj7cg1w/uc2.ark+=13960=t4qj7cg1w.json.bz2,2,Fisher Unwin San Francisco Calif Payot Upham,0.18252824680247937
uc2.ark+=13960=t8jd4rr6g,1901,1901,1901.0,vulgar,7659799.0,5092322,"French, Allen",New York;Doubleday Page and co.;1903 [c1901,,The colonials;,rev,neg,pop,1902,ATL,1870.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8j/d4/rr/6g/ark+=13960=t8jd4rr6g/uc2.ark+=13960=t8jd4rr6g.json.bz2,11,Doubleday Page,0.20014141768372956
mdp.39015063963139,1901,1901,1901.0,elite,167975.0,2497834,"Voynich, E. L",London;W. Heinemann;1901.,,Jack Raymond,rev,,,1901,FR,1864.0,f,ir,,,,mdp/pairtree_root/39/01/50/63/96/31/39/39015063963139/mdp.39015063963139.json.bz2,8,William Heinemann,0.7724516773360515
uc2.ark+=13960=t8hd7rc3x,1901,1901,,elite,,,"Tolstoy, Leo",London;Free Age Press;1901.,,Popular stories and legends,,,,,,1828.0,m,russian,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8h/d7/rc/3x/ark+=13960=t8hd7rc3x/uc2.ark+=13960=t8hd7rc3x.json.bz2,297,Free Age,0.7228233993534096
uc2.ark+=13960=t0ms3kw42,1901,1901,,vulgar,,,"Thruston, Lucy Meacham (Kidd)","Boston;Little, Brown, and Company;1901.",,Mistress Brent;,,,,,,1862.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0m/s3/kw/42/ark+=13960=t0ms3kw42/uc2.ark+=13960=t0ms3kw42.json.bz2,4,Little Brown,0.2644845335662337
uc1.b3581594,1901,1901,1901.0,elite,6678825.0,1376743,"Munro, Neil","New York;Doubleday, Page & co.;1901.",,Doom Castle;,rev,,,1901,FR,1863.0,m,uk,,,,uc1/pairtree_root/b3/58/15/94/b3581594/uc1.b3581594.json.bz2,21,Doubleday Page,0.7226200360601728
uc2.ark+=13960=t01z4424r,1901,1901,1901.0,elite,7677714.0,10411347,Zack,New York;Scribner;1901.,,The white cottage,rev,,,1901,FR,1865.0,f,uk,Gwendoline Keats,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/01/z4/42/4r/ark+=13960=t01z4424r/uc2.ark+=13960=t01z4424r.json.bz2,2,Scribner,0.7559958079820643
mdp.39015005096006,1901,1901,,elite,,,"Jewett, Sarah Orne","Boston;New York;Houghton, Mifflin and company;1901.",,The Tory lover,,,,,,1849.0,f,us,,,,mdp/pairtree_root/39/01/50/05/09/60/06/39015005096006/mdp.39015005096006.json.bz2,73,Houghton Mifflin,0.7051397355237826
nyp.33433082520788,1901,1901,,vulgar,,,"May, Sophie","Boston;Lothrop, Lee and Shepard;1901.",,Little grandfather,,,,,,1833.0,f,us,Rebecca Sophia Clarke,,,nyp/pairtree_root/33/43/30/82/52/07/88/33433082520788/nyp.33433082520788.json.bz2,17,Lothrop Lee Shepard,0.2693757119090082
uc2.ark+=13960=t45q4v85j,1901,1901,,vulgar,,,"Onions, Oliver",New York;F. A. Stokes company;c1901,,The compleat bachelor,,,,,,1873.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/45/q4/v8/5j/ark+=13960=t45q4v85j/uc2.ark+=13960=t45q4v85j.json.bz2,26,Stokes,0.2948782141516105
uc1.32106002078084,1901,1901,1901.0,elite,1398698.0,244815,"Norris, Frank","New York;Doubleday, Page;1901.",1901,The octopus,rev,,elite,1902,ATL,1870.0,m,us,,,,uc1/pairtree_root/32/10/60/02/07/80/84/32106002078084/uc1.32106002078084.json.bz2,81,Doubleday Page,0.6921771976016868
uc2.ark+=13960=t5gb1xz8x,1902,1902,1902.0,elite,201366.0,645936,"Crawford, F. Marion",New York;London;The Macmillan company;1902.,,Cecilia;,rev,,,1903,ATL,1854.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5g/b1/xz/8x/ark+=13960=t5gb1xz8x/uc2.ark+=13960=t5gb1xz8x.json.bz2,306,Macmillan,0.7543536338642959
mdp.39015031228029,1902,1902,,presentaselite,,,"Davis, Richard Harding",New York;C. Scribner's sons;1902.,,Ranson's folly,,,,,,1864.0,m,us,,,,mdp/pairtree_root/39/01/50/31/22/80/29/39015031228029/mdp.39015031228029.json.bz2,213,Scribner,0.2931447503059598
