"volid","dateused","pubdate","birthdate","firstpub","gender","nation","allwords","logistic","realclass","trainflag","author","title","title","genretags"
"nyp.33433074854625",1907,1907,0,1907,"m","uk",33.0023081406,0.2929098108,1,1,"Fox-Davies, Arthur Charles","The Mauleverer murders","elite",
"nyp.33433074857016",1900,1900,0,1900,"f","uk",31.5818242939,0.696456198,0,1,"Garnett, Olive","Petersburg tales","vulgar",
"nyp.33433074857800",1870,1870,0,1870,"f","uk",36.2108803647,0.5853254776,1,1,"Neil, Ross","The heir expectant","elite",
"nyp.33433074858089",1869,1869,0,1869,"m","uk",33.0130152777,0.6929167924,1,1,"Helps, Arthur","Realmah","elite",
"nyp.33433074859699",1902,1902,0,1902,"f","uk",37.0468206808,0.3046849889,0,1,"Grier, Sydney C","The prince of the captivity","vulgar",
"nyp.33433074862560",1852,1852,0,1852,"f","uk",38.6635075852,0.4834336028,0,1,"Gwynne, Talbot","The school for fathers","vulgar",
"nyp.33433074863279",1911,1911,0,1911,"m","uk",33.1180530472,0.4971595077,1,1,"Hewlett, Maurice","Brazenhead the Great","elite",
"nyp.33433074863766",1916,1916,0,1916,"m","uk",29.2625295993,0.8774522155,1,1,"Joyce, James","A portrait of the artist as a young man","elite",
"nyp.33433074864434",1917,1917,0,1917,"m","uk",31.5785274243,0.3097314207,0,1,"Gorell, Ronald Gorell Barnes","In the night","vulgar",
"nyp.33433074865779",1916,1916,0,1916,"m","us",32.8859964085,0.6802427473,1,1,"Howells, William Dean","The Leatherwood god","elite",
"nyp.33433074865787",1907,1907,0,1907,"m","uk",29.1329299021,0.525337033,1,1,"Jepson, Edgar","The four philanthropists","elite",
"nyp.33433074866538",1873,1873,0,1873,"m","us",37.4914371843,0.6232447317,1,1,"Kip, Leonard","The dead marquise;","elite",
"nyp.33433074866710",1901,1901,0,1901,"m","uk",29.1498459701,0.5530915386,1,1,"Kipling, Rudyard","Kim","elite",
"nyp.33433074869375",1879,1879,0,1879,"f","uk",34.9178911501,0.5899852259,1,1,"Ingelow, Jean","Sarah de Berenger","elite",
"nyp.33433074870829",1898,1898,0,1898,"m","uk",28.205506029,0.1059442325,0,1,"Hocking, Joseph","Mistress Nancy Molesworth;","vulgar",
"nyp.33433074871488",1860,1860,0,1860,"m","us",38.4686803952,0.5172046516,0,1,"Bennett, Emerson","The trapper's bride; or, Spirit of adventure","vulgar",
"nyp.33433074872015",1851,1851,0,1851,"f","uk",46.1911559073,0.599054922,0,1,"Howitt, Mary Botham","The heir of Wast-Wayland","vulgar",
"nyp.33433074872130",1904,1904,0,1904,"m","uk",41.0869873844,0.5448200644,0,1,"Hudson, W. H","Green Mansions","vulgar",
"nyp.33433074872908",1857,1857,0,1857,"m","uk",34.2747724522,0.3730353355,1,1,"Lawrence, George A","Guy Livingstone;","elite",
"nyp.33433074876156",1903,1903,0,1903,,,34.7437196729,0.5589897909,0,1,"MacGregor, Hector","The souter's lamp","vulgar",
"nyp.33433074877410",1902,1902,0,1902,"f","uk",33.9106365922,0.55028574,1,1,"King, Maude Egerton Hine","Bread and wine","elite",
"nyp.33433074880034",1886,1886,0,1886,"f","uk",28.8129911359,0.4277788438,0,1,"Marryat, Florence","The heir presumptive","vulgar",
"nyp.33433074881081",1921,1921,0,1921,"m","uk",31.0822036236,0.714500843,1,1,"Marshall, Archibald","The Hall and the Grange","elite",
"nyp.33433074888961",1877,1877,0,1877,"f","uk",40.7980778435,0.6786725262,0,1,"Linton, E. Lynn","From dreams to waking","vulgar",
"nyp.33433074890074",1872,1872,0,1872,"m","uk",32.9187333556,0.6081175281,1,1,"Meredith, George","The adventures of Harry Richmond","elite",
"nyp.33433074893409",1901,1901,0,1901,"m","uk",29.8241556625,0.6235655166,0,1,"Mason, A. E. W","Ensign Knightley","vulgar",
"nyp.33433074895990",1852,1852,0,1852,"m","us",37.2650593753,0.1417696951,0,1,"McKinnon, William Charles","St. George; or, The Canadian league","vulgar",
"nyp.33433074896105",1871,1871,0,1871,,,38.3901446236,0.1472651462,0,1,"McLain, Mary Webster","Daisy Ward's work","vulgar",
"nyp.33433074901749",1866,1866,0,1866,"m","uk",36.4742129049,0.4784394527,1,1,"Merritt, Henry","Robert Dalby and his world of troubles","elite",
"nyp.33433074902291",1902,1902,0,1902,"f","uk",29.395483779,0.2717639799,0,1,"Montagu, Lily H","Broken stalks","vulgar",
"nyp.33433074911094",1855,1855,0,1855,"m","uk",42.9987690923,0.0631953037,0,1,"Murray, Charles Augustus","The trapper's bride; or, Spirit of adventure","vulgar",
"nyp.33433074911102",1860,1860,0,1860,"m",,37.9455652167,0.1178549858,0,1,"Murray, Hamilton","Falkenburg","vulgar",
"nyp.33433074911169",1864,1864,0,1864,"m","uk",43.528305858,0.5038612772,0,1,"Saunders, John","Guy Waterman","vulgar",
"nyp.33433074915962",1902,1902,0,1902,,,28.5025550787,0.1381752169,0,1,"Morehead, George","The story of Francois Villon","vulgar",
"nyp.33433074919584",1912,1912,0,1912,"f","uk",28.1781720884,0.2908577843,1,1,"Alexander, Mirian","Beyond the law","elite",
"nyp.33433074920640",1921,1921,0,1921,"f","uk",25.5506846457,0.4889912943,0,1,"Ayres, Ruby M. (Ruby Mildred)","The marriage of Barry Wicklow","vulgar",
"nyp.33433074920772",1919,1919,0,1919,"m","uk",24.1125982134,0.3948685436,0,1,"Bailey, H. C. (Henry Christopher)","The gamesters","vulgar",
"nyp.33433074929450",1913,1913,0,1913,"m","uk",29.5010690351,0.2992866238,0,1,"Brebner, Percy James","The little gray shoe;","vulgar",
"nyp.33433074930144",1853,1853,0,1853,"f","uk",36.8884581349,0.7491789711,1,1,"Brontë, Charlotte","Villette","elite",
"nyp.33433074935077",1917,1917,0,1917,"m","uk",30.199801058,0.6280876738,1,1,"Cannan, Gilbert","The stucco house","elite",
"nyp.33433074940838",1869,1869,0,1869,"m","uk",46.4556027944,0.598848459,1,1,"Blackmore, R. D","Lorna Doone","elite",
"nyp.33433074940861",1875,1875,0,1875,"m","us",31.3724031017,0.506120688,1,1,"Twain, Mark","The adventures of Tom Sawyer","elite",
"nyp.33433074942545",1907,1907,0,1907,"m","uk",33.6258621684,0.4369889003,1,1,"Copping, Arthur E","Gotty and the guv'nor;","elite",
"nyp.33433074942859",1856,1856,0,1856,"m","uk",42.334213555,0.4943165463,1,1,"Conybeare, William John","Perversion","elite",
"nyp.33433074943097",1919,1919,0,1919,"f","us",29.4158430758,0.4460831248,0,1,"Comstock, Sarah","The valley of vision","vulgar",
"nyp.33433074945779",1866,1866,0,1866,"m","uk",37.978494224,0.4792558877,1,1,"Collins, Wilkie","Armadale","elite",
"nyp.33433074947106",1921,1921,0,1921,"m","us",27.5550818048,0.1992138579,0,1,"Cody, H. A. (Hiram Alfred)","Jess of the Rebel trail","vulgar",
"nyp.33433074947171",1853,1853,0,1853,"m","uk",32.1295433922,0.3435179369,1,1,"Cockton, Henry","Percy Effingham","elite",
"nyp.33433074947270",1853,1853,0,1853,"f","us",36.0446577395,0.3253388917,0,1,"Collins, A. Maria","Mrs. Ben Darby","vulgar",
"nyp.33433074952148",1880,1880,0,1880,,,41.6000570174,0.0670865313,0,1,"Currier, Emma C","Hubbub","vulgar",
"nyp.33433074954763",1914,1914,0,1914,"m","uk",26.8841007502,0.2379233757,0,1,"Cullum, Ridgwell","The law breakers","vulgar",
"nyp.33433074961974",1872,1872,0,1872,,,34.4476338135,0.5588911699,0,1,"anonymous3","Only three weeks","vulgar",
"nyp.33433075723480",1903,1903,0,1903,,,35.0327781575,0.3085686549,0,1,"Rogers, Robert L","Tom Johnson","vulgar",
"nyp.33433075727366",1859,1859,0,1859,"m","uk",35.7593780481,0.5872974495,1,1,"Ferrer, Max","Robert Mornay","elite",
"nyp.33433075727689",1920,1920,0,1920,"m","us",23.5305893995,0.2481693349,0,1,"Footner, Hulbert","The fur bringers","vulgar",
"nyp.33433075732614",1862,1862,0,1862,"f","us",40.5681641065,0.1567679605,0,1,"Sawyer, Caroline M","The merchant's widow","vulgar",
"nyp.33433075738033",1889,1889,0,1889,"m","german",40.9482136307,0.4151192106,0,1,"Ebers, Georg","Serapis;","vulgar",
"nyp.33433075746648",1901,1901,0,1901,"f","uk",30.158487162,0.3701479384,0,1,"Sergeant, Adeline","My lady's diamonds","vulgar",
"nyp.33433075747240",1859,1859,0,1859,"f","uk",43.2533380365,0.6307995245,1,1,"Eliot, George","Adam Bede","elite",
"nyp.33433075748867",1860,1860,0,1860,"f","uk",43.0025603913,0.2740342249,1,1,"Pardoe","The adopted heir","elite",
"nyp.33433075749295",1902,1902,0,1902,,,38.9195774705,0.0629498866,0,1,"Overstolz, Marie Emelie von","Tante Phil's fairy stories","vulgar",
"nyp.33433075752133",1895,1895,0,1895,"f","uk",33.3622017109,0.3590133634,0,1,"Winter, John Strange","Private Tinker","vulgar",
"nyp.33433075752299",1869,1869,0,1869,"m","uk",35.2605602024,0.4516997304,0,1,"Speight, T. W","Under lock and key","vulgar",
"nyp.33433075761100",1861,1861,0,1861,"m","uk",37.6260254574,0.4826786584,1,1,"Farrar, F. W","Julian Home","elite",
"nyp.33433075761985",1870,1870,0,1870,"m","uk",30.8480659835,0.2768011876,0,1,"Smart, Hawley","A race for a wife","vulgar",
"nyp.33433075762322",1866,1866,0,1866,"f","uk",28.1057880671,0.4822556837,0,1,"Wood, Henry","Elster's folly","vulgar",
"nyp.33433075762694",1866,1866,0,1866,"m","uk",31.9020509365,0.6492716542,1,1,"Trollope, Anthony","The Belton estate","elite",
"nyp.33433075763866",1875,1875,0,1875,"f","us",37.4884918788,0.1986561305,0,1,"Walsingham, Charlotte","Annette;","vulgar",
"nyp.33433075767198",1896,1896,0,1896,"m","uk",45.589423644,0.3050958005,0,1,"Whishaw, Frederick","A boyar of the Terrible;","vulgar",
"nyp.33433075768618",1902,1902,0,1902,"m","uk",36.3378125173,0.5637278,1,1,"Williamson, C. N","The lightning conductor","elite",
"nyp.33433075861348",1903,1903,0,1903,"f","uk",30.4433012346,0.3236898228,0,1,"Young, Florence Ethel Mills","The triumph of Jill","vulgar",
"nyp.33433075900567",1856,1856,0,1856,"m","uk",32.0305623941,0.5146956867,1,1,"Reade, Charles","It is never too late to mend","elite",
"nyp.33433075904890",1856,1856,0,1856,"m","uk",31.5199617566,0.3877807442,1,1,"Reade, Charles","It is never too late to mend","elite",
"nyp.33433075936462",1870,1870,0,1870,"m","uk",28.414339829,0.588126846,1,1,"Jenkins, Edward","Ginx's baby","elite",
"nyp.33433076021587",1858,1858,0,1858,"f","us",38.6502168953,0.2222903467,0,1,"Stephens, Ann S","Mary Derwent","vulgar",
"nyp.33433076021751",1897,1897,0,1897,"m","us",30.9576357395,0.2033968212,0,1,"Stephens, Robert Neilson","An enemy to the king;","vulgar",
"nyp.33433076023245",1881,1881,0,1881,"m","us",38.2893567768,0.2790808207,0,1,"Newell, Charles Martin","Kalani of Oahu","vulgar",
"nyp.33433076024532",1902,1902,0,1902,"m","us",28.10016637,0.5459177709,0,1,"Luther, Mark Lee","The henchman","vulgar",
"nyp.33433076025463",1873,1873,0,1873,"m","us",37.2202694767,0.2197062109,0,1,"McKnight, Charles","Old Fort Duquesne","vulgar",
"nyp.33433076042153",1903,1903,0,1903,"f","us",32.3205234209,0.6086774174,1,1,"Trumbull, Annie Eliot","Life's common way","elite",
"nyp.33433076042989",1903,1903,0,1903,"f","us",30.5080115672,0.2036125879,0,1,"Meekins, Lynn Roby","Adam Rush;","vulgar",
"nyp.33433076043052",1880,1880,0,1880,"m","us",35.529734824,0.1496512002,0,1,"Roe, Edward Payson","An original belle","vulgar",
"nyp.33433076043433",1898,1898,0,1898,"m","us",29.6400164102,0.60435258,0,1,"Ross, Clinton","A trooper of the empress","vulgar",
"nyp.33433076045925",1903,1903,0,1903,"f","us",28.7964592272,0.6358819306,1,1,"Miller, Alice Duer","The modern obstacle","elite",
"nyp.33433076046253",1861,1861,0,1861,"m","uk",36.3290087578,0.1705294204,0,1,"Radecliffe, Noell","Wheel within wheel","vulgar",
"nyp.33433076048002",1907,1907,0,1907,"f","us",28.4993363905,0.5594477308,0,1,"Rives, Hallie","Satan Sanderson","vulgar",
"nyp.33433076049232",1900,1900,0,1900,"m","us",34.7179589037,0.146395592,0,1,"Pidgin, Charles Felton","Quincy Adams Sawyer and Mason's corner folks;","vulgar",
"nyp.33433076049380",1852,1852,0,1852,"m","us",32.2680499869,0.438415417,0,1,"Peterson, Charles J","The cabin and parlor; or, Slaves and masters","vulgar",
"nyp.33433076049794",1879,1879,0,1879,"f","us",33.3890310671,0.2642741179,0,1,"Rayne, M. L","Fallen among thieves","vulgar",
"nyp.33433076050768",1898,1898,0,1898,,,29.4143699361,0.5311059874,1,1,"Payne, Will","The money captain","elite",
"nyp.33433076050818",1898,1898,0,1898,"f","us",30.8752873868,0.6735889076,1,1,"Peattie, Elia Wilkinson","The shape of fear, and other ghostly tales","elite",
"nyp.33433076051063",1902,1902,0,1902,,,25.7322772042,0.4529844186,1,1,"Payne, Will","On fortune's road","elite",
"nyp.33433076051303",1898,1898,0,1898,"m","us",36.9541541079,0.1717048175,0,1,"Major, Charles","When knighthood was in flower","vulgar",
"nyp.33433076051329",1912,1912,0,1912,"f","us",26.8591955945,0.1110531194,0,1,"Maniates, Belle Kanaris","David Dunne;","vulgar",
"nyp.33433076051998",1889,1889,0,1889,"f","us",39.6258739793,0.6303496417,0,1,"Mason, Eveleen Laura","Hiero-salem","vulgar",
"nyp.33433076053416",1853,1853,0,1853,"m","us",37.5853845752,0.4402854479,0,1,"Prime, William Cowper","The old house by the river","vulgar",
"nyp.33433076053705",1889,1889,0,1889,"m","us",30.2319824107,0.6216859579,0,1,"Saltus, Edgar","The truth about Tristrem Varick;","vulgar",
"nyp.33433076054059",1903,1903,0,1903,"m","us",31.9867858931,0.4273750513,0,1,"Owen, Rye","Red-headed gill","vulgar",
"nyp.33433076054760",1860,1860,0,1860,"m","us",38.0262403829,0.3407760153,1,1,"Roe, A. S","How could he help it?","elite",
"nyp.33433076058274",1908,1908,0,1908,"f","us",30.030859081,0.3359842965,0,1,"Travis, Elma A","The cobbler","vulgar",
"nyp.33433076059462",1898,1898,0,1898,"f","us",25.9716481628,0.6071147883,1,1,"Pool, Maria Louise","A golden sorrow","elite",
"nyp.33433076059488",1882,1882,0,1882,"m","us",25.8235480904,0.2997018927,0,1,"Pomeroy, Mark M","Brick-dust;","vulgar",
"nyp.33433076060049",1903,1903,0,1903,"m","us",30.3070737029,0.3180915213,0,1,"Palmer, Frederick","The vagabond","vulgar",
"nyp.33433076060791",1863,1863,0,1863,"m","uk",37.1637548841,0.3698308869,0,1,"Sala, George Augustus","The strange adventures of Captain Dangerous","vulgar",
"nyp.33433076061112",1867,1867,0,1867,"f","us",37.6227683805,0.4536694493,0,1,"Warfield, Catherine Ann Ware","The romance of Beauseincourt","vulgar",
"nyp.33433076063282",1862,1862,0,1862,"f","us",42.9558544337,0.6370149784,1,1,"Stowe, Harriet Beecher","The pearl of Orr's island","elite",
"nyp.33433076065493",1855,1855,0,1855,"m","uk",54.4280331542,0.6663510695,0,1,"Herbert, Henry William","Wager of battle;","vulgar",
"nyp.33433076065980",1899,1899,0,1899,"m","us",39.4729676099,0.1033959043,1,1,"Ford, Paul Leicester","Janice Meredith","elite",
"nyp.33433076066061",1872,1872,0,1872,"m","us",40.2245877952,0.3461287477,1,1,"Flagg, W. J","A good investment","elite",
"nyp.33433076066806",1888,1888,0,1888,"f","us",32.8952586005,0.7136791443,1,1,"Kirk, Ellen Olney","Queen Money","elite",
"nyp.33433076067085",1893,1893,0,1893,"f","us",31.5930650917,0.6394263872,1,1,"King, Grace Elizabeth","Balcony stories","elite",
"nyp.33433076072028",1879,1879,0,1879,"f","us",36.343021344,0.6338248576,1,1,"Jewett, Sarah Orne","Old friends and new","elite",
"nyp.33433076073125",1896,1896,0,1896,"f","us",31.0803489545,0.1546887954,0,1,"Train, Elizabeth Phipps","A social highwayman","vulgar",
"nyp.33433076074297",1900,1900,0,1900,"m","us",34.6384941747,0.4941293058,0,1,"Flynt, Josiah","The powers that prey","vulgar",
"nyp.33433076074503",1902,1902,0,1902,"f","us",38.0956304147,0.7793130928,1,1,"Wharton, Edith","The valley of decision;","elite",
"nyp.33433076076334",1914,1914,0,1914,"m","us",26.9318395121,0.2077491228,0,1,"Hartman, Lee Foster","The white sapphire;","vulgar",
"nyp.33433076079544",1871,1871,0,1871,"f","us",32.3028068225,0.0856035897,0,1,"Hazlett, Helen","The heights of Eidelberg","vulgar",
"nyp.33433076083645",1922,1922,0,1922,"m","us",28.6998425008,0.5296329848,1,1,"Gabriel, Gilbert W","Jiminy","elite",
"nyp.33433076087943",1860,1860,0,1860,"m","us",40.619262874,0.6926926941,1,1,"Hawthorne, Nathaniel","The marble faun, or, The romance of Monte Beni","elite",
"nyp.33433076087950",1860,1860,0,1860,"m","us",39.2792164741,0.7124349834,1,1,"Hawthorne, Nathaniel","The marble faun, or, The romance of Monte Beni","elite",
"nyp.33433076089220",1912,1912,0,1912,"m",,32.76569025,0.5760074957,1,1,"Kennedy, Sidney R","White ashes","elite",
"nyp.33433076090970",1900,1900,0,1900,"f","us",45.0859630191,0.341096246,0,1,"Freeman, Mary Eleanor Wilkins","The heart's highway","vulgar",
"nyp.33433076094402",1908,1908,0,1908,"f","us",27.8246032924,0.3827652036,0,1,"Knapp, Adeline","The well in the desert","vulgar",
"nyp.33433081830097",1854,1854,0,1854,"m","us",34.2184924399,0.4188578401,0,1,"Robinson, Solon","Hot corn","vulgar",
"nyp.33433081852638",1877,1877,0,1877,"m","us",29.9618616716,0.6448054461,1,1,"James, Henry","The American","elite",
"nyp.33433081962098",1872,1872,0,1872,"f","us",30.3395642486,0.1467574068,0,1,"Wright, Julia McNair","Marion through the brush","vulgar",
"nyp.33433082003272",1922,1922,0,1922,"m",,29.7225301864,0.092465793,0,1,"Newgeon, Walter Bliss","Rhesa","vulgar",
"nyp.33433082168976",1859,1859,0,1859,"m","us",41.0215372073,0.4072651816,0,1,"Adams, John Turvill","The white chief among the red men;","vulgar",
"nyp.33433082170592",1866,1866,0,1866,"m","us",36.3491447346,0.127232061,0,1,"Arnold, Augustus C. L","The signet of King Solomon; or, The freemason's daughter","vulgar",
"nyp.33433082170790",1881,1881,0,1881,"m","us",37.3711732897,0.1019976291,0,1,"Alexander, M","Going west","vulgar",
"nyp.33433082174727",1870,1870,0,1870,"f","us",31.3338655543,0.4883379877,0,1,"Clemmer, Mary","Eirene;","vulgar",
"nyp.33433082288428",1889,1889,0,1889,"f","us",34.0595676322,0.2686286982,0,1,"Wiggin, Kate Douglas Smith","The story of Patsy","vulgar",
"nyp.33433082303953",1882,1882,0,1882,,,24.8648169212,0.0436579445,0,1,"Glascock, Mary W","Dare","vulgar",
"nyp.33433082353768",1879,1879,0,1879,"m","uk",35.2238809934,0.1218389034,1,1,"Kingston, William Henry Giles","From powder monkey to admiral","elite",
"nyp.33433082520788",1901,1901,0,1901,"f","us",28.8141244261,0.5622864446,0,1,"May, Sophie","Little grandfather","vulgar",
"nyp.33433082521166",1872,1872,0,1872,"f","us",31.7080375642,0.5134425276,1,1,"Diaz, Abby Morton","William Henry and his friends","elite",
"nyp.33433082523873",1870,1870,0,1870,"f","us",39.9000195292,0.2594147789,1,1,"Alcott, Louisa May","an old-fashioned girl","elite",
"nyp.33433082529318",1860,1860,0,1860,"m","us",35.226230042,0.5230132962,1,1,"Abbott, Jacob","The Florence stories","elite",
"nyp.33433082530647",1892,1892,0,1892,"f","us",38.8262963946,0.1002357729,0,1,"Finley, Martha","Elsie at Viamede","vulgar",
"nyp.33433082530654",1867,1867,0,1867,"f","us",34.2413363853,0.2417828237,0,1,"Eyster, Nellie Blessing","On the wing","vulgar",
"nyp.33433082546916",1860,1860,0,1860,"m","uk",34.4777277349,0.2360235865,1,1,"Kingston, William Henry Giles","Schoolboy days; or, Ernest Bracebridge","elite",
"nyp.33433082548342",1869,1869,0,1869,"f","us",28.2788229524,0.3052547456,0,1,"Griswold, F. Burge","May","vulgar",
"nyp.33433084128267",1866,1866,0,1866,"f","uk",36.7287645756,0.4622090801,1,1,"Riddell, J. H","Maxwell Drewitt","elite",
"nyp.33433084128655",1853,1853,0,1853,"f","uk",38.0854529518,0.5604063872,0,1,"Yonge, Charlotte M","The heir of Redclyffe","vulgar",
"nyp.33433084129646",1881,1881,0,1881,"f","us",35.1137251245,0.1050833735,0,1,"Leslie, Madeline","The two homes; or, Earning and spending","vulgar",
"nyp.33433107875183",1922,1922,0,1922,"m","uk",38.8543209922,0.8029708529,1,1,"Garnett, David","Lady into Fox","elite",
"nyp.33433112053750",1909,1909,0,1909,"m","uk",32.2947797339,0.7923674044,1,1,"Upward, Allen","Lord Alistair's Rebellion","elite",
"osu.32435000149807",1923,1923,0,1923,"f","uk",27.304455112,0.5238543583,0,1,"Ruck, Berta","Sir or madam : | a novel / | $c: by Berta Ruck, frontispiece by edward C. Caswell.","vulgar",
"osu.32435009565813",1925,1925,0,1925,"m","us",27.7354292973,0.4925079323,0,1,"Barretto, Larry","To Babylon / | $c: by Larry Barretto.","vulgar",
"osu.32435022102032",1945,1945,0,1945,"f","cu",20.2429585545,0.7148126019,1,1,"Nin, Anais","This Hunger","elite",
"osu.32435054215884",1923,1923,0,1923,"m","us",25.9000559209,0.0861423909,0,1,"Coverdale, Harry","The unknown seven : | a detective story / | $c: by Harry Coverdale.","vulgar",
"osu.32435058019928",1934,1934,0,1934,"m","us",28.2165907822,0.181173645,0,1,"Mowery, William Byron","Challenge of the north / | $c: William Byron Mowery.","vulgar",
"osu.32435058038647",1923,1923,0,1923,"m","us",25.1859187319,0.3237837013,0,1,"Perrin, Clyde","The thunderbolt / | $c: by Clyde Perrin.","vulgar",
"osu.32435064818560",1938,1938,0,1938,"f","us",28.7499398018,0.2462512305,0,1,"Dern, Peggy","Song in her heart / | $c: by Peggy Dern.","vulgar",
"osu.32435066780313",1928,1928,0,1928,"m","us",26.1222522832,0.4442843332,0,1,"Brand, Max","Border guns / | $c: Max Brand.","vulgar",
"osu.32435066780487",1948,1948,0,1948,,"us",22.7989295201,0.3286839326,0,1,"Brewster, Eliot","The passion trail / | $c: by Eliot Brewster.","vulgar",
"osu.32435067907261",1935,1935,0,1935,"f","us",25.7940863258,0.1189630193,0,1,"Rollins, Kathleen","Enchanted interlude / | $c: by Kathleen Rollins.","vulgar",
"osu.32435074668336",1925,1925,0,1925,"m",,32.774075223,0.845118761,0,1,"Fox, Richard A","The people on other planets / | $c: by Richard A. Fox.","vulgar",
"pst.000000823524",1925,1925,0,1925,"f","us",30.6748069967,0.6124615251,1,1,"Glasgow, Ellen Anderson Gholson","Barren Ground","elite",
"pst.000002132532",1889,1889,0,1889,"f","uk",33.8901895759,0.6505676292,1,1,"Somerville, E. Œ","An Irish cousin","elite",
"pst.000004784975",1933,1933,0,1933,"m","us",26.902831618,0.4269326409,0,1,"Faust, Frederick Schiller","Silvertip / | $c: by Max Brand.","vulgar",
"pst.000005408344",1920,1920,0,1920,"m","uk",25.4532889687,0.7287176963,1,1,"Golding, Louis","Forward from Babylon","elite",
"pst.000005602179",1934,1934,0,1934,"m","us",23.6148802559,0.1123517956,0,1,"Cohen, Octavus Roy","Scrambled eggs / | $c: by Octavus Roy Cohen.","vulgar",
"pst.000006180706",1921,1921,0,1921,"m","us",28.2245222673,0.6802018173,1,1,"Stribling, T.S","Birthright","elite",
"pst.000006723453",1889,1889,0,1889,"f","uk",42.55883793,0.5854608267,0,1,"Yonge, Charlotte M","Beechcroft at Rockstone","vulgar",
"pst.000008245977",1927,1927,0,1927,"f","us",30.9552076483,0.2198274656,0,1,"Morrow, Honoré","Great captain : | three 'Lincoln' novels ... Forever free, With malice toward none, the Last full measure / | $c: by Honoré Morrow.","vulgar",
"pst.000008804044",1887,1887,0,1887,"m","uk",36.7986069653,0.825465206,1,1,"Stevenson, Robert Louis","The merry men","elite",
"pst.000009981584",1924,1924,0,1924,"m","us",30.5970397147,0.4914164524,0,1,"Mundy, Talbot","Om : | the secret of Abhor valley / | $c: by Talbot Mundy.","vulgar",
"pst.000019201559",1946,1946,0,1946,"f","uk",25.1373675304,0.6093949532,0,1,"Christie, Agatha","The hollow / | $c: Agatha Christie.","vulgar",
"pst.000027847633",1932,1932,0,1932,"m","uk",25.9311041308,0.7128410157,1,1,"Huxley, Aldous","Brave New World","elite",
"pst.000029697519",1934,1934,0,1934,"m","us",30.6906738554,0.4413990246,0,1,"Roberts, Kenneth Lewis","Captain Caution : | a chronicle of Arundel / | $c: [by] Kenneth Roberts.","vulgar",
"pst.000029700073",1938,1938,0,1938,"m","us",25.1060354881,0.7074857612,1,1,"Wright, Richard","Uncle Tom's Children","elite",
"pst.000044192167",1940,1940,0,1940,"f","us",26.1519472822,0.4854881618,1,1,"McCullers, Carson","The Heart is a Lonely Hunter","elite",
"uc1.$b102411",1943,1943,0,1943,"f","uk",27.1322739,0.4309502475,0,1,"Johnson, Pamela Hansford","Winter quarters, | $c: by Pamela Hansford Johnson.","vulgar",
"uc1.$b102989",1936,1936,0,1936,"f","uk",26.5920530568,0.6929913692,0,1,"Holtby, Winifred","South Riding; | a novel | $c: by Winifred Holtby.","vulgar",
"uc1.$b103197",1928,1928,0,1928,"m","uk",32.5235162397,0.7428025121,1,1,"Montague, C. E","Action","elite",
"uc1.$b104338",1946,1946,0,1946,"f","uk",30.0796179806,0.5119025973,1,1,"Myers, Elizabeth","Mrs. Christopher","elite",
"uc1.$b105348",1943,1943,0,1943,"f","us",27.716212613,0.2541149756,0,1,"Strong, Anna Louise","Wild river, | $c: by Anna Louise Strong.","vulgar",
"uc1.$b105643",1934,1934,0,1934,"m","uk",26.4250850476,0.5591716432,0,1,"Spring, Howard","Shabby tiger, | a novel,","vulgar",
"uc1.$b105772",1949,1949,0,1949,"m","us",24.6048294571,0.2986066649,0,1,"Macdougall, Arthur Raymond","Doc Blakesley, angler; | $c: illustrated by Staley Greene.","vulgar",
"uc1.$b105882",1936,1936,0,1936,"f","uk",36.3407496295,0.7851844519,1,1,"West, Rebecca","The Thinking Reed","elite",
"uc1.$b105925",1939,1939,0,1939,"m","uk",25.8319444286,0.6357845879,1,1,"Walpole, Hugh","The Sea Tower","elite",
"uc1.$b106144",1943,1943,0,1943,"m","us",26.8512095687,0.5222543953,0,1,"Weidman, Jerome","The lights around the shore.","vulgar",
"uc1.$b106208",1941,1941,0,1941,"m","uk",24.8986250913,0.4934824144,1,1,"Maugham, W. Somerset","Up at the Villa","elite",
"uc1.$b106291",1944,1944,0,1944,"m","uk",28.6301560341,0.3412804331,0,1,"Shute, Nevil","Pastoral, | $c: by Nevil Shute [pseud.].","vulgar",
"uc1.$b117378",1941,1941,0,1941,"f","us",26.6077627099,0.3779947783,0,1,"Hubbard, Margaret Ann","Seraphina Todd, | $c: by Margaret Ann Hubbard, illustrated by Manning de V. Lee.","vulgar",
"uc1.$b144788",1934,1934,0,1934,"m","argentine",23.3666743899,0.7654552012,0,1,"Gálvez, Manuel","Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells.","vulgar",
"uc1.$b177922",1923,1923,0,1923,"m","es",31.0871196264,0.3089541788,0,1,"Blasco Ibáñez, Vicente","The temptress (La tierra de todos) | $c: by Vicente Blasco Ibañes. Authorized translation by Leo Ongley.","vulgar",
"uc1.$b182827",1945,1945,0,1945,"m","uk",25.9308246663,0.4329648549,0,1,"Cotterell, Geoffrey","Then a soldier","vulgar",
"uc1.$b186815",1944,1944,0,1944,"m","ger",28.2840355317,0.6749116662,1,1,"Neumann, Robert","The Inquest","elite",
"uc1.$b243329",1934,1934,0,1934,"f","us",30.3132797702,0.7632552022,1,1,"Johnson, Josephine","Now in November","elite",
