docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,poe_quarter_1845
uc1.b2828936,1889,1889,1889,random,7313364.0,,"Robertson, Janet Logie.",Edinburgh;MacNiven and Wallace;1889.,,New songs of innocence,,,,,,,f,,,,,0.9888363509838872
gerardmhopkins1918,1889,1889,1889,addcanon,,,"Hopkins, Gerard Manley",,,Poems of Gerard Manley Hopkins,,,,,,1844,m,uk,,1918 edition edited by Robert Bridges,y,
uc1.b4410403,1888,1888,1888,reviewed,7508982.0,1024791.0,"Lowell, James Russell,","Boston;New York;Houghton, Mifflin and Co.;1888.",,Heartsease and rue,rev,pos,elite,1891.0,FR,1819,m,us,,,y,0.9956966667956401
uc1.b119842,1888,1888,1888,random,6611572.0,,"Mace, Frances Parker (Laughton)",Boston;Ticknor and company;1888.,,Under pine and plam,,,,,,1836,f,us,,,,0.886882845319713
nyp.33433066649108,1887,1887,1887,reviewed,8658921.0,3153405.0,"Perry, Nora,",Boston;Ticknor and Company;1887.,,New songs and ballads,rev,pos,,1887.0,ATL,1831,f,us,,,,0.9986961561975071
uc1.b167383,1887,1887,1887,reviewed,6642391.0,3937162.0,"Canton, William,",Edinburgh;W. Blackwood;1887.,,A lost epic,rev,pos,,1887.0,BM,1845,m,uk,,,,0.999649408805635
nyp.33433069343402,1887,1887,1887,reviewed,8657816.0,16408879.0,"Sill, Edward Rowland,","Boston;Houghton, Mifflin;1896, c1887;(Cambridge;Riverside Press)",,Poems,rev,,,1888.0,ATL,1841,m,us,,,,0.9941700889548304
uc2.ark+=13960=t1zc7s42g,1887,1887,1887,reviewed,7684057.0,13531369.0,"Deland, Margaret Wade Campbell,","Boston;Houghton;1890, c1887.",,Old garden & other verses,rev,pos,,1887.0,ATL,1857,f,us,,,,0.9996510247580362
loc.ark+=13960=t18k7vr3q,1887,1887,1887,reviewed,8404936.0,3825019.0,"Roche, James Jeffrey,",Boston;Ticknor and Company;1887.,,Songs and satires,rev,,,1887.0,ATL,1847,m,us,,,,0.9262377364958359
loc.ark+=13960=t9572954w,1887,1887,1887,reviewed,7655156.0,3362759.0,"Cranch, Christopher Pearse,","Boston and New York;Houghton, Mifflin and Co.;1887.",,Ariel and Caliban,rev,,,1887.0,ATL,1813,m,us,,,,0.9466127357290653
nyp.33433075742027,1887,1887,1887,reviewed,8657540.0,16125657.0,"Thomas, Edith Matilda,","Boston;New York;Houghton, Mifflin and Company;1889, c1887;(Cambridge;The Riverside Press).",,Lyrics and sonnets,rev,pos,,1888.0,ATL,1854,f,us,,,,0.9919953964015886
loc.ark+=13960=t81k00b4k,1887,1887,1887,random,9589818.0,,"Teske, T. Alcliffe.","Hartford, Conn.;Published by T. Alcliffe Teske;1887.",,Heart echoes,,,,,,,f,,"Courtney, T. Alcliffe",,,0.0006665802572705474
mdp.39015063920428,1887,1887,1887,random,779882.0,,"Kail, Mary E.,","Washington, D. C.;Judd & Detweiler, printers;1887.",,Crown our heroes,,,,,,1828,f,us,,,,0.0031716549524597303
njp.32101051389870,1887,1887,1887,random,8899357.0,,"Harrison, Harry.",Clapham;Published by the author;Settle;Printed by J.W. Lambert;1887.,,Poems,,,,,,,m,,,,,0.24548731528137832
nyp.33433066571302,1887,1887,1887,random,8656636.0,,"Read, Jane Maria,","Boston;Henry A. Young & Co., publishers;1887.",,Between the centuries and other poems,,,,,,1853,f,us,,,,0.019367983235682246
loc.ark+=13960=t5fb5nd8n,1887,1887,1887,random,9585786.0,,"Paxton, W. M.","Kansas City, Mo.;Press of Ramsey, Millett & Hudson;1887.",,Poems,,,,,,1819,m,us,,,,0.0026585028893901454
mdp.39015063947066,1887,1887,1887,random,324276.0,,"O'Hagan, Thomas,",Toronto;W. Briggs;1887.,,A gate of flowers,,,,,,1855,m,ca,,,,4.42720543644806e-05
loc.ark+=13960=t7vm4v20f,1887,1887,1887,random,8656900.0,,"Williams, Dwight,",New York;Phillips & Hunt;1887.,,"The beautiful city in song, and other poems",,,,,,1824,m,us,,,,0.07675278144609302
uc2.ark+=13960=t3tt4g15h,1886,1886,1886,reviewed,322307.0,3718661.0,"O'Reilly, John Boyle,",Boston;The Pilot publishing co.;c1886,,In Bohemia,rev,,,1887.0,ATL,1844,m,ir,,,,0.8771524880873863
loc.ark+=13960=t2891sf2m,1886,1886,1886,reviewed,9595695.0,,"Thaxter, Celia,","Boston;Houghton, Mifflin;1886.",,"The cruise of the Mystery, and other poems",rev,,,1887.0,ATL,1835,f,us,,,,0.9955351780344449
uc1.b155433,1886,1886,1886,reviewed,5908799.0,2700182.0,"Allen, Elizabeth Akers,","Boston;New York;Houghton, Mifflin and Company;1886.",,The silver bridge,rev,,,1887.0,ATL,1832,f,us,,,,0.9999137364559632
loc.ark+=13960=t4nk3w12z,1886,1886,1886,reviewed,8994309.0,3179649.0,"Adams, Oscar Fay,",Boston;D. Lothrop and company;1886,,Post-laureate idyls,rev,,,1887.0,ATL,1855,m,us,,,,0.30251301722667695
njp.32101068176153,1886,1886,1886,reviewed,8969003.0,8601437.0,"Carpenter, Henry Bernard,",Boston;Ticknor and company;c1886,,Liber amoris,rev,,,1887.0,ATL,1840,m ,ir,,,,0.9999674478771157
njp.32101067629178,1886,1886,1886,reviewed,8961191.0,7990999.0,"Bates, Arlo,","Boston;Roberts Brothers;1888, c1886.",,Berries of the brier,rev,,,1887.0,ATL,1850,m,us,,,,0.9998042588208933
loc.ark+=13960=t6n01p000,1886,1886,1886,random,8656522.0,,"Hale, William,","Biddeford, Me.;Printed at the Biddeford journal office;1886.",,Shore life in song,,,,,,1856,m,us,,,,0.7420079395686107
loc.ark+=13960=t05x2xf3v,1886,1886,1886,random,9600054.0,,"Greene, Aella,","Holyoke, Mass.;Clark W. Bryan & Company, electrotypers, printers and binders;1886.",,The poetical works of Aella Greene,,,,,,1838,f,us,,,,0.16150678067317015
wu.89098029051,1886,1886,1886,random,6775667.0,,"Henry, S. M. I.",Chicago;The Woman's Temperance Pub. Ass'n.;1886.,,The marble cross,,,,,,1839,f,us,"Henry, Sarepta M. I.",,,0.388602854004152
njp.32101067004133,1886,1886,1886,random,8955839.0,,"Thom, Robert W.,",Glasgow;Maclaren;1886.,,Poems and ballads,,,,,,1816,m,uk,,,,0.7585231768917114
nyp.33433066637236,1886,1886,1886,random,8656257.0,,"Harris, Thomas Lake,","Santa Rosa, Calif.;Fountaingrove Press;1886.",,The joy-bringer,,,,,,1823,m,us,,,,0.6429061531741344
uc1.b2831659,1886,1886,1886,random,7351507.0,,<blank>,London;Stock;1886.,,Chimes from a poet's belfrey,,,,,,,,,,,,0.009017502613596151
mdp.39015013092401,1885,1885,1885,reviewed,288161.0,580646.0,"Tennyson, Alfred Tennyson,",London;Macmillan and Co.;1885.,,Tiresias,rev,pos,,1886.0,FR,1809,m,uk,,,y,0.9983910541333801
njp.32101068604063,1891,1891,1885,reviewed,8973739.0,34196496.0,"Stevenson, Robert Louis,",New York;C. Scribner's Sons;1891.,,A child's garden of verses,rev,pos,,1896.0,FR,1850,m,uk,,juv,,0.9998259940609173
mdp.39015048998879,1886,1886,1885,random,1059350.0,,"Hapgood, Isabel Florence,",New York;C. Scribner's sons;1886.,,The epic songs of Russia,,,,,,1851,f,us,,,,0.5923213054389861
uc2.ark+=13960=t9h41kc6j,1885,1885,1885,random,7663460.0,,"Jordan, Margaret E.","Portland, Me.;McGowan and Young;1885",,Echoes from the pines,,,,,,1856,f,us,,,,0.01341928096131238
uc2.ark+=13960=t9w08xj0q,1884,1884,1884,reviewed,1027370.0,1832787.0,"Guiney, Louise Imogen,","Boston;Cupples, Upham;1884.",,Songs at the start,rev,pos,,1884.0,ATL,1861,f,us,,,,0.965676062708341
uc2.ark+=13960=t04x56q61,1884,1884,1884,reviewed,6641347.0,4820562.0,"Robinson, A. Mary F.",Boston;Roberts Brothers;1884.,,The new Arcadia and other poems,rev,neg,,1884.0,ATL,1857,f,uk,"Duclaux, Agnes Mary Frances",,,0.9999659110866047
loc.ark+=13960=t5k93n92j,1884,1884,1884,random,7650811.0,,"Baxter, James Phinney,","Portland [Me.;Hoyt, Fogg, and Donham;1884.",,Idyls of the year,,,,,,1831,m,us,,,,0.9843132352562651
nyp.33433066626916,1886,1886,1883,reviewed,8657327.0,16125306.0,"Nichols, Starr Hoyt,","New York &;Chicago;Belford, Clarke & Co.;1886.",,Monte Rosa,rev,,,1883.0,ATL,1834,m,us,,,,0.9986161635050839
nyp.33433075742266,1883,1883,1883,reviewed,1027891.0,1655279.0,"Thompson, Maurice,",Boston;J. R. Osgood and company;1883.,,Songs of fair weather,rev,,,1883.0,ATL,1844,m,us,,,,0.9999902505147605
wu.89099777773,1890,1890,1883,random,8995994.0,,"Croffut, W. A.",New York;H. Holt and Company;1890.,,A midsummer lark,,,,,,1835,m,us,,,,0.6030441929041231
loc.ark+=13960=t9d519g22,1883,1883,1883,random,8658390.0,,"Underwood, John,",Chicago;Knight & Leonard;1883.,,El muza,,,,,,1818,m,us,,,,2.1091513434108257e-05
loc.ark+=13960=t4dn4q68x,1883,1883,1883,random,8657661.0,,"Hill, Theophilus H.","Raleigh, N.C.;P. W. Wiley;1883.",,"Passion flower, and other poems",,,,,,1836,m,us,,,,0.36692654865880314
loc.ark+=13960=t1zc8q99n,1882,1882,1882,reviewed,9577654.0,,"Spofford, Harriet Elizabeth Prescott,","Boston;Houghton, Mifflin and company;1882.",,Poems,rev,pos,,1882.0,ATL,1835,f,us,,,,0.9982184528419643
loc.ark+=13960=t3vt2bg76,1882,1882,1882,random,9576347.0,,"[Valentine, Laura Jewry,","Cincinnati, Ohio;P.G. Thomson;c1882.",,The tempest,,,,,,1814,f,uk,,juvenile audience,,0.0033991595248705174
uc2.ark+=13960=t6vx09698,1882,1882,1882,random,6518259.0,,"Bailey, Urania Locke Stoughton,",New York;G. P. Putnam's sons;1882.,,Star-flowers,,,,,,1820,f,us,,,,0.9907767754116786
uc1.b183776,1882,1882,1882,random,384548.0,,"Alcott, Amos Bronson,",Boston;Roberts Brothers;1882.,,Sonnets and canzonets,,,,,,1799,m,us,,,,0.4146488797070196
loc.ark+=13960=t9f48bc94,1882,1882,1882,random,9596825.0,,"Seibert, John.","Chicago;Cushing, Thomas & Co.;1882.",,The morning star,,,,,,,f,,,,,5.5139221916470895e-06
loc.ark+=13960=t41r7d74g,1882,1882,1881,reviewed,9609989.0,,"Rossetti, Dante Gabriel,",Boston;Roberts brothers;1882.,,Ballads and sonnets,rev,pos,,1882.0,MM,1848,m,uk,,,y,0.9996759972038401
loc.ark+=13960=t5r78vg3h,1881,1881,1881,reviewed,8657102.0,15225792.0,"Innsly, Owen,",Boston;A. Williams and Company ...;1881.,,Love poems and sonnets,rev,pos,,1882.0,ATL,1850,f,us,"Jennison, Lucy White",obscure,,0.9998825748212504
nyp.33433082169420,1881,1881,1881,reviewed,8658259.0,3323390.0,"Larcom, Lucy,","Boston;Houghton, Mifflin;1881.",,Wild roses of Cape Ann,rev,,,1881.0,ATL,1824,f,us,,,,0.9987512281098154
mdp.39015033891238,1881,1881,1881,reviewed,780982.0,2222803.0,"Trowbridge, J. T.","Boston;Houghton, Mifflin and company;1881.",,A home idyl,rev,,,1881.0,ATL,1827,m,us,,,,0.9950112653897679
uc1.31822038204301,1881,1881,1881,reviewed,10824214.0,5175655.0,"Wilde, Oscar,",London;D. Bogue;1881,,Poems,rev,,,1881.0,ATL,1854,m,ir,,,y,0.9999271733013527
uc2.ark+=13960=t5w66h075,1881,1881,1881,reviewed,907489.0,387912.0,"Palgrave, Francis Turner,",London;Macmillan;1881.,,The visions of England,rev,pos,,1882.0,MM,1824,m,uk,,,,0.7650941050267726
uc2.ark+=13960=t9n29q258,1881,1881,1881,reviewed,7657492.0,2719145.0,"Fields, Annie,","Boston;Houghton, Mifflin and company;1881.",,Under the olive,rev,,,1881.0,ATL,1834,f,us,"Fields, Annie Adams",,,0.9385089465724445
uc1.b165755,1881,1881,1881,random,6641344.0,,"Eastman, Elaine Goodale,",New York;G. P. Putnam's sons;1881.,,All round the year,,,,,,1863,f,us,,,,0.999504387103427
loc.ark+=13960=t55d9m11n,1881,1881,1881,random,7657255.0,,"Eckerson, Theodore John.",Cambridge;Printed at the Riverside Press;1881.,,When my ship comes in,,,,,,1821,m,us,,,,0.003534827491219311
uc2.ark+=13960=t3fx7491s,1881,1881,1881,random,7031482.0,,"Knowles, William,",Indianapolis;Carlon & Hollenbeck;1881.,,Poems,,,,,,,m,,,,,0.0010070548959862091
nyp.33433066626502,1881,1881,1881,random,8657586.0,,"Oberholtzer, Sara Louisa,","Philadelphia;J.B. Lippincott & Co.;1882, c1881.",,Come for Arbutus,,,,,,1841,f,us,,, ,0.6820009612361851
inu.32000007041967,1881,1881,1881,reviewed,6059237.0,,"Morris, William,",Boston;Roberts;1881.,,The story of Sigurd the Volsung and the fall of Niblungs,,,,1867.0,FR,1834,m,uk,,Published later than review date,y,0.999748312690836
uc1.b325378,1881,1881,1881,random,3107168.0,,"Gordon, Hanford Lennox,","St. Paul, Minn.;St. Paul Book and Stationery Co.;1881.",,Legends of the Northwest,,,,,,1836,m,us,,,,0.8700593399936232
uc2.ark+=13960=t6g160f1q,1881,1881,1881,random,7693138.0,,"Thomson, David,",Edinburgh;Thomson;1881.,,Musings among the heather,,,,,,1806,m,uk,,,,0.037987891070845714
njp.32101063702987,1881,1881,1881,random,8918089.0,,"Randolph, Anson D. F.",New York;A.D.F. Randolph & Company;1881,,Easter chimes,,,,,,1820,m,us,,,,0.15463085363913975
uc1.b166039,1880,1880,1880,reviewed,6641553.0,24308060.0,"Morris, Lewis,",London;C. Kegan Paul;1880.,,The ode of life,rev,,,1880.0,ATL,1833,m,uk,,,,0.9985988411528997
loc.ark+=13960=t3805w074,1880,1880,1880,reviewed,8655451.0,11417908.0,"Backus, Elizabeth Welch.",Philadelphia;J.B. Lippincott & Co.;1880.,,Three friends' fancies,rev,,,1880.0,ATL,,f,,,,,0.9945402491611338
mdp.39015063753589,1880,1880,1880,reviewed,244525.0,1356896.0,"Arnold, Edwin,",Boston;Robert brothers;1880.,,Poems,rev,,,1881.0,ATL,1832,m,uk,,,,0.9988900805107098
uc2.ark+=13960=t6pz52584,1880,1880,1880,reviewed,7661414.0,276436.0,"Holmes, Oliver Wendell,","Boston;Houghton, Mifflin and company;1880.",,The iron gate,rev,,,1880.0,ATL,1809,m,us,,,y,0.846277415398599
inu.32000000641847,1880,1880,1880,reviewed,6061144.0,2549072.0,"Thomson, James,",London;Reeves and Turner;1880.,,The city of dreadful night,rev,,,1880.0,FR,1834,m,uk,,,,0.9976869638850353
uc2.ark+=13960=t5bc3tb51,1880,1880,1880,reviewed,7649012.0,3583782.0,"Peacock, Thomas Brower,",New York;G. W. Carleton & co.;1880.,,The rhyme of the border war,rev,,,1881.0,ATL,1852,m,us,,,,0.11725581800401043
uc2.ark+=13960=t3bz6276h,1880,1880,1880,reviewed,7660565.0,13473939.0,"Greenough, Richard S.,","Boston;James R. Osgood & Co. ...;1883, c1880.",,Mary Magdalene,rev,pos,,1881.0,ATL,1827,f,us,"Greenough, Richard S., Mrs.",,,0.9997297469010155
nyp.33433066638408,1882,1882,1880,reviewed,8656819.0,15625148.0,"Longfellow, Henry Wadsworth,","Boston;Houghton, Mifflin and Company;1882, c1880;(Cambridge;The Riverside Press)",,Ultima Thule,rev,,,1880.0,ATL,1807,m,us,,,y,0.9999533313164771
wu.89098012313,1880,1880,1880,reviewed,5946364.0,10245762.0,"Bostwick, Helen Louise Barron,",Philadelphia;E. Claxton;1880.,,Four-o'clocks,rev,,,1881.0,ATL,1826,f,us,,obscure,,0.9960113188502493
mdp.39015065549217,1880,1880,1880,reviewed,5265108.0,1658699.0,"Marston, Philip Bourke,",London;E. Stock;188-?,,Wind-voices,rev,pos,,1892.0,FR,1850,m,uk,,,,0.9999707778961172
mdp.39015055468584,1880,1880,1880,random,1032316.0,,"Greenaway, Kate,",New York;G. Routledge & sons;1880?,,Under the window;,,,,,,1846,f,uk,,juv,,0.012677107625190205
njp.32101064713173,1880,1880,1880,random,9245174.0,,"Selden, Samuel,","Norfolk, Va.;Landmark Book and Job Steam Print;1880.",,Poems,,,,,,1843,m,us,,,,0.12320841643835623
loc.ark+=13960=t8cf9tk39,1880,1880,1880,random,9605999.0,,"Kyner, James Henry,","Omaha, Neb.;H. Gibson, H. Gibson, Herald printing establishment;1880.",,"Odes, hymns and songs of the G. A. R",,,,,,1846,m,us,,,,9.692304342905287e-05
njp.32101068168077,1880,1880,1880,random,8968415.0,,"Craik, Dinah Maria Mulock,",London;Macmillan;1880.,,Thirty years,,,,,,1826,f,uk,,,,0.9988702303255531
uc2.ark+=13960=t3xs5ms31,1880,1880,1880,random,1186856.0,,"Symonds, John Addington,","London;Smith, Elder;1880.",,New and old,,,,,,1840,m,uk,,,,0.9999031442975815
uc2.ark+=13960=t4pk09t89,1880,1880,1880,random,6509047.0,,"St. John, Charles Henry.",Boston;Williams;1880.,,Country love and city life,,,,,,1830,m,,,,,0.028559732326760092
uc2.ark+=13960=t5w66g25p,1884,1884,1880,random,7693259.0,,"Turner, Charles Tennyson,",London;Macmillan;1884.,,"Collected sonnets, old and new",,,,,,1808,m,uk,,,,0.77508762127868
nyp.33433076013501,1880,1880,1880,random,8656061.0,,"Currier, Moody,","Manchester, N.H.;Mirror Press;1880.",,Early poems,,,,,,1806,m,us,,,,0.0022374063802880167
nyp.33433082171996,1880,1880,1880,random,8656280.0,,"Goddard, Sextus P.","Worcester, Mass.;L. P. Goddard;1880.",,"Buds, briars and berries",,,,,,1836,m,us,,,,0.008555776868186886
uc1.b798791,1879,1879,1879,reviewed,6103025.0,3110682.0,"Ryan, Abram Joseph,",Mobile;J. L. Rapier & co.;1879,,Father Ryan's poems,rev,,,1880.0,ATL,1838,m,us,,,,0.07504462906199136
nyp.33433066643903,1879,1879,1879,reviewed,8660011.0,16409225.0,"Bates, Charlotte Fiske,","Boston;A. Williams and Co.;1881, c1879.",,"Risk, and other poems",pub,,,1870.0,ATL,1838,f,us,,,,0.9700581581040216
loc.ark+=13960=t5t72zr45,1879,1879,1879,random,9575256.0,,"Eastman, Elaine Goodale,",New York;G. P. Putnam's sons;1879-80.,,In Berkshire with the wild flowers,,,,,,1863,f,us,,,,0.9999979588202077
loc.ark+=13960=t46q2j373,1880,1880,1878,random,9560074.0,,"Jones, Julia Clinton.",New York;R. Worthington;1880.,,Valhalla,,,,,,1842,f,us,,,,0.04192638233552249
wu.89098011836,1878,1878,1878,random,5946347.0,,"Bell, Lura,","Augusta, Me.;s.n.;1878.",,Echoes of time and tide,,,,,,1859,f,us,,,,0.4268699358468306
uc1.b3315087,1900,1900,1878,random,6130679.0,,"Riley, James Whitcomb,",Indianapolis;Bobbs-Merrill;c1900,,The flying islands of the night,,,,,,1849,m,us,,Well-known,,0.9889919833409344
uc2.ark+=13960=t7vm4642f,1878,1878,1878,reviewed,6518314.0,2495953.0,"Elliot, Charlotte,",London;C. Kegan Paul & Co.;1878.,,Medusa and other poems,rev,pos,,1878.0,BM,1789,f,uk,,,,0.999635542140329
uc2.ark+=13960=t9p26w55v,1878,1878,1878,reviewed,7691551.0,4077880.0,"Phillips, Susan K.",London;Macmillan;1878.,,On the seaboard,rev,,,1879.0,COR,1831,f,uk,,,,0.9976035985647567
uc2.ark+=13960=t5fb55w84,1878,1878,1878,reviewed,1112868.0,999472.0,"Swinburne, Algernon Charles,",London;Chatto and Windus ...;1878.,,"Poems and ballads, second series",pub,,,1874.0,FR,1837,m,uk,,,y,0.9915913386491028
loc.ark+=13960=t5n881k59,1878,1878,1878,reviewed,8961861.0,3816064.0,"Fawcett, Edgar,",Boston;Roberts brothers;1878.,,Fantasy and passion,rev,pos,,1878.0,ATL,1847,m,us,,,,0.9997999708888757
loc.ark+=13960=t9w09kt0j,1878,1878,1878,reviewed,8656166.0,3171635.0,"Gilder, Richard Watson,",New York;C. Scribner's sons;1878.,,The poet and his master,rev,neg,,1879.0,ATL,1844,m,us,,,,0.9970116735092477
loc.ark+=13960=t00z7s04j,1878,1878,1878,reviewed,9605205.0,,"McKnight, George,",New York;H. Holt and company;1878.,,"Life and faith, sonnets",rev,pos,,1879.0,ATL,1840,m,us,,,,0.8372076277452545
uc2.ark+=13960=t0qr4p29x,1878,1878,1878,random,1907824.0,,"Hopkins, Alphonso A.",1878,,"Waifs, and their authors",,,,,,,,,,anthology of 'newspaper poets',,0.5068214332601889
njp.32101068177599,1878,1878,1878,random,8969083.0,,"Edwards, Alfred.",Plymouth;Brendon;1878.,,Incidents in the career of Coeur de Lion,,,,,,,,,,,,0.0010190131016901058
loc.ark+=13960=t8ff4bv0c,1878,1878,1878,random,9596023.0,,"Means, Alexander,",New York;E. J. Hale & son;1878.,,A cluster of poems,,,,,,1801,m,us,,,,1.5936221250057288e-05
uc1.b273058,1878,1878,1878,random,8009602.0,,"Poston, Charles D.",San Francisco;A. L. Bancroft & Company;1878.,,Apache-land,,,,,,1825,m,us,,,,0.004566142360318397
uc2.ark+=13960=t7kp7vd46,1878,1878,1878,random,7654035.0,,"Brunton, William,","Boston;s.n.;1879, c1878.",,Daisies,,,,,,1850,m,us,,,,0.3750190642196136
loc.ark+=13960=t3rv14c6x,1878,1878,1878,random,9573071.0,,"Murphy, John Albert,",Chicago;M. Warren;1878.,,Cosmostoria,,,,,,1837,m,us,,,,4.9647762132136115e-05
uc1.b253348,1878,1878,1878,random,6504377.0,,"Cowan, Frank,","Greensburg, Pa.;Printed by the Author;1878.",,Southwestern Pennsylvania in song and story,,,,,,1844,m,us,,,,0.08726696828168526
uc2.ark+=13960=t48p67m2g,1878,1878,1877,reviewed,1024247.0,2156914.0,"Patmore, Coventry Kersey Dighton,",London;G. Bell;1878.,,The unknown Eros,rev,pos,,1897.0,FR,1823,m,uk,,,,0.9990926348325968
uc1.b182449,1877,1877,1877,reviewed,1023623.0,4023098.0,"Dobson, Austin,",London;H. S. King;1877.,,"Proverbs in porcelain, and other verses",rev,,,1877.0,COR,1840,m,uk,,,,0.0009658683105354342
uc1.b255800,1877,1877,1877,random,,,"Budge, Jane,",London;S. Harris;1877.,,Poems.,,,,,,,f,uk,,,,0.8543250001360435
mdp.39015071556941,1877,1877,1877,random,3149243.0,,"King, Delia Chase","Ypsilanti, Mich.;Commercial Steam Printing House;1877.",,The tidal wave,,,,,,,f,us,,,,0.0006279595377539612
uc1.b3315153,1875,1875,1875,reviewed,6130725.0,4141256.0,"Scott, William Bell,","London;Longmans, Green;1875.",,Poems,pub,,,1868.0,FR,1811,m,uk,,,,0.9972738777087395
uc2.ark+=13960=t07w68f3s,1875,1875,1875,reviewed,323743.0,15225552.0,"Lathrop, George Parsons,",Boston;J. R. Osgood and company;1875.,,Rose and roof-tree,rev,,,1875.0,ATL,1851,m,us,,,,0.99996550700932
uc2.ark+=13960=t82j69g7s,1875,1875,1875,reviewed,7651784.0,10194272.0,"Baker, George Augustus,",New York;Patterson;1875.,,Point lace and diamonds,rev,,,1875.0,ATL,1849,m,us,,,,0.7310857272678072
loc.ark+=13960=t9r21qp19,1880,1880,1875,reviewed,9566854.0,,"Gilder, Richard Watson,",New York;C. Scribner's sons;1880.,,The new day,rev,,,1875.0,ATL,1844,m,us,,,,0.9997273770217849
nyp.33433076026503,1875,1875,1875,reviewed,8689573.0,2544849.0,"Cranch, Christopher Pearse,",Boston;James R. Osgood and Company;1875.,,The bird and the bell,rev,,,1875.0,ATL,1813,m,us,,,,0.9815395933999987
uc1.b119720,1875,1875,1875,random,,,"Veitch, John,",,,"The Tweed, and Other Poems",,,,,,1829,m,uk,,,,0.9916274173123601
uc1.b119185,1875,1875,1875,random,,,"Anderson, Alexander",,,The Two Angels,,,,,,1845,m,uk,,,,0.9901239175869533
uc2.ark+=13960=t7gq6x66b,1875,1875,1875,reviewed,,,"Swinburne, Algernon Charles,",London;Chatto and Windus ...;1875.,,Songs of two nations,,,,1873.0,FR,1837,m,uk,,,y,0.8754966828691948
nyp.33433066625991,1875,1875,1875,random,8657429.0,,"Peckham, P. Annetta.",Chicago;Peckham;1875.,,Welded links,,,,,,,,,,,,0.017448850582036386
uc2.ark+=13960=t14m95k32,1875,1875,1875,random,7693552.0,,"Waller, Bryan Charles.",London;George Bell and Sons;1875.,,The twilight land,,,,,,1853,m,uk,,,,0.9861126246397547
mdp.39015065460522,1875,1875,1875,random,5265257.0,,"Moffat, James C.",New York;Anson D.F. Randolph & Company ...;c1875.,,Alwyn,,,,,,1811,m,uk,,,,0.041297331641222054
uc2.ark+=13960=t1bk1c13v,1875,1875,1875,random,7691866.0,,"Rhoades, James,",London;H.S. King;1875.,,Timoleon;,,,,,,1841,m,uk,,,,0.9829928211634248
loc.ark+=13960=t5s75wn6s,1874,1874,1874,reviewed,8656914.0,6340366.0,"Hudson, H. R.",Boston;J. R. Osgood and Company;1874.,,Poems,pub,,,1874.0,ATL,,,,,obscure,,0.9972782471857334
uc1.b274713,1875,1875,1874,reviewed,6518166.0,3801953.0,"Perry, Nora,",Boston;J. R. Osgood;1875.,,After the ball,rev,pos,,1874.0,ATL,1831,f,us,,,,0.9981482285049937
uva.x000169685,1874,1874,1874,reviewed,9789400.0,3200115.0,"Rankine, William John Macquorn,",Glasgow;James Maclehose;1874.,,Songs and fables,pub,,,1862.0,BM,1820,m,uk,,published in Blackwoods,,0.03001984999624919
uc2.ark+=13960=t0tq5ww75,1874,1874,1874,reviewed,6130501.0,11400948.0,"Lytton, Edward Robert Bulwer Lytton,",Edinburgh;London;William Blackwood and Sons;1874.,v.2,Fables in song,rev,,,1874.0,FR,1803,m,uk,,,,0.9735445497680866
uc2.ark+=13960=t7pn9f10q,1874,1874,1874,reviewed,6130501.0,11400948.0,"Lytton, Edward Robert Bulwer Lytton,",Edinburgh;London;William Blackwood and Sons;1874.,v.1,Fables in song,rev,,,1874.0,FR,1803,m,uk,,,,0.984956504928616
loc.ark+=13960=t9572953d,1874,1874,1874,random,8656270.0,,"Glover, H. C.",New York;J. W. Stoops;1874.,,Rights and wrongs of woman,,,,,,,,,,,,0.0002976038515900757
umn.31951d008327233,1874,1874,1874,random,8373661.0,,"Hall, C. A.","Philadelphia;J. A. Wagenseller, printer;1874.",,"Songs for the Grange, dedicated to the Order of Patrons of Husbandry in the United States",,,,,,1838,m,us,,,,0.00017375838947621147
uc2.ark+=13960=t0bv7gp3c,1874,1874,1874,random,7689851.0,,,Grantham;Ridge;1874.,,Lays of the Belvoir Hunt,,,,,,,,,,,,0.18594140771742032
njp.32101067707651,1874,1874,1874,random,8964911.0,,"Beck, Edward Anthony,",Brighton?;Curtis;1874?,,The Holy sepulchre,,,,,,1848,m,uk,,,,0.99955109782679
uc2.ark+=13960=t5w66g74f,1873,1873,1873,reviewed,7688304.0,10436993.0,"Gosse, Edmund,",London;Henry S. King;1873.,,On viol and flute,rev,pos,,1883.0,ATL,1849,m,uk,,,,0.9560613218398477
njp.32101067632925,1873,1873,1873,random,8961379.0,,"Dobson, Austin,",London;H.S. King & Co. ...;1873.,,Vignettes in rhyme and vers de société (now first collected),,,,,,1840,m,uk,,,,0.9903220387468974
mdp.39015063542537,1895,1895,1873,reviewed,283393.0,32292356.0,"Austin, Alfred,",London;New York;Macmillan & co.;1895.,,Madonna's child,rev,,,1873.0,FR,1835,m,uk,,,,0.9987248602177723
loc.ark+=13960=t4nk3w21x,1873,1873,1873,reviewed,9574936.0,9429792.0,"Colman, James F.",Boston;Estes and Lauriat;1873;(Cambridge;John Wilson and son),,"The knightly heart, and other poems",rev,,,1873.0,ATL,,,,,obscure,,0.403841593912452
