"docid","actualdate","earliestdate","firstpub","tags","recordid","OCLC","author","imprint","enumcron","title","pubrev","judge","impaud","yrrev","pubname","birthdate","gender","nationality","othername","notes","canon","path","authsvols","publisher"
"uc1.b308297",1895,1895,,"vulgar",,,"Freeman, Mary Eleanor Wilkins","New York;Chicago [etc.;Fleming H. Revell Company;1895.",,"Comfort Pease and her gold ring",,,,,,1852,"f","us",,,,"uc1/pairtree_root/$b/30/82/97/$b308297/uc1.$b308297.json.bz2",83,"Fleming Revell"
"uc2.ark+=13960=t6xw4n10m",1895,1895,,"vulgar",,,"Stables, Gordon","London;Jarrold and Sons;1895.",,"Shireen and her friends",,,,,,1840,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/6x/w4/n1/0m/ark+=13960=t6xw4n10m/uc2.ark+=13960=t6xw4n10m.json.bz2",21,"Jarrold"
"mdp.39015001797946",1895,1895,1895,"elite",3912340,6663515,"Grahame, Kenneth","Chicago;Stone & Kimball;1895.",,"The golden age","rev","pos",,1897,"FR",1859,"m","uk",,,,"mdp/pairtree_root/39/01/50/01/79/79/46/39015001797946/mdp.39015001797946.json.bz2",36,"Stone Kimball"
"uc1.b3325539",1895,1895,1895,"elite",6131725,13322230,"Mallock, W. H","London;Chapman & Hall;1895.","v. 2","The heart of life","pub",,,1894,"FR",1849,"m","uk",,,,"uc1/pairtree_root/b3/32/55/39/b3325539/uc1.b3325539.json.bz2",43,"Chapman Hall"
"uc2.ark+=13960=t85h7cw8f",1895,1895,1895,"elite",6148723,1283650,"Wells, H. G","New York;E. P. Dutton;c1895.",,"The wonderful visit","rev",,,1895,"BM",1866,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/85/h7/cw/8f/ark+=13960=t85h7cw8f/uc2.ark+=13960=t85h7cw8f.json.bz2",154,"Dutton"
"mdp.39015031311684",1895,1895,1896,"elite",1378158,67409910,"Macleod, Fiona","Boston;Roberts bros.; [etc., etc.;1895.",,"The mountain lovers","rev",,,1896,"BM",1855,"m","uk","William Sharp",,,"mdp/pairtree_root/39/01/50/31/31/16/84/39015031311684/mdp.39015031311684.json.bz2",13,"Roberts"
"nyp.33433075752133",1895,1895,,"vulgar",,,"Winter, John Strange","New York and London;F. A. Stokes company;c1895",,"Private Tinker",,,,,,1856,"f ","uk","Henrietta Eliza Vaughan Stannard",,,"nyp/pairtree_root/33/43/30/75/75/21/33/33433075752133/nyp.33433075752133.json.bz2",62,"Stokes"
"mdp.39015059502669",1895,1895,,"vulgar",,,"Read, Opie Percival","Chicago;Laird & Lee;c1896",,"My young master;",,,,,,1852,"m","us",,,,"mdp/pairtree_root/39/01/50/59/50/26/69/39015059502669/mdp.39015059502669.json.bz2",61,"Laird Lee"
"uc2.ark+=13960=t9n29z109",1895,1895,,"vulgar",,,"Roberts, Morley","London;Downey & Co.;1895.",,"The degradation of Geoffrey Alwith",,,,,,1857,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/9n/29/z1/09/ark+=13960=t9n29z109/uc2.ark+=13960=t9n29z109.json.bz2",41,"Downey"
"uc1.b3325538",1895,1895,1895,"elite",6131725,13322230,"Mallock, W. H","London;Chapman & Hall;1895.","v. 1","The heart of life","pub",,,1894,"FR",1849,"m","uk",,,,"uc1/pairtree_root/b3/32/55/38/b3325538/uc1.b3325538.json.bz2",43,"Chapman Hall"
"mdp.39015063547809",1895,1895,1895,"elite",320371,2415313,"Hobbes, John Oliver","London;Henry;1895.",,"The gods, some mortals and Lord Wickenham","rev","neg",,1895,"YB",1867,"f","us","Pearl Mary Teresa Craigie",,,"mdp/pairtree_root/39/01/50/63/54/78/09/39015063547809/mdp.39015063547809.json.bz2",41,"Henry"
"mdp.39015023133641",1895,1895,1895,"elite",438888,421784,"D'Arcy, Ella","London;John Lane;1895.",,"Monochromes","rev",,,1895,"YB",1856,"f","uk",,,,"mdp/pairtree_root/39/01/50/23/13/36/41/39015023133641/mdp.39015023133641.json.bz2",3,"John Lane"
"uc2.ark+=13960=t0vq30t72",1895,1895,1895,"elite",7687035,3025162,"Crackanthorpe, Hubert","London;Heinemann;1895.",,"Sentimental studies, and A set of village tales","rev",,,1895,"YB",1870,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/0v/q3/0t/72/ark+=13960=t0vq30t72/uc2.ark+=13960=t0vq30t72.json.bz2",9,"William Heinemann"
"njp.32101063606774",1895,1895,,"presentaselite",,,"Crockett, S. R","New York;London;Frederick A. Stokes Company;c1895.",,"Sweetheart travellers",,,,,,1859,"m","uk",,,,"njp/pairtree_root/32/10/10/63/60/67/74/32101063606774/njp.32101063606774.json.bz2",146,"Frederick Stokes"
"mdp.39015063541273",1895,1895,,"vulgar",,,"Burnham, Clara Louise","Boston;New York;Houghton, Mifflin and company;1895.",,"The wise woman",,,,,,1854,"f","us",,,,"mdp/pairtree_root/39/01/50/63/54/12/73/39015063541273/mdp.39015063541273.json.bz2",50,"Houghton Mifflin"
"uiuo.ark+=13960=t4kk9x89j",1895,1895,,"vulgar",,,"Robinson, F. W","London;Chatto & Windus ...;1895.",,"The woman in the dark",,,,,,1830,"m","uk",,,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/4k/k9/x8/9j/ark+=13960=t4kk9x89j/uiuo.ark+=13960=t4kk9x89j.json.bz2",55,"Chatto Windus"
"uc1.$b684700",1896,1896,1896,"elite",9977378,,"O'Grady, Standish","London;Downey & Co.;1896.",,"Ulrick the Ready","sel",,,1911,"FR",1869,"m","ir",,,,"uc1/pairtree_root/$b/68/47/00/$b684700/uc1.$b684700.json.bz2",12,"Downey"
"mdp.39015055066743",1896,1896,1896,"elite",242096,3337012,"Morrison, Arthur","Chicago;H. S. Stone;1896.",,"A child of the Jago","rev",,,1897,"FR",1863,"m","uk",,,,"mdp/pairtree_root/39/01/50/55/06/67/43/39015055066743/mdp.39015055066743.json.bz2",39,"Stone"
"njp.32101065701169",1896,1896,,"vulgar",,,"Poole, Mary Belle","New Orleans, La.;Men and Matters Magazine;1896.",,"Down fate's walk;",,,,,,0,,,,,,"njp/pairtree_root/32/10/10/65/70/11/69/32101065701169/njp.32101065701169.json.bz2",1,"Orleans La Men Matters Magazine"
"nyp.33433075767198",1896,1896,,"vulgar",,,"Whishaw, Frederick","New York [etc.;Longmans, Green, and co.;1896.",,"A boyar of the Terrible;",,,,,,1854,"m","uk",,,,"nyp/pairtree_root/33/43/30/75/76/71/98/33433075767198/nyp.33433075767198.json.bz2",8,"Longmans Green"
"wu.89098022577",1896,1896,1896,"vulgar",,,"Dumond, Annie Nelles,","St. Louis;The author;1896.",,"Christlike",,,,,,1837,"f","us",,,,"wu/pairtree_root/89/09/80/22/57/7/89098022577/wu.89098022577.json.bz2",5,"St Louis Author"
"uc2.ark+=13960=t8pc2vb7z",1896,1896,1897,"elite",1027243,2004399,"Crane, Stephen","New York;E. Arnold;1896.",,"George's mother","rev","pos",,1897,"FR",1871,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8p/c2/vb/7z/ark+=13960=t8pc2vb7z/uc2.ark+=13960=t8pc2vb7z.json.bz2",41,"Arnold"
"njp.32101065845917",1896,1896,1896,"elite",9405681,5715772,"Munro, Neil","Edinburgh;W. Blackwood;1896.",,"The lost Pibroch","rev","pos",,1896,"BM",1864,"m","uk",,,,"njp/pairtree_root/32/10/10/65/84/59/17/32101065845917/njp.32101065845917.json.bz2",21,"Blackwood"
"nyp.33433076073125",1896,1896,,"vulgar",,,"Train, Elizabeth Phipps","Philadelphia;J.B. Lippincott company;1896.",,"A social highwayman",,,,,,1856,"f","us",,,,"nyp/pairtree_root/33/43/30/76/07/31/25/33433076073125/nyp.33433076073125.json.bz2",8,"Lippincott"
"mdp.39015030995818",1897,1897,,"vulgar",,,"Porter, Charlotte Endymion","Boston;Copeland & Day;1897.",,"Clever tales",,,,,,1857,"f","us",,,,"mdp/pairtree_root/39/01/50/30/99/58/18/39015030995818/mdp.39015030995818.json.bz2",1,"Copeland Day"
"nyp.33433076021751",1897,1897,,"vulgar",,,"Stephens, Robert Neilson","Boston;L.C. Page and company;c1897",,"An enemy to the king;",,,,,,1867,"m","us",,,,"nyp/pairtree_root/33/43/30/76/02/17/51/33433076021751/nyp.33433076021751.json.bz2",28,"Page"
"uc1.b4104262",1897,1897,1897,"vulgar",394601,30328058,"Freeman, Mary Eleanor Wilkins","New York;London;Harper & brothers;1897.",,"Jerome, a poor man;","rev",,,1897,"ATL",1852,"f","us",,,,"uc1/pairtree_root/b4/10/42/62/b4104262/uc1.b4104262.json.bz2",83,"Harper"
"uc1.b3325372",1897,1897,1897,"elite",6131639,272031,"Davis, Richard Harding","New York;C. Scribner's sons;1897.",,"Soldiers of fortune","rev","pos",,1897,"ATL",1864,"m","us",,,,"uc1/pairtree_root/b3/32/53/72/b3325372/uc1.b3325372.json.bz2",213,"Scribner"
"mdp.39015078546390",1898,1898,,"vulgar",,,"anonymous5","London;E. Lloyd, limited;1898.",,"Grien on Rougemont;",,,,,,1864,,,,,,"mdp/pairtree_root/39/01/50/78/54/63/90/39015078546390/mdp.39015078546390.json.bz2",0,"Lloyd"
"uc1.$b471567",1898,1898,,"vulgar",,,"Post, Helen (Wilmans)","Sea Breeze, Fla.;Freedom Publishing Co.;1898.",,"A search for freedom",,,,,,1831,"f","us",,,,"uc1/pairtree_root/$b/47/15/67/$b471567/uc1.$b471567.json.bz2",2,"Sea Breeze Fla Freedom"
"nyp.33433076050818",1904,1898,1898,"elite",8663815,37141645,"Peattie, Elia Wilkinson","New York;Macmillan;1904.",,"The shape of fear, and other ghostly tales","rev",,,1899,"ATL",1862,"f","us",,,,"nyp/pairtree_root/33/43/30/76/05/08/18/33433076050818/nyp.33433076050818.json.bz2",17,"Macmillan"
"uc1.b243629",1899,1898,1898,"elite",6498261,10522443,"Ollivant, Alfred","New York;Doubleday & McClure;1899.",,"Bob, son of Battle","rev",,,1899,"ATL",1874,"m","uk",,,,"uc1/pairtree_root/$b/24/36/29/$b243629/uc1.$b243629.json.bz2",21,"Doubleday Mcclure"
"nyp.33433076043433",1898,1898,,"vulgar",,,"Ross, Clinton","New York;D. Appleton and Company;1898.",,"A trooper of the empress",,,,,,1861,"m","us",,,,"nyp/pairtree_root/33/43/30/76/04/34/33/33433076043433/nyp.33433076043433.json.bz2",10,"Appleton"
"uc1.b249543",1898,1898,,"vulgar",,,"Barr, Amelia Edith Huddleston","New York;Dodd, Mead;1898, c1885.",,"The lost silver of Briffault",,,,,,1831,"f","uk",,,,"uc1/pairtree_root/$b/24/95/43/$b249543/uc1.$b249543.json.bz2",144,"Dodd Mead"
"nyp.33433076051303",1900,1898,1898,"vulgar",,,"Major, Charles","Indianapolis, Ind.;Bowen-Merrill company;c1898].",,"When knighthood was in flower",,,,,,1856,"m","us",,,,"nyp/pairtree_root/33/43/30/76/05/13/03/33433076051303/nyp.33433076051303.json.bz2",21,"Indianapolis Ind Bowen Merrill"
"uc2.ark+=13960=t3tt4h41b",1898,1898,,"vulgar",,,"Noble, Annette Lucile","Philadelphia;Presbyterian Board of Publication and Sabbath-School Work;1898.",,"The silent man's legacy",,,,,,1844,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/3t/t4/h4/1b/ark+=13960=t3tt4h41b/uc2.ark+=13960=t3tt4h41b.json.bz2",11,"Presbyterian Board Publication Sabbath School Work"
"mdp.39015039396083",1899,1898,1898,"elite",249158,2461099,"Von Arnim, Elizabeth","London;Macmillan and co., limited;New York;The Macmillan company;1899.",,"Elizabeth and her German garden","ntd",,"pop",1912,"FR",1866,"f","uk",,,,"mdp/pairtree_root/39/01/50/39/39/60/83/39015039396083/mdp.39015039396083.json.bz2",63,"Macmillan"
"nyp.33433074870829",1898,1898,,"vulgar",,,"Hocking, Joseph","New York;Doubleday & McClure co.;1898.",,"Mistress Nancy Molesworth;",,,,,,1860,"m","uk",,,,"nyp/pairtree_root/33/43/30/74/87/08/29/33433074870829/nyp.33433074870829.json.bz2",15,"Doubleday Mcclure"
"uc1.b3326036",1898,1898,1898,"elite",6538767,378249,"Slosson, Annie Trumbull","New York and;London;Harper & brothers;1898.",,"Dumb foxglove","rev",,,1899,"ATL",1838,"f","us",,,,"uc1/pairtree_root/b3/32/60/36/b3326036/uc1.b3326036.json.bz2",17,"Harper"
"mdp.39015063551504",1898,1898,1898,"elite",286433,3805017,"Crockett, S. R","London;Smith, Elder and co.;1898.",,"The red axe","rev",,,1899,"ATL",1859,"m","uk",,,,"mdp/pairtree_root/39/01/50/63/55/15/04/39015063551504/mdp.39015063551504.json.bz2",146,"Smith Elder"
"uc2.ark+=13960=t9w08x645",1898,1898,1898,"elite",7650366,1629161,"Altsheler, Joseph A","New York;D. Appleton and company;1898.",,"A herald of the West;","rev",,,1899,"ATL",1862,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/9w/08/x6/45/ark+=13960=t9w08x645/uc2.ark+=13960=t9w08x645.json.bz2",35,"Appleton"
"nyp.33433076059462",1898,1898,1898,"elite",8660087,1637309,"Pool, Maria Louise","Chicago;New York;H. S. Stone & Company;1898.",,"A golden sorrow","rev","pos",,1899,"ATL",1841,"f","us",,,,"nyp/pairtree_root/33/43/30/76/05/94/62/33433076059462/nyp.33433076059462.json.bz2",28,"Stone"
"uc1.b242928",1898,1898,1898,"elite",432668,601928,"Glasgow, Ellen Anderson Gholson","New York;London;Harper & Brothers;1898.",,"Phases of an inferior planet","rev",,,1899,"ATL",1873,"f","us",,,,"uc1/pairtree_root/$b/24/29/28/$b242928/uc1.$b242928.json.bz2",102,"Harper"
"njp.32101066458629",1898,1898,,"vulgar",,,"Ellis, Edward Sylvester","London;New York;Cassell;1898.",,"Cowmen and rustlers",,,,,,1840,"m","us",,,,"njp/pairtree_root/32/10/10/66/45/86/29/32101066458629/njp.32101066458629.json.bz2",103,"Cassell"
"nyp.33433076050768",1898,1898,1898,"elite",8659094,5349379,"Payne, Will","Chicago;H. S. Stone;1898.",,"The money captain","rev",,,1899,"ATL",1865,,,,,,"nyp/pairtree_root/33/43/30/76/05/07/68/33433076050768/nyp.33433076050768.json.bz2",10,"Stone"
"nyp.33433076065980",1899,1899,1899,"elite",8689733,2231759,"Ford, Paul Leicester","New York;Dodd, Mead & Co.;1899;(New York;Press of J. J. Little).","v. 2","Janice Meredith","rev","pos",,1900,"ATL",1865,"m","us",,,,"nyp/pairtree_root/33/43/30/76/06/59/80/33433076065980/nyp.33433076065980.json.bz2",47,"Dodd Mead Little"
"uc2.ark+=13960=t2m61fk5s",1900,1899,1899,"vulgar",,,"Palacio Valdés, Armando","New York;Brentano's;1900.",,"The joy of Captain Ribot;",,,,,,1853,"m","spanish",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/2m/61/fk/5s/ark+=13960=t2m61fk5s/uc2.ark+=13960=t2m61fk5s.json.bz2",14,"Brentano"
"uc1.b301202",1899,1899,,"vulgar",,,"Lust, Adelina Cohnfeldt","Boston;New York;Houghton, Mifflin and Company;1899.",,"A tent of grace",,,,,,1860,"f",,,,,"uc1/pairtree_root/$b/30/12/02/$b301202/uc1.$b301202.json.bz2",2,"Houghton Mifflin"
"wu.89099220006",1899,1899,,"vulgar",,,"Taylor, Bayard","New York;Putnam;1899.",,"John Godfrey's fortunes",,,,,,1825,"m","us",,,,"wu/pairtree_root/89/09/92/20/00/6/89099220006/wu.89099220006.json.bz2",27,"Putnam"
"uc1.b3327365",1899,1899,1899,"elite",7690627,2721217,"Merriman, Henry Seton","New York;Dodd, Mead & Co.;1900, c1899.",,"The isle of unrest","rev",,,1900,"FR",1862,"m","uk","Hugh Stowell Scott",,,"uc1/pairtree_root/b3/32/73/65/b3327365/uc1.b3327365.json.bz2",54,"Dodd Mead"
"uc2.ark+=13960=t2h70896n",1899,1899,0,"vulgar",,,"Weyman, Stanley John","Boston;Brown and Company;1899.",,"When love calls",,,,,,1855,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/2h/70/89/6n/ark+=13960=t2h70896n/uc2.ark+=13960=t2h70896n.json.bz2",116,"Brown"
"uc2.ark+=13960=t6639nr4d",1899,1899,1899,"elite",7679378,5632831,"Dowson, Ernest Christopher","London;Methuen;1899.",,"Adrian Rome","sel","pos",,1900,"FR",1867,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/66/39/nr/4d/ark+=13960=t6639nr4d/uc2.ark+=13960=t6639nr4d.json.bz2",10,"Methuen"
"uc1.b248533",1899,1899,1899,"presentaselite",,,"Besant, Walter","New York;Dodd, Mead & co.;1899.",,"The orange girl;",,,,,,1836,"m","uk",,,,"uc1/pairtree_root/$b/24/85/33/$b248533/uc1.$b248533.json.bz2",203,"Dodd Mead"
"nc01.ark+=13960=t6m04wk2w",1899,1899,1899,"vulgar",,,"Banks, Charles Eugene","Chicago;Rand, McNally;1899",,"In Hampton Roads;",,,,,,1852,"m","us",,,,"nc01/pairtree_root/ar/k+/=1/39/60/=t/6m/04/wk/2w/ark+=13960=t6m04wk2w/nc01.ark+=13960=t6m04wk2w.json.bz2",4,"Rand Mcnally"
"yale.39002030972336",1900,1899,1899,"vulgar",,,"Kennedy, Bart","Chicago;Herbert S. Stone & Company;1900.",,"A man adrift",,,,,,1861,"m","uk",,"a little autobiographical, but ok",,"yale/pairtree_root/39/00/20/30/97/23/36/39002030972336/yale.39002030972336.json.bz2",5,"Herbert Stone"
"mdp.39015004288042",1901,1899,1899,"presentaselite",,,"Johnston, Mary","New York;Grosset & Dunlap;c1900",,"To have and to hold",,,,,,1870,"f","us",,,,"mdp/pairtree_root/39/01/50/04/28/80/42/39015004288042/mdp.39015004288042.json.bz2",56,"Grosset Dunlap"
"uc2.ark+=13960=t3pv6nz42",1900,1900,1900,"elite",784781,887709,"Ward, Mary Augusta","New York;London;Harper & brothers;1900.",,"Eleanor;","rev","pos",,1900,"FR",1851,"f","uk","Ward, Humphry, Mrs",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/3p/v6/nz/42/ark+=13960=t3pv6nz42/uc2.ark+=13960=t3pv6nz42.json.bz2",0,"Harper"
"uc1.b3327221",1900,1900,1900,"elite",1189277,729589,"Zangwill, Israel","New York;Harper;1900",,"The mantle of Elijah","rev",,,1900,"FR",1864,"m","uk",,,,"uc1/pairtree_root/b3/32/72/21/b3327221/uc1.b3327221.json.bz2",71,"Harper"
"njp.32101038161400",1900,1900,1900,"elite",7695132,5163767,"Morrison, Arthur","New York;Doubleday, Page;1900.",,"Cunning Murrell","rev","neg",,1900,"FR",1863,"m","uk",,,,"njp/pairtree_root/32/10/10/38/16/14/00/32101038161400/njp.32101038161400.json.bz2",39,"Doubleday Page"
"nyp.33433076090970",1900,1900,1900,"vulgar",,,"Freeman, Mary Eleanor Wilkins","New York;A. L. Burt Company;c1900.",,"The heart's highway",,,,,,1852,"f","us",,,,"nyp/pairtree_root/33/43/30/76/09/09/70/33433076090970/nyp.33433076090970.json.bz2",83,"Burt"
"mdp.39015005148344",1900,1900,1900,"elite",5262003,913934,"Grant, Robert","New York;C. Scribner's Sons;1900.",,"Unleavened bread","rev",,,1900,"ATL",1852,"m","us",,,,"mdp/pairtree_root/39/01/50/05/14/83/44/39015005148344/mdp.39015005148344.json.bz2",47,"Scribner"
"uc2.ark+=13960=t5x63jg14",1900,1900,1900,"elite",7688947,4118090,"Hewlett, Maurice","London;Macmillan;c1900.",,"The life and death of Richard Yea-and-Nay","rev","pos",,1900,"FR",1861,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/jg/14/ark+=13960=t5x63jg14/uc2.ark+=13960=t5x63jg14.json.bz2",142,"Macmillan"
"uc2.ark+=13960=t6h12wz10",1900,1900,,"vulgar",,,"Chipman, William P","New York;A.L. Burt Co.;c1900.",,"A yankee lad's pluck",,,,,,1854,"m","us",,"probably juvenile -- not yet removed",,"uc2/pairtree_root/ar/k+/=1/39/60/=t/6h/12/wz/10/ark+=13960=t6h12wz10/uc2.ark+=13960=t6h12wz10.json.bz2",2,"Burt"
"inu.32000000320673",1900,1900,1900,"elite",8566395,13588977,"Barrie, J. M","New York;C. Scribner's sons;1900",,"Tommy and Grizel","rev","pos",,1900,"FR",1860,"m","uk",,,,"inu/pairtree_root/32/00/00/00/32/06/73/32000000320673/inu.32000000320673.json.bz2",178,"Scribner"
"uc2.ark+=13960=t4fn12c70",1901,1900,1900,"vulgar",,,"Von Hutten, Bettina Riddle","Philadelphia;J.B. Lippincott;1901.",,"Marr'd in making",,,,,,1874,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4f/n1/2c/70/ark+=13960=t4fn12c70/uc2.ark+=13960=t4fn12c70.json.bz2",13,"Lippincott"
"uc2.ark+=13960=t5z60cq78",1900,1900,1900,"elite",481358,1897459,"Malet, Lucas","N. Y.;Dodd, Mead;1900",,"The gateless barrier","rev",,,1900,"FR",1852,"f","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5z/60/cq/78/ark+=13960=t5z60cq78/uc2.ark+=13960=t5z60cq78.json.bz2",46,"Dodd Mead"
"uc2.ark+=13960=t86h4dn5f",1900,1900,1900,"elite",1028597,172039,"Glasgow, Ellen Anderson Gholson","New York;Doubleday, Page;1900.",,"The voice of the people","rev",,,1900,"ATL",1873,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/86/h4/dn/5f/ark+=13960=t86h4dn5f/uc2.ark+=13960=t86h4dn5f.json.bz2",102,"Doubleday Page"
"uc1.b3329009",1901,1900,1900,"vulgar",,,"Thompson, Maurice","Indianapolis;Bobbs-Merrill;c1900.",,"Alice of Old Vincennes",,,,,,1844,"m","us",,,,"uc1/pairtree_root/b3/32/90/09/b3329009/uc1.b3329009.json.bz2",28,"Indianapolis Bobbs Merrill"
"nyp.33433076049232",1900,1900,,"vulgar",,,"Pidgin, Charles Felton","Boston;C.M. Clark;1900.",,"Quincy Adams Sawyer and Mason's corner folks;",,,,,,1844,"m","us",,,,"nyp/pairtree_root/33/43/30/76/04/92/32/33433076049232/nyp.33433076049232.json.bz2",27,"Clark"
"uc2.ark+=13960=t5gb2142w",1900,1900,1900,"elite",7664800,11248261,"Lawson, Henry","Sydney;Angus and Robertson;1900.",,"On the track","rev",,,1900,"FR",1867,"m","au",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5g/b2/14/2w/ark+=13960=t5gb2142w/uc2.ark+=13960=t5gb2142w.json.bz2",18,"Sydney Angus Robertson"
"uc1.b102395",1900,1900,1900,"elite",6601802,1248709,"Johnston, Mary","Boston;and New York;Houghton, Mifflin and company;1900.",,"To have and to hold","rev","pos",,1900,"ATL",1870,"f","us",,,,"uc1/pairtree_root/$b/10/23/95/$b102395/uc1.$b102395.json.bz2",56,"Houghton Mifflin"
"uc2.ark+=13960=t8bg2qv8f",1900,1900,1900,"elite",7689106,239049,"Hope, Anthony","London;Methuen;1900.",,"QuisantÃ©","rev","neg",,1900,"FR",1863,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/qv/8f/ark+=13960=t8bg2qv8f/uc2.ark+=13960=t8bg2qv8f.json.bz2",147,"Methuen"
"nyp.33433074857016",1900,1900,,"vulgar",,,"Garnett, Olive","Boston;and New York;Houghton, Mifflin and co.;1900.",,"Petersburg tales",,,,,,1871,"f","uk",,,,"nyp/pairtree_root/33/43/30/74/85/70/16/33433074857016/nyp.33433074857016.json.bz2",1,"Houghton Mifflin"
"mdp.39015063938164",1900,1900,,"vulgar",,,"Matthews, Brander","New York;London;Harper & brothers;1900.",,"The action and the word;",,,,,,1852,"m","us",,,,"mdp/pairtree_root/39/01/50/63/93/81/64/39015063938164/mdp.39015063938164.json.bz2",44,"Harper"
"nyp.33433076074297",1900,1900,1900,"vulgar",,,"Flynt, Josiah","New York;McClure, Phillips & co.;1900.",,"The powers that prey",,,,,,1869,"m","us",,,,"nyp/pairtree_root/33/43/30/76/07/42/97/33433076074297/nyp.33433076074297.json.bz2",8,"Mcclure Phillips"
"uc2.ark+=13960=t1sf2nz58",1901,1901,1901,"elite",7666640,8717825,"Marriott, Charles","London;New York;John Lane;1901.",,"The column","rev",,,1901,"FR",1869,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/1s/f2/nz/58/ark+=13960=t1sf2nz58/uc2.ark+=13960=t1sf2nz58.json.bz2",17,"John Lane"
"nyp.33433074893409",1901,1901,,"vulgar",,,"Mason, A. E. W","New York;F. Stokes;c1901.",,"Ensign Knightley",,,,,,1865,"m ","uk",,,,"nyp/pairtree_root/33/43/30/74/89/34/09/33433074893409/nyp.33433074893409.json.bz2",48,"Stokes"
"uc2.ark+=13960=t0bv7gg7m",1901,1901,1901,"elite",1024215,169519,"Parker, Gilbert","New York;Harper & brothers;1901.",,"The right of way","rev","pos",,1901,"ATL",1862,"m","ca",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/0b/v7/gg/7m/ark+=13960=t0bv7gg7m/uc2.ark+=13960=t0bv7gg7m.json.bz2",156,"Harper"
"nyp.33433074866710",1901,1901,1901,"elite",8665724,15492090,"Kipling, Rudyard","Garden City, N.Y.;Doubleday, Page & company;1913 [c1901",,"Kim","rev","pos",,1901,"ATL",1865,"m","uk",,,,"nyp/pairtree_root/33/43/30/74/86/67/10/33433074866710/nyp.33433074866710.json.bz2",540,"Garden City Doubleday Page"
"inu.32000007094677",1901,1901,1901,"elite",8566413,21058074,"Brown, George Douglas","London;J. MacQueen;1901.",,"The house with the green shutters","rev","pos","pop",1902,"ATL",1869,"m","uk",,,,"inu/pairtree_root/32/00/00/07/09/46/77/32000007094677/inu.32000007094677.json.bz2",9,"Macqueen"
"nyp.33433075746648",1901,1901,1901,"vulgar",,,"Sergeant, Adeline","New York;F.M. Buckles & co.;1901.",,"My lady's diamonds",,,,,,1851,"f","uk",,,,"nyp/pairtree_root/33/43/30/75/74/66/48/33433075746648/nyp.33433075746648.json.bz2",20,"Buckles"
"uc2.ark+=13960=t5m904803",1901,1901,1901,"elite",663882,757330,"Churchill, Winston","New York;The Macmillan company;London;Macmillan & co., ltd.;1901.",,"The crisis","rev","pos",,1901,"FR",1871,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5m/90/48/03/ark+=13960=t5m904803/uc2.ark+=13960=t5m904803.json.bz2",67,"Macmillan"
"uc2.ark+=13960=t27943w01",1901,1901,,"vulgar",,,"Colton, Arthur Willis","New York;C. Scribner's Sons;1901.",,"The delectable mountains",,,,,,1868,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/27/94/3w/01/ark+=13960=t27943w01/uc2.ark+=13960=t27943w01.json.bz2",12,"Scribner"
"nyp.33433074852884",1901,1901,,"vulgar",,,"Harband, Beatrice M","Melbourne;Religious Tract Society and Sunday School Union of Victoria;1901?",,"Under the shadow of Durgamma;",,,,,,,"f",,,,,"nyp/pairtree_root/33/43/30/74/85/28/84/33433074852884/nyp.33433074852884.json.bz2",6,"Melbourne Religious Tract Society Sunday School Union Victoria"
"uc2.ark+=13960=t0tq5rf85",1901,1901,1901,"elite",114404,4801039,"Cable, George Washington","New York;C. Scribner's sons;1901.",,"The cavalier","rev","pos",,1901,"ATL",1844,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/0t/q5/rf/85/ark+=13960=t0tq5rf85/uc2.ark+=13960=t0tq5rf85.json.bz2",63,"Scribner"
"chi.35738102",1901,1901,1901,"vulgar",,,"White, Matthew Jr","New York: Street & Smith, 1901",,"Guy Hammersley; or, Clearing His Name",,,,,,1857,"m","us",,"pulp",,,0,"Street Smith"
