docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,decade
uc2.ark+=13960=t9862dr88,1912,1912,1910,random,7654437.0,,"Campbell, Archibald Y.","Cambridge;W. Heffer;London;Simpkin, Marshall;1912.",,Poems,,,,,,1885,m,uk,,,,1910
uc2.ark+=13960=t5p848b89,1914,1914,1914,random,7686075.0,,"Bonus, John,",London;Longmans;1914.,,Thoughts in verse for my friends,,,,,,1828,m,uk,,,,1910
mdp.39015063919453,1914,1914,1914,random,779417.0,,"Gale, Norman,",London;MacMillan and co.;1914.,,Collected poems,,,,,,1862,m,uk,,,,1910
mdp.39015008529144,1915,1915,1915,random,583940.0,,"Brooke, Rupert,",New York;John Lane company;1915.,,The collected poems of Rupert Brooke,,,,,,1887,m,uk,,,y,1910
njp.32101067680247,1918,1918,1918,random,8963885.0,,"Carmichael, Amy,",Edinburgh;Oliphant;1918,,Made in the pans,,,,,,1867,f,uk,,,,1910
loc.ark+=13960=t3nv9z201,1917,1917,1917,random,9590157.0,,"Kirk, Annie (Brindley),",Detroit;1917,,Inspirational poems,,,,,,1855,f,us,,,,1910
loc.ark+=13960=t85h8fd4f,1916,1916,1916,random,11210368.0,,"White, Charles Edward,","Syracuse, N.Y.;John Single Paper Co., printers;c1916",,Poems of school and life,,,,,,1848,m,us,,,,1910
uc1.b3342759,1919,1919,1919,random,7930862.0,,"Wigren, Bessie C.",Boston;The Poet Lore Company;c1919,,Summer wind,,,,,,1874,f,us,,,,1910
loc.ark+=13960=t6834m35p,1913,1913,1913,random,9577242.0,,"Raymond, George Lansing,",New York [etc.;G. P. Putnam's sons;1913.,,The mountains about Williamstown,,,,,,1839,m,us,,,,1910
nyp.33433045638883,1916,1916,1905,random,6130699.0,,"Hay, John,",Boston;Houghton Mifflin company;1916.,,The complete poetical works of John Hay,,,,,,1838,m,us,,,,1910
uc2.ark+=13960=t52f7m21r,1913,1913,1913,random,6517156.0,,"Fare, John Thomas,","Los Angeles, Cal.;Grafton Publishing Company;c1913",,In the wilderness,,,,,,1859,m,us,,,,1910
loc.ark+=13960=t40s0803k,1918,1918,1918,random,9568238.0,,"Jenness, Burt Franklin,","Boston, The Cornhill Company;c1918",,Man-o'-war rhymes,,,,,,1876,m,us,,,,1910
