docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,decade
uc2.ark+=13960=t7sn01q3p,1887,1887,,vulgar,,,"Barr, Amelia Edith Huddleston","New York;Dodd, Mead and company;c1887",,The squire of Sandal-Side;,,,,,,1831.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/7s/n0/1q/3p/ark+=13960=t7sn01q3p/uc2.ark+=13960=t7sn01q3p.json.bz2,144,Dodd Mead,1880
uiuo.ark+=13960=t7dr3dc21,1881,1881,,vulgar,,,"Middlemass, Jean",London;Tinsley brothers;1881.,,Sackcloth and broadcloth,,,,,,1833.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7d/r3/dc/21/ark+=13960=t7dr3dc21/uiuo.ark+=13960=t7dr3dc21.json.bz2,9,Tinsley,1880
uiuo.ark+=13960=t9k36b97d,1884,1884,,vulgar,,,"Craik, Georgiana M",London;R. Bentley;1884.,,Godfrey Helstone,,,,,,1831.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9k/36/b9/7d/ark+=13960=t9k36b97d/uiuo.ark+=13960=t9k36b97d.json.bz2,37,Bentley,1880
uiuo.ark+=13960=t7tm7tp6t,1880,1880,,vulgar,,,"Praed, Campbell",London;Chapman and Hall;1880.,,An Australian heroine,,,,,,1851.0,f,au,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7t/m7/tp/6t/ark+=13960=t7tm7tp6t/uiuo.ark+=13960=t7tm7tp6t.json.bz2,45,Chapman Hall,1880
njp.32101064918103,1884,1884,,vulgar,,,"Cooper, Katherine",London;Chatto;1884.,,Gideon's rock,,,,,,1841.0,f,uk,,,,njp/pairtree_root/32/10/10/64/91/81/03/32101064918103/njp.32101064918103.json.bz2,8,Chatto,1880
uc1.b3322001,1880,1880,,vulgar,,,"Buxton, B. H",London;Tinsley Brothers;1880.,,Nell,,,,,,1844.0,f,uk,,,,uc1/pairtree_root/b3/32/20/01/b3322001/uc1.b3322001.json.bz2,4,Tinsley,1880
nyp.33433076051998,1889,1889,,vulgar,,,"Mason, Eveleen Laura",Boston;J.G. Cupples Company;c1889.,,Hiero-salem,,,,,,1838.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/19/98/33433076051998/nyp.33433076051998.json.bz2,2,Cupples,1880
uiuo.ark+=13960=t9v12mm90,1887,1887,,vulgar,,,"Alexander, Mrs",London;F.V. White & Co.;1887.,,Mona's choice,,,,,,1825.0,f,us,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9v/12/mm/90/ark+=13960=t9v12mm90/uiuo.ark+=13960=t9v12mm90.json.bz2,54,White,1880
uiuo.ark+=13960=t1qf91c76,1880,1880,,vulgar,,,"Colvill, Helen Hester",Edinburgh;Blackwood;1880.,,A dreamer,,,,,,1854.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1q/f9/1c/76/ark+=13960=t1qf91c76/uiuo.ark+=13960=t1qf91c76.json.bz2,9,Blackwood,1880
wu.89098003668,1889,1889,1889.0,vulgar,,,"Powell, Ella M",Atlanta;Harrison;1889.,,Clio,,,,,,,f,us,,,,wu/pairtree_root/89/09/80/03/66/8/89098003668/wu.89098003668.json.bz2,1,Atlanta Harrison,1880
nc01.ark+=13960=t05x2rh1q,1880,1880,,vulgar,,,"Goff, H. N. K",New York;J. S. Ogilvie & company;c1880.,,Other fools and their doings,,,,,,1828.0,f,us,,,,nc01/pairtree_root/ar/k+/=1/39/60/=t/05/x2/rh/1q/ark+=13960=t05x2rh1q/nc01.ark+=13960=t05x2rh1q.json.bz2,2,Ogilvie,1880
njp.32101066919174,1889,1889,,vulgar,,,"Schubin, Ossip",Philadelphia;J. B. Lippincott company;1889.,,Erlach court,,,,,,1854.0,f,austrian,"Kirchner, Aloisia",,,njp/pairtree_root/32/10/10/66/91/91/74/32101066919174/njp.32101066919174.json.bz2,8,Lippincott,1880
uiuo.ark+=13960=t9f47xn9c,1884,1884,,vulgar,,,"Banks, G. Linnaeus",London;F.V. White;1884.,,Sybilla and other stories,,,,,,1821.0,f,uk,"Banks, Isabella",,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9f/47/xn/9c/ark+=13960=t9f47xn9c/uiuo.ark+=13960=t9f47xn9c.json.bz2,22,White,1880
loc.ark+=13960=t0zp4n54x,1888,1888,,vulgar,,,"Andrews, Anabel (Follanbee)","Nashua, N.H.;1888",,Flower fancies,,,,,,1849.0,f,us,,,,loc/pairtree_root/ar/k+/=1/39/60/=t/0z/p4/n5/4x/ark+=13960=t0zp4n54x/loc.ark+=13960=t0zp4n54x.json.bz2,1,Nashua,1880
njp.32101067633253,1884,1884,,vulgar,,,"Diehl, Alice M",London;R. Bentley;1884.,,The knave of hearts,,,,,,1844.0,f,uk,,,,njp/pairtree_root/32/10/10/67/63/32/53/32101067633253/njp.32101067633253.json.bz2,9,Bentley,1880
uiuo.ark+=13960=t0vq38v4c,1889,1889,,vulgar,,,"Fane, Violet","London;Chapman and Hall, Limited;1889.",,The story of Helen Davenant,,,,,,1843.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0v/q3/8v/4c/ark+=13960=t0vq38v4c/uiuo.ark+=13960=t0vq38v4c.json.bz2,16,Chapman Hall,1880
nyp.33433074880034,1886,1886,1885.0,vulgar,,,"Marryat, Florence",Leipzig;B. Tauchnitz;1886.,,The heir presumptive,,,,,,1833.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/88/00/34/33433074880034/nyp.33433074880034.json.bz2,83,Tauchnitz,1880
uiuo.ark+=13960=t4zg74x38,1887,1887,,vulgar,,,"Linskill, Mary","London, Chatto & Windus;1887.",,In exchange for a soul;,,,,,,1840.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4z/g7/4x/38/ark+=13960=t4zg74x38/uiuo.ark+=13960=t4zg74x38.json.bz2,5,Chatto Windus,1880
uiuo.ark+=13960=t9h427g45,1882,1882,,vulgar,,,"Jefferies, Richard","London;Sampson Low, Marston, Searle, Rivington;1882.",,Bevis,,,,,,1848.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9h/42/7g/45/ark+=13960=t9h427g45/uiuo.ark+=13960=t9h427g45.json.bz2,59,Sampson Low Marston Searle Rivington,1880
nyp.33433076043052,1880,1880,,vulgar,,,"Roe, Edward Payson","London;Ward, Lock & Co., Ltd.;188-?",,An original belle,,,,,,1838.0,m,us,,,,nyp/pairtree_root/33/43/30/76/04/30/52/33433076043052/nyp.33433076043052.json.bz2,91,Ward Lock,1880
njp.32101068178878,1883,1883,,vulgar,,,"Hatton, Joseph","London;Chapman & Hall, Limited, 11, Henrietta St., Covent Garden;1883.",,A modern Ulysses,,,,,,1837.0,m,uk,,,,njp/pairtree_root/32/10/10/68/17/88/78/32101068178878/njp.32101068178878.json.bz2,39,Chapman Hall Henrietta St Covent Garden,1880
nnc1.cu58507493,1880,1880,,vulgar,,,"Sala, George Augustus",London;Hutchinson;188-?,,Quite alone;,,,,,,1828.0,m,uk,,,,nnc1/pairtree_root/cu/58/50/74/93/cu58507493/nnc1.cu58507493.json.bz2,35,Hutchinson,1880
uiuo.ark+=13960=t1fj34d94,1885,1885,,vulgar,,,"Wingfield, Lewis",London;Richard Bentley and Son;1885.,,Barbara Philpot,,,,,,1842.0,m,ir,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1f/j3/4d/94/ark+=13960=t1fj34d94/uiuo.ark+=13960=t1fj34d94.json.bz2,14,Richard Bentley,1880
nyp.33433082170790,1881,1881,0.0,vulgar,,,"Alexander, M",Indianapolis;Carlon & Hollenbeck;1881.,,Going west,,,,,,,m,us,,,,nyp/pairtree_root/33/43/30/82/17/07/90/33433082170790/nyp.33433082170790.json.bz2,1,Indianapolis Carlon Hollenbeck,1880
uiuo.ark+=13960=t2b85wr4n,1880,1880,,vulgar,,,"Christie-Murray, David",London;Griffith & Farran;1880.,,A life's atonement,,,,,,1847.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2b/85/wr/4n/ark+=13960=t2b85wr4n/uiuo.ark+=13960=t2b85wr4n.json.bz2,5,Griffith Farran,1880
uc1.b4113044,1886,1886,,vulgar,,,"Brierley, Benjamin",Manchester;Abel Heywood;1886.,,Cast upon the world,,,,,,1825.0,m,uk,,,,uc1/pairtree_root/b4/11/30/44/b4113044/uc1.b4113044.json.bz2,6,Manchester Abel Heywood,1880
nyp.33433076023245,1881,1881,,vulgar,,,"Newell, Charles Martin",Boston;Pub. by the author;1881.,,Kalani of Oahu,,,,,,1823.0,m,us,,,,nyp/pairtree_root/33/43/30/76/02/32/45/33433076023245/nyp.33433076023245.json.bz2,4,Author,1880
uc1.b3327527,1880,1880,,vulgar,,,"Payn, James",New York;F.M. Lupton;188-?,,Married beneath him,,,,,,1830.0,m,uk,,,,uc1/pairtree_root/b3/32/75/27/b3327527/uc1.b3327527.json.bz2,109,Lupton,1880
nyp.33433076059488,1882,1882,,vulgar,,,"Pomeroy, Mark M",New York;G.W. Carleton & Co.;1882.,,Brick-dust;,,,,,,1833.0,m,us,,,,nyp/pairtree_root/33/43/30/76/05/94/88/33433076059488/nyp.33433076059488.json.bz2,15,Carleton,1880
njp.32101065848226,1889,1889,,vulgar,,,"Murray, David Christie",London;New York;Macmillan and Co.;1889.,,Schwartz,,,,,,1847.0,m,uk,,,,njp/pairtree_root/32/10/10/65/84/82/26/32101065848226/njp.32101065848226.json.bz2,36,Macmillan,1880
mdp.39015028625682,1888,1888,,vulgar,,,"Perelaer, Michael Theophile Hubert",London;Vizetelly & co.;1888.,,Baboe Dalima;,,,,,,1831.0,m,dutch,,,,mdp/pairtree_root/39/01/50/28/62/56/82/39015028625682/mdp.39015028625682.json.bz2,1,Vizetelly,1880
nyp.33433075738033,1889,1889,,vulgar,,,"Ebers, Georg",N.Y.;1889.,,Serapis;,,,,,,1837.0,m,german,,,,nyp/pairtree_root/33/43/30/75/73/80/33/33433075738033/nyp.33433075738033.json.bz2,103,,1880
mdp.39015059375942,1881,1881,1881.0,vulgar,,,"Bynner, Edwin Lassetter",Boston;J. R. Osgood and company;1881.,,Damen's ghost,,,,,,1842.0,m,us,,,,mdp/pairtree_root/39/01/50/59/37/59/42/39015059375942/mdp.39015059375942.json.bz2,18,Osgood,1880
uiuo.ark+=13960=t4gm8k930,1884,1884,,vulgar,,,"Fenn, George Manville",London;Chapman & Hall;1884.,,Sweet Mace,,,,,,1831.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4g/m8/k9/30/ark+=13960=t4gm8k930/uiuo.ark+=13960=t4gm8k930.json.bz2,68,Chapman Hall,1880
uiuo.ark+=13960=t2d79qg2t,1880,1880,,vulgar,,,"Greg, Percy","London;S. Low, Marston, Searle & Rivington;1880.",,Errant,,,,,,1836.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2d/79/qg/2t/ark+=13960=t2d79qg2t/uiuo.ark+=13960=t2d79qg2t.json.bz2,17,Low Marston Searle Rivington,1880
uc2.ark+=13960=t1ng4rz6v,1884,1884,,vulgar,,,"Chatterji, Bankim Chandra",London;T. Fisher Unwin;1884.,,The poison tree;,,,,,,1838.0,m,bengali,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1n/g4/rz/6v/ark+=13960=t1ng4rz6v/uc2.ark+=13960=t1ng4rz6v.json.bz2,10,Fisher Unwin,1880
mdp.39015065549779,1887,1887,,vulgar,,,"Saltus, Edgar",New York;Benjamin & Bell;1887.,,Mr. Incoul's misadventure,,,,,,1855.0,m,us,,,,mdp/pairtree_root/39/01/50/65/54/97/79/39015065549779/mdp.39015065549779.json.bz2,47,Benjamin Bell,1880
uiuo.ark+=13960=t44q87z39,1886,1886,,vulgar,,,"Dowling, Richard",London;Tinsley;1886.,,Tempest-driven,,,,,,1846.0,m,ir,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/44/q8/7z/39/ark+=13960=t44q87z39/uiuo.ark+=13960=t44q87z39.json.bz2,8,Tinsley,1880
uc1.b149265,1885,1885,,vulgar,,,"Lathrop, George Parsons","New York;C. Scribner's;1885, c1882.",,In the distance,,,,,,1851.0,m,us,,,,uc1/pairtree_root/$b/14/92/65/$b149265/uc1.$b149265.json.bz2,20,Scribner,1880
uiuo.ark+=13960=t3xs6018h,1882,1882,,vulgar,,,"Barrett, Frank",London;R. Bentley;1882.,,A prodigal's progress,,,,,,1848.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3x/s6/01/8h/ark+=13960=t3xs6018h/uiuo.ark+=13960=t3xs6018h.json.bz2,31,Bentley,1880
njp.32101068178340,1881,1881,1881.0,vulgar,8969133.0,9990558,"Henty, G. A","London;Sampson Low, Marston, Searle, & Rivington;1881.",,The cornet of horse,rev,neg,,1886,FR,1832.0,m,uk,,,,njp/pairtree_root/32/10/10/68/17/83/40/32101068178340/njp.32101068178340.json.bz2,600,Sampson Low Marston Searle Rivington,1880
uc2.ark+=13960=t3416vd9j,1882,1882,,vulgar,,,"Otis, James",New York;Harper & Brothers;c1882,,Mr. Stubbs's brother;,,,,,,1848.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/34/16/vd/9j/ark+=13960=t3416vd9j/uc2.ark+=13960=t3416vd9j.json.bz2,65,Harper,1880
uc2.ark+=13960=t4vh5db24,1880,1880,,vulgar,,,"Miller, Thomas",New York;Miller;1880.,,Little Blue Hood,,,,,,1807.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4v/h5/db/24/ark+=13960=t4vh5db24/uc2.ark+=13960=t4vh5db24.json.bz2,16,Miller,1880
uc1.b318289,1884,1884,,vulgar,,,"Du Boisgobey, Fortuné",New York;G. Munro's sons;c1884.,,"Babiole, the pretty milliner",,,,,,1821.0,m,french,,,,uc1/pairtree_root/$b/31/82/89/$b318289/uc1.$b318289.json.bz2,28,Munro,1880
njp.32101066458975,1886,1886,,vulgar,,,"Gibbon, Charles","London;S. Low, Marston, Searle & Rivington;1886.",,Clare of Claresmede,,,,,,1843.0,m,uk,,,,njp/pairtree_root/32/10/10/66/45/89/75/32101066458975/njp.32101066458975.json.bz2,37,Low Marston Searle Rivington,1880
nyp.33433076053705,1889,1889,,vulgar,,,"Saltus, Edgar",London [etc.;G. Routledge and Sons;1889.,,The truth about Tristrem Varick;,,,,,,1855.0,m,us,,,,nyp/pairtree_root/33/43/30/76/05/37/05/33433076053705/nyp.33433076053705.json.bz2,47,Routledge,1880
mdp.39015012354869,1883,1883,,vulgar,,,"Bowles, Thomas Gibson",New York;Funk & Wagnalls;1883,,Flotsam and jetsam,,,,,,1841.0,m,uk,,,,mdp/pairtree_root/39/01/50/12/35/48/69/39015012354869/mdp.39015012354869.json.bz2,4,Funk Wagnalls,1880
uc2.ark+=13960=t1td9qq24,1888,1888,,vulgar,,,"Châteauclair, Wilfrid",Montreal;W. Drysdale & co.;1888.,,The young seigneur;,,,,,,1857.0,m,ca,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1t/d9/qq/24/ark+=13960=t1td9qq24/uc2.ark+=13960=t1td9qq24.json.bz2,3,Montreal Drysdale,1880
uc1.b3048116,1880,1880,,vulgar,,,"Du Boisgobey, Fortuné",London;Vizetelly;188-]-,,Sensational novels,,,,,,1821.0,m,french,,,,uc1/pairtree_root/b3/04/81/16/b3048116/uc1.b3048116.json.bz2,28,Vizetelly,1880
uc1.b3124668,1886,1886,,vulgar,,,"Hawthorne, Julian",New York [etc.;Funk & Wagnalls;1886.,,The trial of Gideon,,,,,,1846.0,m,us,,,,uc1/pairtree_root/b3/12/46/68/b3124668/uc1.b3124668.json.bz2,103,Funk Wagnalls,1880
njp.32101066459908,1880,1880,,vulgar,,,"Goulding, F. R",London;New York;G. Routledge and Sons;188-?,,Adventures among the Indians,,,,,,1810.0,m,us,,,,njp/pairtree_root/32/10/10/66/45/99/08/32101066459908/njp.32101066459908.json.bz2,3,Routledge,1880
uc2.ark+=13960=t2h70dt42,1888,1888,,vulgar,,,"Gibbon, Charles","London;Sampson Low, Marston, Searle & Rivington;1888.",,Beyond compare,,,,,,1843.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2h/70/dt/42/ark+=13960=t2h70dt42/uc2.ark+=13960=t2h70dt42.json.bz2,37,Sampson Low Marston Searle Rivington,1880
uc2.ark+=13960=t6736nr4k,1880,1880,,vulgar,,,"Hawthorne, Julian",New York;D. Appleton;1880.,,Garth: a novel,,,,,,1846.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/67/36/nr/4k/ark+=13960=t6736nr4k/uc2.ark+=13960=t6736nr4k.json.bz2,103,Appleton,1880
uiuo.ark+=13960=t6h13np7s,1885,1885,,vulgar,,,"Smart, Hawley",London;Chapman and Hall;1885.,,Tie and trick,,,,,,1833.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/6h/13/np/7s/ark+=13960=t6h13np7s/uiuo.ark+=13960=t6h13np7s.json.bz2,78,Chapman Hall,1880
mdp.39015006977899,1894,1894,1894.0,elite,164883.0,1937066,"Du Maurier, George",New York;Harper & brothers;1894.,,Trilby,rev,neg,pop,1895,ATL,1834.0,m,uk,,,,mdp/pairtree_root/39/01/50/06/97/78/99/39015006977899/mdp.39015006977899.json.bz2,19,Harper,1890
uc1.b243629,1899,1898,1898.0,elite,6498261.0,10522443,"Ollivant, Alfred",New York;Doubleday & McClure;1899.,,"Bob, son of Battle",rev,,,1899,ATL,1874.0,m,uk,,,,uc1/pairtree_root/$b/24/36/29/$b243629/uc1.$b243629.json.bz2,21,Doubleday Mcclure,1890
uc1.b3578724,1892,1892,1892.0,elite,6678156.0,4166116,"Hardy, Thomas","London;James R. Osgood, McIlvaine;1892.",v. 1,Tess of the D'Urbervilles,rev,neg,pop,1892,FR,1840.0,m,uk,,,,uc1/pairtree_root/b3/57/87/24/b3578724/uc1.b3578724.json.bz2,282,James Osgood Mcilvaine,1890
mdp.39015031311684,1895,1895,1896.0,elite,1378158.0,67409910,"Macleod, Fiona","Boston;Roberts bros.; [etc., etc.;1895.",,The mountain lovers,rev,,,1896,BM,1855.0,m,uk,William Sharp,,,mdp/pairtree_root/39/01/50/31/31/16/84/39015031311684/mdp.39015031311684.json.bz2,13,Roberts,1890
uc1.b3578726,1892,1892,1892.0,elite,6678156.0,4166116,"Hardy, Thomas","London;James R. Osgood, McIlvaine;1892.",v. 3,Tess of the D'Urbervilles,rev,neg,pop,1892,FR,1840.0,m,uk,,,,uc1/pairtree_root/b3/57/87/26/b3578726/uc1.b3578726.json.bz2,282,James Osgood Mcilvaine,1890
uc2.ark+=13960=t9w08x645,1898,1898,1898.0,elite,7650366.0,1629161,"Altsheler, Joseph A",New York;D. Appleton and company;1898.,,A herald of the West;,rev,,,1899,ATL,1862.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9w/08/x6/45/ark+=13960=t9w08x645/uc2.ark+=13960=t9w08x645.json.bz2,35,Appleton,1890
uc1.b3325538,1895,1895,1895.0,elite,6131725.0,13322230,"Mallock, W. H",London;Chapman & Hall;1895.,v. 1,The heart of life,pub,,,1894,FR,1849.0,m,uk,,,,uc1/pairtree_root/b3/32/55/38/b3325538/uc1.b3325538.json.bz2,43,Chapman Hall,1890
nyp.33433076065980,1899,1899,1899.0,elite,8689733.0,2231759,"Ford, Paul Leicester","New York;Dodd, Mead & Co.;1899;(New York;Press of J. J. Little).",v. 2,Janice Meredith,rev,pos,,1900,ATL,1865.0,m,us,,,,nyp/pairtree_root/33/43/30/76/06/59/80/33433076065980/nyp.33433076065980.json.bz2,47,Dodd Mead Little,1890
mdp.39015005942605,1958,1891,1891.0,elite,,,"Gissing, George","London: Smith, Elder",,New Grub Street,,,,,,1857.0,m,uk,,,,mdp/pairtree_root/39/01/50/05/94/26/05/39015005942605/mdp.39015005942605.json.bz2,127,Smith Elder,1890
uiuo.ark+=13960=t3xs60k95,1893,1893,1893.0,elite,8723056.0,20737272,"Allen, Grant","London;Chatto & Windus, Piccadilly;1893;(Guildford;Billing and Sons, printers)",v.1,The scallywag,rev,,,1893,BM,1848.0,m,ca,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3x/s6/0k/95/ark+=13960=t3xs60k95/uiuo.ark+=13960=t3xs60k95.json.bz2,60,Chatto Windus Piccadilly Guildford Billing Printers,1890
uiuo.ark+=13960=t6m04st95,1891,1891,1891.0,elite,1426168.0,888639,"Barrie, J. M","London [etc.;Cassell & company, limited;1891.",v. 3,The little minister,rev,neg,pop,1892,FR,1860.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/6m/04/st/95/ark+=13960=t6m04st95/uiuo.ark+=13960=t6m04st95.json.bz2,178,Cassell,1890
wu.89098856453,1892,1892,1895.0,elite,5789512.0,38846980,"Dowie, Ménie Muriel",London;G. Philip;1892.,,A girl in the Karpathians,rev,,,1895,YB,1867.0,f,uk,,,,wu/pairtree_root/89/09/88/56/45/3/89098856453/wu.89098856453.json.bz2,4,Philip,1890
nyp.33433076050818,1904,1898,1898.0,elite,8663815.0,37141645,"Peattie, Elia Wilkinson",New York;Macmillan;1904.,,"The shape of fear, and other ghostly tales",rev,,,1899,ATL,1862.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/08/18/33433076050818/nyp.33433076050818.json.bz2,17,Macmillan,1890
uc1.b3326036,1898,1898,1898.0,elite,6538767.0,378249,"Slosson, Annie Trumbull",New York and;London;Harper & brothers;1898.,,Dumb foxglove,rev,,,1899,ATL,1838.0,f,us,,,,uc1/pairtree_root/b3/32/60/36/b3326036/uc1.b3326036.json.bz2,17,Harper,1890
nyp.33433076059462,1898,1898,1898.0,elite,8660087.0,1637309,"Pool, Maria Louise",Chicago;New York;H. S. Stone & Company;1898.,,A golden sorrow,rev,pos,,1899,ATL,1841.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/94/62/33433076059462/nyp.33433076059462.json.bz2,28,Stone,1890
mdp.39015016768288,1894,1894,1894.0,elite,513550.0,7311970,"Chopin, Kate","Boston;New York;Houghton, Mifflin and company;1894.",,Bayou folk,rev,pos,,1894,ATL,1850.0,f,us,,,,mdp/pairtree_root/39/01/50/16/76/82/88/39015016768288/mdp.39015016768288.json.bz2,3,Houghton Mifflin,1890
mdp.39015039396083,1899,1898,1898.0,elite,249158.0,2461099,"Von Arnim, Elizabeth","London;Macmillan and co., limited;New York;The Macmillan company;1899.",,Elizabeth and her German garden,ntd,,pop,1912,FR,1866.0,f,uk,,,,mdp/pairtree_root/39/01/50/39/39/60/83/39015039396083/mdp.39015039396083.json.bz2,63,Macmillan,1890
mdp.39015023133641,1895,1895,1895.0,elite,438888.0,421784,"D'Arcy, Ella",London;John Lane;1895.,,Monochromes,rev,,,1895,YB,1856.0,f,uk,,,,mdp/pairtree_root/39/01/50/23/13/36/41/39015023133641/mdp.39015023133641.json.bz2,3,John Lane,1890
mdp.39015063547809,1895,1895,1895.0,elite,320371.0,2415313,"Hobbes, John Oliver",London;Henry;1895.,,"The gods, some mortals and Lord Wickenham",rev,neg,,1895,YB,1867.0,f,us,Pearl Mary Teresa Craigie,,,mdp/pairtree_root/39/01/50/63/54/78/09/39015063547809/mdp.39015063547809.json.bz2,41,Henry,1890
uc1.b242928,1898,1898,1898.0,elite,432668.0,601928,"Glasgow, Ellen Anderson Gholson",New York;London;Harper & Brothers;1898.,,Phases of an inferior planet,rev,,,1899,ATL,1873.0,f,us,,,,uc1/pairtree_root/$b/24/29/28/$b242928/uc1.$b242928.json.bz2,102,Harper,1890
nyp.33433076067085,1893,1893,1893.0,elite,7922879.0,1191144,"King, Grace Elizabeth",New York;The Century co.;1893.,,Balcony stories,rev,,,1894,ATL,1852.0,f,us,,,,nyp/pairtree_root/33/43/30/76/06/70/85/33433076067085/nyp.33433076067085.json.bz2,11,Century,1890
uc1.b248450,1900,1893,1893.0,elite,6501359.0,13298455,"Catherwood, Mary Hartwell",New York;The Century Co.;1900.,,The white islander,rev,,,1894,ATL,1847.0,f,us,,,,uc1/pairtree_root/$b/24/84/50/$b248450/uc1.$b248450.json.bz2,35,Century,1890
uc2.ark+=13960=t07w6779k,1891,1891,,vulgar,,,"Daniels, Cora Linn",Boston;Lee and Shepard;1891.,,"Sardia, a story of love",,,,,,1852.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/07/w6/77/9k/ark+=13960=t07w6779k/uc2.ark+=13960=t07w6779k.json.bz2,1,Lee Shepard,1890
nyp.33433082530647,1892,1892,,vulgar,,,"Finley, Martha",New York;Dodd Mead & company;c1892,,Elsie at Viamede,,,,,,1828.0,f,us,,,,nyp/pairtree_root/33/43/30/82/53/06/47/33433082530647/nyp.33433082530647.json.bz2,71,Dodd Mead,1890
nyp.33433075752133,1895,1895,,vulgar,,,"Winter, John Strange",New York and London;F. A. Stokes company;c1895,,Private Tinker,,,,,,1856.0,f,uk,Henrietta Eliza Vaughan Stannard,,,nyp/pairtree_root/33/43/30/75/75/21/33/33433075752133/nyp.33433075752133.json.bz2,62,Stokes,1890
nyp.33433076073125,1896,1896,,vulgar,,,"Train, Elizabeth Phipps",Philadelphia;J.B. Lippincott company;1896.,,A social highwayman,,,,,,1856.0,f,us,,,,nyp/pairtree_root/33/43/30/76/07/31/25/33433076073125/nyp.33433076073125.json.bz2,8,Lippincott,1890
uva.x030826018,1894,1894,,vulgar,,,"Townsend, Virginia F",Boston;Lee and Shepard;c1894.,,"""Sirs, only seventeen!""",,,,,,1836.0,f,us,,,,uva/pairtree_root/x0/30/82/60/18/x030826018/uva.x030826018.json.bz2,10,Lee Shepard,1890
uc2.ark+=13960=t8w951q8r,1892,1892,1892.0,vulgar,,,"Birkmaier, Elizabeth G",San Francisco;The Clemens Pub. Co.;1892.,,Poseidon's paradise,,,,,,1847.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8w/95/1q/8r/ark+=13960=t8w951q8r/uc2.ark+=13960=t8w951q8r.json.bz2,2,San Francisco Clemens,1890
uiuo.ark+=13960=t4th9616r,1894,1894,,vulgar,,,"Carey, Rosa Nouchette",London;R. Bentley;1894.,,"The old, old story",,,,,,1840.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4t/h9/61/6r/ark+=13960=t4th9616r/uiuo.ark+=13960=t4th9616r.json.bz2,113,Bentley,1890
mdp.39015063753530,1894,1894,,vulgar,,,"Atherton, Gertrude Franklin Horn",New York;J. Selwin Tait & sons;c1894,,Before the Gringo came,,,,,,1857.0,f,us,,,,mdp/pairtree_root/39/01/50/63/75/35/30/39015063753530/mdp.39015063753530.json.bz2,161,Selwin Tait,1890
uc1.b4104262,1897,1897,1897.0,vulgar,394601.0,30328058,"Freeman, Mary Eleanor Wilkins",New York;London;Harper & brothers;1897.,,"Jerome, a poor man;",rev,,,1897,ATL,1852.0,f,us,,,,uc1/pairtree_root/b4/10/42/62/b4104262/uc1.b4104262.json.bz2,83,Harper,1890
uc1.$b471567,1898,1898,,vulgar,,,"Post, Helen (Wilmans)","Sea Breeze, Fla.;Freedom Publishing Co.;1898.",,A search for freedom,,,,,,1831.0,f,us,,,,uc1/pairtree_root/$b/47/15/67/$b471567/uc1.$b471567.json.bz2,2,Sea Breeze Fla Freedom,1890
