docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,tags
mdp.39015021250124,282559,6630561,,"Bennett, Anna Maria,",London;Pri,1794,,1794,v.1,,"Ellen, Countess of Castle Howel",uk,f,teamred | random
25259,395,,,"MacAvoy, R. A,",New York Morrow 1991,1991,1949,1991,,Fantastic fiction;Fiction;,King of the dead,us,f,chifantasy
23703,459,,,"Murray, Albert,",New York Pantheon Books 1991,1991,1916,1991,,Fiction;Bildungsromane;Southern states;African Americans;Fiction,The spyglass tree,us,m,chirandom
nyp.33433074918784,8663985,5237679,,"White, James,",London;Pri,1790,,1790,v. 1,1340-1399;,The adventures of John of,uk,m,teamblack | random
nyp.33433074970710,8667899,8661270,,"Christie, Agatha,",London;New,1920,1890,1920,,,The mysterious affair at ,uk,f,det100 | teamblack | cozy
10733,,,,"Brackett, Leigh,",New York C,1944,1915,1944,,Extortion;,No good from a corpse,us,f,chirandom | teamred | chimyst
uc2.ark+=13960=t5n87gd14,,,,"Reade, Charles,",Boston,1899,1814,1863,v. 2,,Hard Cash,uk,m,sensation | teamblack | stew
20820,,,,"Davis, Gwen,",New York W,1969,1936,1969,,,The pretenders,us,f,chirandom | teamred
21511,,,,"Daniels, Les,",New York C,1978,1943,1978,,Spain -- H,The black castle,us,m,teamred | chihorror | stew
20671,,,,"Alexander, Lloyd,",New York H,1966,1924,1966,,Fantasy fi,The castle of Llyr,us,m,teamred | chifantasy
21288,,,,"Stasheff, Christopher,",New York G,1975,1944,1975,,Gallowglas,The warlock in spite of h,us,m,chirandom | chifantasy | teamblack
uiuo.ark+=13960=t2s475w45,8718341,13312718,,"MacCabe, William Bernard,",London;T.C,1851,1801,1851,v.3,,Bertha,ir,m,teamred | random
25723,671,,,"Straight, Susan,",New York Hyperion 1996,1996,1960,1996,,Historical fiction;Fiction;Domestic fiction;Oklahoma;African Americans;History;20th century;Families;African American families;Fiction;Tulsa,The gettin place,us,f,chirandom
uiuo.ark+=13960=t0ns19n7m,8720059,6936332,,"Moore, George,","London;Printed for G.G. and J. Robinson, by R. Noble;1801.",1801,1852,1801,v.2,,Grasville Abbey,uk,m,teamblack | stangothic
mdp.39015062658789,7430893,180945282,,"Sidney, Margaret,","Boston, Ma",1881,1844,1881,,,Five little Peppers and h,us,f,teamblack | random
hvd.hwpn81,9720312,12429749,,"Maturin, Charles Robert,",Paris;Truc,1828,1782,1816,,,"Bertram, or, The castle o",ir,m,teamblack | pbgothic
njp.32101021206436,8886538,2160254,PZ3.W465Fi2,"Wells, H. G.",Indianapol,1901,1866,1901,,Science fi,The first men in the moon,uk,m,teamblack | anatscifi | locscifi
22676,406,,,"Flynn, Robert,", Fort Worth : Texas Christian University Press 1987,1987,1932,1987,,Texas,Wanderer Springs,us,m,chirandom | teamred
nyp.33433074857248,6533670,6782292,PZ3.G3523S,"Gibbon, Perceval,",New York;D,1909,1879,1905,,,Salvator,uk,m,teamblack | random
10435,,,,"Dickson, Carter,",New York W,1934,1906,1934,,"Merrivale,",The Plague court murders,us,m,chirandom | teamred | chimyst
22499,,,,"Friedman, Kinky,",New York B,1986,1944,1986,,Humorous f,Greenwich killing time,us,m,teamblack | chimyst
uc1.b248744,6501566,3790961,,"Eastlake, Elizabeth,",London;J. ,1846,1809,1843,,,Livonian tales,uk,f,teamblack | random
nyp.33433075968796,8679134,259161,HQ281.R6,"Roe, Clifford Griffith,",New York;F,1910,1875,1910,,Chicago;Pr,Panders and their white s,us,m,teamred | random
nyp.33433074931118,420967,7611990,,"Bront?, Emily,",New York;H,1848,1818,1847,,,Wuthering Heights,uk,f,teamred | pbgothic | stew
uiuo.ark+=13960=t00z7jj1c,8722090,13323912,,"Gaspey, Thomas,",London;Longman;1823.,1823,1788,1823,v.2,,"Other times; or, the monks of Leadenhall",uk,m,teamblack | stangothic
21739,768,,,"Jakes, John,",New York Y : Jove Publications 1980,1980,1932,1980,,Kent family (Fictitious characters);United States;Adventure fiction;Epic fiction;Historical fiction,The Americans,us,m,chirandom | teamblack
21416,,,,"Donaldson, Stephen R,",New York H,1977,1947,1977,,Fantasy li,The Illearth war,us,m,chifantasy | teamblack
mdp.39015018606049,,,,"Hardy, Thomas,",New York,1896,1840,1871,,,Desperate Remedies,uk,m,sensation | teamblack | stew
10292,,,,"Keeler, Harry Stephen,",New York E,1928,1890,1928,,Murder;Mys,Sing Sing nights,us,m,teamred | chimyst
11552,,,,"Wells, H. G.",London Cha,1937,1866,1937,,Science fi,Star-begotten,uk,m,teamred | chiscifi
20078,,,,"Spillane, Mickey,",New York E,1952,1918,1952,,"Hammer, Mi",Kiss me: deadly,us,m,chirandom | hardboiled | teamblack | chimyst | stew
nyp.33433076060080,449342,175242,PZ3.P182Bi,"Palmer, Frederick,",New York;M,1914,1873,1910,,,The big fellow,us,m,teamblack | random
nyp.33433074911532,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. ,1788,1749,1788,v. 4,,Emmeline,uk,f,teamblack | pbgothic | stew
20433,,,,"Vance, Jack,",New York R,1960,1916,1960,,Mystery fi,The man in the cage,us,m,teamred | chimyst
21686,,,,"Andrews, V. C.  (Virginia",New York S,1980,,1980,,Mothers an,Petals on the wind,us,f,teamred | chihorror
nyp.33433074878889,8666267,6298715,,"Lover, Samuel,",New York;F,1837,1797,1837,,Ireland;Hi,Rory O'More,ir,m,teamblack | random
uc2.ark+=13960=t1dj5cf2j,7694490,18822991,,"Lema?tre, Jules,",London;Elk,1920,1853,1886,,,Serenus and other stories,fr,m,teamred | random
mdp.39015024230610,1796037,5236729,,"Genlis, St?phanie F?licit?",London;Pri,1785,1746,1785,v.4,,Tales of the castle;,fr,f,teamred | random
23474,,,,"Goudge, Elizabeth,",New York C,1953,1900,1953,,Music;Larg,The heart of the family,uk,f,chirandom | teamred
uc2.ark+=13960=t9t14vb5t,1744766,385323,,"Pinkerton, Allan,",Chicago;W.,1874,1819,1874,,Detectives,The expressman and the de,us,m,teamred | locdetective
mdp.39015004307362,1802393,4633573,,"Verne, Jules,",Boston;G. ,1873,1828,1870,,,Twenty thousand leagues u,fr,m,teamred | anatscifi
23531,,,,"Du Maurier, Daphne,",Garden Cit,1969,1907,1969,,Fantasy;Ti,The house on the strand,uk,f,chifantasy | teamblack
10286,,,,"Esteven, John,",New York; ,1928,1888,1928,,Mystery fi,The door of death,us,m,teamblack | chimyst
21905,,,,"Vardeman, Robert E,",New York P,1981,1947,1981,,Science fi,The Klingon gambit,us,m,chirandom | teamred | chiscifi | stew
11030,1192,,,"Woolf, Virginia,","New York Harcourt, Brace & Co. 1927",1927,1882,1927,,"Skye, Island of (Scotland);",To the lighthouse,uk,f,chirandom | teamblack
mdp.39015030365178,2139204,6841493,,"Lafargue, Paul,",Chicago;C.,1904,1842,1903,,,The sale of an appetite,fr,m,teamblack | random
uc2.ark+=13960=t53f4sg3b,7693557,8501533,,"Walraven, E. G.",New York;N,1875,1811,1875,,,"The two orphans, or, The ",fr,m,teamred | random
20496,,,,"Garrett, Randall,",Garden Cit,1962,1927,1962,,Science fi,Unwise child,us,m,teamred | chiscifi | stew
nnc1.0113307762,8394195,43496979,,AnonymousGhost,New York;W,1888,,1888,v.3,Ghost stor,Weird tid-bits,,,teamred | locghost
22168,,,,"Cherryh, C. J,",New York Y,1984,1942,1984,,Science fi,Chanur's venture,us,f,teamred | chifantasy | chiscifi
4708,,,,"Masters, Edgar Lee,",New York M,1922,1868,1922,,"Douglas, S",Children of the market pl,us,m,chirandom | teamred
10661,,,,"Eberhart, Mignon Good",New York: ,1942,1899,1942,,Medical no,Wolf in man's clothing,us,f,det100 | teamblack | cozy
nyp.33433076047871,8660161,3336052,,"Reeve, Arthur B.",New York;V,1914,1880,1914,,American f,The dream doctor,us,m,teamred | det100
mdp.39015066036578,664119,9451665,,"Twain, Mark,",New York;H,1896,1835,1889,,,A Connecticut Yankee in K,us,m,teamblack | anatscifi | stew
uc2.ark+=13960=t7hq41f5s,7914996,43830225,PR6003.I3R66 1909,"Ayscough, John,",Bristol;J.,1909,1858,1909,,,A Roman tragedy and other,uk,m,teamblack | random
mdp.39015000541717,1910607,1099692,,"Pater, Walter,",London;Mac,1885,1839,1885,v.2,,Marius the Epicurean,uk,m,teamred | random
nyp.33433074920608,8663992,11850259,,"Austin, Alfred,",London;J.F,1858,1835,1858,v. 2,,Five years of it,uk,m,teamred | random
mdp.39015063096088,5133156,3305841,PS3537.Q6W5 1922,"Squier, Emma-Lindsay,",New York;C,1922,1892,1922,,Animals;Fi,The wild heart,us,f,teamred | random
20471,,,,"Robbins, Harold,",New York S,1961,1916,1961,,Motion pic,The carpetbaggers,us,m,chirandom | teamred
nyp.33433082344874,5346603,2109184,,"Hope, Laura Lee.",New York;G,1919,,1919,,Washington,The Bobbsey twins in Wash,,f,teamblack | locdetmyst | juvenile | drop
10736,,,,"Burroughs, Edgar Rice,"," Tarzana, ",1944,1875,1944,,Science fi,Land of terror,us,m,teamred | chifantasy | chiscifi
nyp.33433039680552,8611888,,,"Donnelly, Ignatius,",Chicago;F.,1890,1831,1890,,,C?sar's column,us,m,teamred | anatscifi
10216,,,,"Bromfield, Louis,",New York G,1924,1896,1924,,Ohio -- Ma,The green bay tree,us,m,chirandom | teamblack
20417,,,,"McBain, Ed,",New York S,1960,1926,1960,,United Sta,Give the boys a great big,us,m,teamblack | chimyst | stew
mdp.39015074379739,5668909,47014670,,"Baum, L. Frank",Chicago;Re,1912,1856,1912,,Mystery an,Aunt Jane's nieces on vac,,m,teamred | locdetective | stew
DinesenGothicTales1934,,,,"Dinesen, Isak,",,1934,1885,1934,,,Seven Gothic Tales,da,f,teamblack | pbgothic | stew
mdp.39015051156498,282013,66267484,,"Banim, John,",London;W. ,1826,1798,1826,v.3,,Tales,ir,m,teamred | random
11921,,,,"Pragnell, Festus,",New York  ,1950,1905,1950,,Fantasy fi,The green man of Graypec,uk,m,teamred | chifantasy
11007,189,,,"Seton, Anya,",Chicago Sears Readers Club 1950,1950,1904,1950,,Romantic suspense fiction;Large type books;Married women;Arizona;Married women -- Arizona,Foxfire,us,f,chirandom | teamblack
nyp.33433075768253,8667986,13354135,,"Wilkins, George,",London;Lon,1826,1785,1826,,English fi,The convert,uk,m,teamblack | random
nyp.33433074915269,8669776,37287421,,"Morrison, Arthur,",London;War,1897,1863,1897,,English fi,The Dorrington deed-box,uk,m,teamred | det100 | stew
20222,,,,"Del Rey, Lester,",Philadelph,1956,1915,1956,,Science fi,Mission to the moon,us,m,teamblack | chiscifi
24552,2392,,,"Parker, Robert B.",New York G.P. Putnam's Sons 1997,1997,1932,1997,,Fiction;Detective and mystery stories;Fiction;Police;Massachusetts,Night passage,us,m,chimyst
uc1.b4105364,6156262,2708030,,"Zangwill, Israel,",Chicago;Ra,1895,1864,1892,,,The big bow mystery,uk,m,teamred | det100
uiuo.ark+=13960=t2697pf21,,,,"Braddon, M. E.",London,1880,1835,1880,,,The Story of Barbara,uk,f,sensation | teamblack | stew
uc2.ark+=13960=t53f4nk4h,7677039,12359858,PZ7.W765L,"Winterburn, Florence Hull",New York;L,1916,1858,1916,,,Liberty hall,us,f,teamred | random
21877,,,,"Niven, Larry,",New York T,1981,1938,1981,,Science fi,Oath of fealty,us,m,teamred | chiscifi | stew
24066,296,,,"Kellerman, Faye,","""Thorndike, ME"" G.K. Hall 1994",1994,,1994,,"Fiction;Detective and mystery stories;California;Orthodox Judaism;Police spouses;Decker, Peter (Fictitious character);Los Angeles;Fiction;Kidnapping;Police;Lazarus, Rina (Fictitious character)",Grievous sin,us,,chimyst
uc1.b3290572,6128720,16887275,,"Ward, R. Plumer",London;H. ,1827,1765,1827,v. 4,,De Vere,uk,m,teamblack | random
uiuo.ark+=13960=t42r4bj1d,8722031,2208440,,"Kirkus, William,",London;Tin,1867,1830,1867,v.2,,Only to be married,uk,m,teamblack | random
uc1.b250129,6502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. ,1864,1814,1864,v.3,,Uncle Silas,ir,m,teamred | sensation | pbgothic | stew
10365,,,,"Taylor, Phoebe Atwood",New York: ,1931,1909,1931,,Massachuse,The Cape Cod mystery,us,f,det100 | teamblack
11803,,,,"Forester, C. S.",Boston Lit,1946,1899,1946,,Great Brit,Lord Hornblower,uk,m,chirandom | teamblack
11385,,,,"Stapledon, Olaf,",London Met,1932,1886,1932,,Science fi,Last men in London,uk,m,teamred | chiscifi
10330,,,,"Hammett, Dashiell,",New York; ,1930,1894,1930,,Mystery fi,The Maltese falcon,us,m,hardboiled | det100 | teamblack | chimyst
mdp.39015021039980,1910357,4418502,,"Maturin, Charles Robert,",London;R. ,1892,1782,1821,v.3,,Melmoth the wanderer,ir,m,teamred | pbgothic | stew
11927,,,,"Stapledon, Olaf,",London Met,1950,1886,1950,,Science fi,A man divided,uk,m,teamred | chiscifi
22193,,,,"Gibson, William",New York: ,1984,1948,1984,,Informatio,Neuromancer,us,m,teamred | pbgothic | chiscifi | stew
22305,,,,"Benford, Gregory,",New York; ,1985,1941,1985,,Archaeolog,Artifact,us,m,teamblack | chiscifi
20162,,,,"Reilly, Helen,",New York R,1954,1890,1954,,Scottish A,Tell her it's murder,us,f,teamblack | chimyst
22748,,,,"Parker, Robert B.",New York D,1987,1932,1987,,Spenser (F,Pale kings and princes,us,m,teamblack | chimyst
mdp.39015006997806,780065,22465631,,"Sewell, Elizabeth Missing",London;Pri,1846,1815,1846,v.2,,Gertrude,uk,f,teamred | random
uva.x000674483,9782339,17989629,,"Ward, Humphry,",Leipzig;Ta,1888,1851,1888,v.3,,Robert Elsmere,uk,f,teamblack | random
11364,,,,"Evans, Margiad,",London Art,1932,1909,1932,,English fi,Country dance,uk,f,chirandom | teamred
uc1.b3578940,6678263,15217345,,"Blackwood, Algernon,",London;Eve,1915,1869,1906,,,The empty house,uk,m,teamblack | pbgothic | stew
uc2.ark+=13960=t3hx1bd9t,7688518,14250735,,"Hall, Anna Maria",London;R. ,1832,1800,1832,v.2,Criminals;,The buccaneer,uk,f,teamred | locdetmyst | stew
21876,,,,"Niven, Larry,",New York; ,1981,1938,1981,,Science fi,Dream Park,us,m,teamblack | chiscifi
mdp.39015001553547,630442,1161842,PZ3.L846Sc,"London, Jack,",New York;T,1915,1876,1912,,,The scarlet plague,us,m,teamblack | anatscifi | stew
uiuo.ark+=13960=t1rf6b61z,8723671,4903083,,"Opie, Amelia Alderson,",London;Lon,1820,1769,1820,v.2,,Tales of the heart,uk,f,teamblack | random
nyp.33433075749287,8666794,9825754,PZ3.O85A,"Ostrander, Isabel,",New York;W,1915,1883,1915,,,At one-thirty,us,f,teamred | det100 | stew
22054,,,,"Coldsmith, Don,",Garden Cit,1983,1926,1983,,Indians of,Follow the wind,us,m,chirandom | teamblack
njp.32101013621246,8884062,10602436,,"Hudson, W. H.",New York;E,1906,1841,1887,,,A crystal age,uk,m,teamred | anatscifi
nyp.33433076047608,7669798,2003540,PZ3.R36Qui,"Rice, Alice Caldwell Hega",New York;T,1921,1870,1921,,,Quin,us,f,teamred | random
njp.32101062743727,9042425,13635486,,"Roche, Regina Maria,",Exeter [N.,1828,1764,1796,v.3,,The children of the abbey,ir,f,teamblack | pbgothic
11100,,,,"Hammett, Dashiell,",New York; ,1929,1894,1929,,Gangs;Unit,Red Harvest,us,m,hardboiled | det100 | teamblack | chimyst
nyp.33433075766463,8670000,37301807,,"Perrin, Alice,",London;Cha,1908,1867,1908,,,The stronger claim,uk,f,teamred | random
24816,1358,,,"Berg, Elizabeth,",New York Random House 1999,1999,1948,1999,,Fiction;Psychological fiction;Fiction;Single women;United States;Psychology,Until the real thing comes along,us,f,chirandom
uiuo.ark+=13960=t7br98r5d,8717971,30364815,,Anonymous6,"London;Printed for the authoress and sold by Sherwood, Neely, and Jones;1810.",1810,,1810,v.1,,"The adulteress ; or, anecdotes of two noble families",uk,f,teamblack | random
11300,,,,"Oppenheim, E. Phillips,",Boston Lit,1930,1866,1930,,London (En,The million pound deposit,uk,m,teamred | chimyst | stew
nyp.33433074850870,8664795,13659278,PZ3.H2443Pr2,"Harris-Burland, J. B.",Boston;Lit,1904,1870,1904,,Science fi,The Princess Thora,uk,m,teamred | locscifi
20698,,,,"MacDonald, John D.",New York F,1966,1916,1966,,Florida --,Darker than amber,us,m,teamred | chimyst
coo.31924013476498,11405492,63963369,,"Haggard, H. Rider",London;New,1912,1856,1885,,,King Solomon's mines,uk,m,teamred | pbgothic
uiuo.ark+=13960=t8pc3d497,8719495,34087352,,"Harris, Alexander,",London;Smi,1849,1805,1849,v.2,,The emigrant family ;,au,m,teamblack | random
mdp.39015083943665,9452081,3251839,PZ7.E58RB,"Emerson, Alice B.",New York;C,1913,1869,1913,,Detective ,Ruth Fielding at Briarwoo,,f,teamblack | locdetmyst | juvenile | drop
uc1.b250120,6502422,13258977,,Anonymous0,London;J. Johnson;1803.,1803,,1803,v.3,,Letters of Miss Riversdale,,,teamblack | random
uiuo.ark+=13960=t8x92v101,1692807,2554632,PZ3.S545L2,"Shelley, Mary Wollstonecr",London;H. ,1826,uk,1826,v.3,,The last man,uk,f,teamred | femscifi
23267,372,,,"Bujold, Lois McMaster,",New York Baen Books 1990,1990,1949,1990,,NotFiction;Science fiction,The vor game,us,f,chiscifi
11592,,,,"Allan, Ted,",New York W,1939,1916,1939,,Spain -- H,This time a better earth,ca,m,chirandom | teamred
20922,,,,"Spillane, Mickey,",New York E,1970,1918,1970,,"Hammer, Mi",Survival Zero,us,m,hardboiled | teamblack | chimyst | stew
20563,,,,"Vonnegut, Kurt,",New York H,1963,1922,1963,,Humorous f,Cat's Cradle,us,m,teamblack | chiscifi
21552,,,,"Lustbader, Eric,",Garden Cit,1978,1946,1978,,Science fi,Shallows of night,us,m,teamred | chiscifi
nyp.33433082530050,5056640,4521206,,"Emerson, Alice B.",New York;C,1919,1869,1919,,Orphans;Gr,Ruth Fielding homeward bo,,f,teamblack | locdetmyst | juvenile | drop
23059,,,,"Cook, Robin,",New York P,1989,1940,1989,,Science fi,Mutation,us,m,teamred | chihorror | chiscifi | stew
uva.x000676502,9794578,9671514,,"Thornton, Marcellus Eugen",London;New,1899,1846,1899,,,"My ""budie"" and I",us,m,teamred | random
20114,,,,"Pangborn, Edgar,",Garden Cit,1953,1909,1953,,Science fi,West of the sun,us,m,chirandom | teamblack | chiscifi | stew
uc2.ark+=13960=t0cv4hf87,7688203,13324493,,"Gibbon, Charles,",London;Sam,1888,1843,1888,v.3,Fiction;De,Beyond compare,,m,teamblack | locdetmyst
20526,,,,"Stout, Rex,",New York V,1962,1886,1962,,New York (,Gambit,us,m,chirandom | teamblack | chimyst
uc2.ark+=13960=t45q4tp5h,6871797,8153985,,"Doyle, Arthur Conan,",New York;M,1905,1859,1903,,Private in,The return of Sherlock Ho,other,m,teamblack | locdetmyst
4497,,,,"Stringer, Arthur,",New York G,1920,1874,1920,,,The prairie omnibus,us,m,chirandom | teamred
20665,,,,"Traver, Robert,",New York M,1965,1903,1965,,Ojibwa Ind,Laughing whitefish,us,m,chirandom | teamblack
22692,,,,"Hiaasen, Carl,",New York P,1987,1953,1987,,Florida;Ph,Double whammy,us,m,chirandom | teamred | chimyst
20106,,,,"Lowndes, Robert W,",Philadelph,1953,1916,1953,,Science fi,Mystery of the third mine,us,m,teamred | chiscifi
njp.32101067634046,8961437,10879910,PZ3.H145S,"Hall, James,",Philadelph,1833,1793,1833,,,The soldier's bride and o,us,m,teamred | random
22817,,,,"Anthony, Piers,",New York A,1988,1934,1988,,Fantasy fi,Heaven cent,us,m,chifantasy | teamblack
mdp.39076002286230,9926708,10413912,,"Seaman, Augusta Huiell,",New York;C,1915,1879,1915,,Abandoned ,The boarded-up house,us,f,teamblack | locdetmyst | juvenile | drop
24423,1542,,,"Straub, Peter,",New York Random House 1996,1996,1943,1996,,Fiction;Detective and mystery stories;Crimes against;Publishers and publishing;Serial murders;Fiction;Kidnapping;Connecticut;Women,The Hellfire Club,us,m,chimyst
nyp.33433076073893,8660082,9245716,PS3545.E563V3 1922,"Wells, Carolyn,",New York;G,1922,1862,1922,,,The vanishing of Betty Va,us,f,teamred | det100
mdp.39015063931474,245028,23625332,PZ3.G954M,"Gunning,",London;J. ,1794,1740,1794,v.3,,Memoirs of Mary,uk,f,teamblack | random
nyp.33433074848668,6501584,3141215,PZ3.E30We,"Eggleston, George Cary,",Boston;Lot,1910,1839,1910,,,Westover of Wanalah;,us,m,teamblack | random
